,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,left_rating,right_rating,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,45313,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,0,682,1,,,,,,3000,0,7,2
1,45313,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,767,0,,,,,,1500,0,7,2
2,45313,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,0,593,1,,,,,,2000,0,7,2
3,45313,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,0,853,1,,,,,,1000,0,7,2
4,45313,0,5,1,1,1,gain2,no_gain3,J,B,46,18,objects,68,0,faces,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,1,NaN,,NaN,unchosen,NaN,NaN,NaN,NaN,4100,1,7,2
5,45313,0,6,1,1,1,gain3,no_gain5,A,E,47,30,objects,62,36,body_parts,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,1,884,1,chosen,47,30,objects,body_parts,1200,0,7,2
6,45313,0,7,1,1,1,gain1,no_gain3,C,B,29,5,body_parts,91,71,outdoor_scenes,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,0,1,839,1,chosen,29,5,body_parts,outdoor_scenes,2600,0,7,2
7,45313,0,8,1,1,1,gain2,no_gain4,J,D,23,36,faces,75,72,objects,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,0,1,686,1,chosen,23,36,faces,objects,2000,0,7,2
8,45313,0,9,1,1,0,no_gain5,gain1,E,C,39,2,objects,5,73,outdoor_scenes,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,0,0,1066,1,unchosen,2,39,outdoor_scenes,objects,1200,0,7,2
9,45313,0,10,1,1,0,no_gain4,gain3,D,A,36,47,objects,72,62,objects,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,1,758,0,chosen,36,47,objects,objects,3200,1,7,2
10,45313,0,11,1,1,0,no_gain1,gain3,F,A,12,47,faces,19,62,objects,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,0,729,1,chosen,47,12,objects,faces,1200,0,7,2
11,45313,0,12,1,1,0,no_gain2,gain1,I,C,7,29,outdoor_scenes,64,91,body_parts,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,0,872,1,chosen,29,7,body_parts,outdoor_scenes,1800,0,7,2
