,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,left_rating,right_rating,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,23013,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,1,803,0,,,,,,3000,0,7,2
1,23013,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,931,0,,,,,,1500,0,7,2
2,23013,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,0,1349,1,,,,,,2000,0,7,2
3,23013,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,0,1441,1,,,,,,1000,0,7,2
4,23013,0,5,1,1,1,gain2,no_gain3,I,J,2,42,outdoor_scenes,79,80,objects,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,0,0,1390,0,unchosen,42,2,objects,outdoor_scenes,4100,1,7,2
5,23013,0,6,1,1,1,gain3,no_gain5,C,A,34,38,body_parts,79,66,objects,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,0,0,1338,0,chosen,38,34,objects,body_parts,1200,0,7,2
6,23013,0,7,1,1,1,gain1,no_gain3,G,J,45,15,objects,93,78,faces,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,0,1,1505,1,chosen,45,15,objects,faces,2600,0,7,2
7,23013,0,8,1,1,1,gain2,no_gain4,I,E,33,28,body_parts,79,76,body_parts,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,0,0,1260,0,chosen,28,33,body_parts,body_parts,2000,0,7,2
8,23013,0,9,1,1,0,no_gain5,gain1,A,G,9,8,outdoor_scenes,64,81,outdoor_scenes,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,0,0,1466,1,unchosen,8,9,outdoor_scenes,outdoor_scenes,1200,0,7,2
9,23013,0,10,1,1,0,no_gain4,gain3,E,C,28,34,body_parts,76,79,body_parts,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,0,0,1385,1,chosen,34,28,body_parts,body_parts,3200,1,7,2
10,23013,0,11,1,1,0,no_gain1,gain3,K,C,43,34,objects,84,79,body_parts,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,0,1,771,0,chosen,43,34,objects,body_parts,1200,0,7,2
11,23013,0,12,1,1,0,no_gain2,gain1,F,G,17,45,faces,83,93,objects,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,0,0,1148,1,chosen,45,17,objects,faces,1800,0,7,2
12,23013,0,13,1,1,1,gain2,no_gain1,I,K,2,26,outdoor_scenes,79,86,body_parts,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,0,1,1407,1,unchosen,2,26,outdoor_scenes,body_parts,1600,0,7,2
13,23013,0,14,1,1,0,no_gain6,gain6,B,L,10,27,outdoor_scenes,93,62,body_parts,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,0,0,1453,1,unchosen,27,10,body_parts,outdoor_scenes,1300,0,7,2
14,23013,0,15,1,1,0,no_gain1,gain5,K,H,26,6,body_parts,86,81,outdoor_scenes,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,0,1,1146,0,unchosen,26,6,body_parts,outdoor_scenes,1900,0,7,2
15,23013,0,16,1,1,0,no_gain3,gain2,J,I,15,33,faces,78,79,body_parts,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,0,0,1300,1,chosen,33,15,body_parts,faces,4100,1,7,2
16,23013,0,17,1,1,1,gain4,no_gain2,D,F,41,30,objects,66,87,body_parts,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,0,1093,0,unchosen,30,41,body_parts,objects,1100,0,7,2
17,23013,0,18,1,1,1,gain6,no_gain2,L,F,20,17,faces,84,83,faces,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,0,0,1307,0,chosen,17,20,faces,faces,1200,0,7,2
18,23013,0,19,1,1,1,gain5,no_gain4,H,E,6,47,outdoor_scenes,81,67,objects,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,0,1099,0,unchosen,47,6,objects,outdoor_scenes,1400,0,7,2
