,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_rating,right_rating,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,47210,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,0,839,1,,,,,,3000,0,9,3
1,47210,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,983,0,,,,,,1500,0,9,3
2,47210,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,1,1335,0,,,,,,2000,0,9,3
3,47210,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,0,828,1,,,,,,1000,0,9,3
4,47210,0,5,1,1,1,gain5,no_gain5,C,L,5,16,outdoor_scenes,faces,95,32,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,0,1,1431,1,unchosen,5,16,outdoor_scenes,faces,4700,1,9,3
5,47210,0,6,1,1,1,gain3,no_gain2,K,G,46,6,objects,outdoor_scenes,91,89,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,0,1,1014,1,unchosen,46,6,objects,outdoor_scenes,2300,0,9,3
6,47210,0,7,1,1,1,gain1,no_gain2,F,G,13,6,faces,outdoor_scenes,81,89,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,0,1,882,1,unchosen,13,6,faces,outdoor_scenes,1100,0,9,3
7,47210,0,8,1,1,0,no_gain4,gain5,E,C,31,30,body_parts,body_parts,75,65,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,0,1204,1,chosen,30,31,body_parts,body_parts,1600,0,9,3
8,47210,0,9,1,1,0,no_gain5,gain1,L,F,16,13,faces,faces,32,81,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,1,NaN,,NaN,unchosen,NaN,NaN,NaN,NaN,2300,0,9,3
9,47210,0,10,1,1,0,no_gain4,gain1,E,F,31,28,body_parts,body_parts,75,86,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,0,1,633,0,chosen,31,28,body_parts,body_parts,1500,0,9,3
10,47210,0,11,1,1,1,gain1,no_gain3,F,I,28,24,body_parts,body_parts,86,77,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,0,0,1286,0,chosen,24,28,body_parts,body_parts,1500,0,9,3
11,47210,0,12,1,1,0,no_gain1,gain1,A,F,41,28,objects,body_parts,91,86,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,0,1,981,0,chosen,41,28,objects,body_parts,1200,0,9,3
12,47210,0,13,1,1,1,gain6,no_gain1,B,A,23,1,faces,outdoor_scenes,39,70,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,1,951,1,unchosen,23,1,faces,outdoor_scenes,1300,0,9,3
13,47210,0,14,1,1,0,no_gain1,gain4,A,D,41,36,objects,objects,91,77,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,0,1,1171,0,chosen,41,36,objects,objects,1200,0,9,3
