,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_rating,right_rating,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,64283,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,1,1089,0,,,,,,3000,0,5,4
1,64283,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,1006,0,,,,,,1500,0,5,4
2,64283,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,0,1023,1,,,,,,2000,0,5,4
3,64283,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,0,1320,1,,,,,,1000,0,5,4
4,64283,0,5,1,1,0,no_gain2,gain4,D,B,21,19,faces,faces,45,49,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,0,0,1120,1,chosen,19,21,faces,faces,5000,1,5,4
5,64283,0,6,1,1,0,no_gain1,gain4,E,B,38,4,objects,outdoor_scenes,63,82,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,1,NaN,,NaN,unchosen,NaN,NaN,NaN,NaN,1700,0,5,4
6,64283,0,7,1,1,1,gain2,no_gain4,A,G,1,8,outdoor_scenes,outdoor_scenes,79,81,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,0,1,623,1,chosen,1,8,outdoor_scenes,outdoor_scenes,1600,0,5,4
7,64283,0,8,1,1,1,gain1,no_gain2,C,D,10,41,outdoor_scenes,objects,78,53,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,0,1,861,1,unchosen,10,41,outdoor_scenes,objects,1800,0,5,4
8,64283,0,9,1,1,0,no_gain6,gain6,K,F,45,14,objects,faces,65,56,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,0,0,918,1,unchosen,14,45,faces,objects,1300,0,5,4
9,64283,0,10,1,1,1,gain6,no_gain1,F,E,14,38,faces,objects,56,63,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,0,0,782,0,unchosen,38,14,objects,faces,1200,0,5,4
10,64283,0,11,1,1,0,no_gain4,gain5,G,J,8,18,outdoor_scenes,faces,81,40,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,0,800,1,chosen,18,8,faces,outdoor_scenes,3800,1,5,4
11,64283,0,12,1,1,0,no_gain3,gain2,I,A,0,1,outdoor_scenes,outdoor_scenes,72,79,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,0,825,1,chosen,1,0,outdoor_scenes,outdoor_scenes,1100,0,5,4
12,64283,0,13,1,1,1,gain5,no_gain4,J,G,40,44,objects,objects,49,46,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,0,1,826,1,unchosen,40,44,objects,objects,2500,0,5,4
13,64283,0,14,1,1,0,no_gain3,gain3,I,H,0,3,outdoor_scenes,outdoor_scenes,72,91,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,0,0,792,1,chosen,3,0,outdoor_scenes,outdoor_scenes,1500,0,5,4
14,64283,0,15,1,1,0,no_gain6,gain1,K,C,45,10,objects,outdoor_scenes,65,78,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,1,1083,0,unchosen,45,10,objects,outdoor_scenes,1400,0,5,4
15,64283,0,16,1,1,0,no_gain2,gain3,D,H,21,3,faces,outdoor_scenes,45,91,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,0,0,839,1,chosen,3,21,outdoor_scenes,faces,3300,1,5,4
16,64283,0,17,1,1,0,no_gain3,gain3,I,H,33,12,body_parts,faces,10,46,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,0,1,1168,0,unchosen,33,12,body_parts,faces,1800,0,5,4
17,64283,0,18,1,1,0,no_gain1,gain3,E,H,38,12,objects,faces,63,46,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,0,0,1293,1,unchosen,12,38,faces,objects,1900,0,5,4
18,64283,0,19,1,1,0,no_gain6,gain4,K,B,45,4,objects,outdoor_scenes,65,82,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,0,0,1019,1,unchosen,4,45,outdoor_scenes,objects,1100,0,5,4
19,64283,0,20,1,1,0,no_gain2,gain1,D,C,21,29,faces,body_parts,45,63,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,0,892,1,chosen,29,21,body_parts,faces,1200,0,5,4
20,64283,0,21,1,1,1,gain4,no_gain4,B,G,4,44,outdoor_scenes,objects,82,46,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,0,1,818,1,unchosen,4,44,outdoor_scenes,objects,1400,0,5,4
21,64283,0,22,1,1,0,no_gain4,gain3,G,H,8,3,outdoor_scenes,outdoor_scenes,81,91,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,0,0,800,1,chosen,3,8,outdoor_scenes,outdoor_scenes,1100,0,5,4
22,64283,0,23,1,1,0,no_gain3,gain5,I,J,33,40,body_parts,objects,10,49,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,0,0,873,1,unchosen,40,33,objects,body_parts,1500,0,5,4
23,64283,0,24,1,1,1,gain1,no_gain3,C,I,29,0,body_parts,outdoor_scenes,63,72,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,0,1,858,1,chosen,29,0,body_parts,outdoor_scenes,1600,0,5,4
