,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path,long_iti,simulation,version
30,2,31,E,scramble,0,1,2,objects,body_parts,45,29,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,2700,1000,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
31,2,32,B,original,0,1,2,outdoor_scenes,faces,7,13,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,50,50,2700,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
32,2,33,I,original,0,1,2,body_parts,outdoor_scenes,32,6,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,50,50,1000,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
33,2,34,D,scramble,0,1,2,objects,faces,41,20,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,4700,1900,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,3
34,2,35,H,original,0,1,2,faces,outdoor_scenes,22,1,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,50,50,1200,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
35,2,36,B,scramble,0,1,2,outdoor_scenes,faces,7,13,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,2100,1700,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
36,2,37,J,original,0,1,2,faces,objects,18,39,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,50,50,1400,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
37,2,38,D,original,0,1,2,objects,faces,41,20,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,50,50,1800,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
38,2,39,J,scramble,0,1,2,faces,objects,18,39,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,2300,1800,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
39,2,40,A,scramble,0,1,2,outdoor_scenes,objects,10,46,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,2200,1200,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
40,2,41,C,original,0,1,2,outdoor_scenes,body_parts,2,28,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,50,50,3100,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,3
41,2,42,G,scramble,0,1,2,objects,outdoor_scenes,36,5,Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,1100,1800,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
42,2,43,K,original,0,1,2,body_parts,objects,30,47,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,50,50,1100,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
43,2,44,H,scramble,0,1,2,faces,outdoor_scenes,22,1,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,1400,700,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
44,2,45,E,original,0,1,2,objects,body_parts,45,29,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,50,50,1900,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
45,2,46,K,scramble,0,1,2,body_parts,objects,30,47,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,1700,1400,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
46,2,47,L,scramble,0,1,2,body_parts,faces,34,12,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN,NaN,2900,1300,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,3
47,2,48,F,original,0,1,2,faces,body_parts,14,35,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,50,50,2300,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
48,2,49,I,scramble,0,1,2,body_parts,outdoor_scenes,32,6,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,1600,1300,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
49,2,50,F,scramble,0,1,2,faces,body_parts,14,35,Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,1000,1800,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
50,2,51,G,original,0,1,2,objects,outdoor_scenes,36,5,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,50,50,1200,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,3
51,2,52,A,original,0,1,2,outdoor_scenes,objects,10,46,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,50,50,4100,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,3
52,2,53,C,original,0,2,3,outdoor_scenes,body_parts,2,28,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,50,50,2500,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
53,2,54,I,scramble,0,2,3,body_parts,outdoor_scenes,32,6,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,2000,1100,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
54,2,55,G,scramble,0,2,3,objects,outdoor_scenes,36,5,Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,1500,1300,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
55,2,56,H,original,0,2,3,faces,outdoor_scenes,22,1,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,50,50,1900,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
56,2,57,I,original,0,2,3,body_parts,outdoor_scenes,32,6,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,50,50,2100,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
57,2,58,C,scramble,0,2,3,outdoor_scenes,body_parts,2,28,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,2000,1000,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
58,2,59,J,original,0,2,3,faces,objects,18,39,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,50,50,1300,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
59,2,60,E,scramble,0,2,3,objects,body_parts,45,29,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,2900,900,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
60,2,61,F,original,0,2,3,faces,body_parts,14,35,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,50,50,1800,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
61,2,62,L,scramble,0,2,3,body_parts,faces,34,12,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN,NaN,3200,1200,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,25,3
62,2,63,L,original,0,2,3,body_parts,faces,34,12,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,50,50,1800,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
63,2,64,F,scramble,0,2,3,faces,body_parts,14,35,Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,2200,1100,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
64,2,65,K,scramble,0,2,3,body_parts,objects,30,47,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,2200,900,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
65,2,66,D,original,0,2,3,objects,faces,41,20,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,50,50,1700,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
66,2,67,K,original,0,2,3,body_parts,objects,30,47,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,50,50,1100,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
67,2,68,D,scramble,0,2,3,objects,faces,41,20,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,1400,1500,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
68,2,69,B,original,0,2,3,outdoor_scenes,faces,7,13,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,50,50,3000,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,25,3
69,2,70,H,scramble,0,2,3,faces,outdoor_scenes,22,1,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,1700,1100,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
70,2,71,E,original,0,2,3,objects,body_parts,45,29,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,50,50,2900,0,,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,3
