PID,trial,rt,old_rating,new_rating,stimulus_index,type,category,stimulus,path,iti
222,26,400,NA,50,76,scramble,outdoor_scenes,scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN
222,27,1037,NA,50,115,scramble,objects,scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN
222,28,3103,NA,50,87,scramble,faces,scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN
222,29,243,NA,50,80,scramble,outdoor_scenes,scrambled_samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg,NaN
222,30,201,NA,50,110,scramble,objects,scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN
222,31,189,NA,50,25,original,faces,aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN
222,32,185,NA,50,27,original,faces,daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN
222,33,190,NA,50,49,original,objects,alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN
222,34,179,NA,50,112,scramble,objects,scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN
222,35,179,NA,50,72,scramble,outdoor_scenes,scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN
222,36,188,NA,50,117,scramble,objects,scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN
222,37,199,NA,50,99,scramble,body_parts,scrambled_jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN
222,38,213,NA,50,43,original,body_parts,megan-menegay-UojxG_BJxnI-unsplash.jpg,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN
222,39,288,NA,50,104,scramble,body_parts,scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,NaN
222,40,199,NA,50,119,scramble,objects,scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN
222,41,201,NA,50,24,original,faces,abstral-official-cyOKLSgkgCE-unsplash.jpg,Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN
222,42,199,NA,50,38,original,body_parts,engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN
222,43,211,NA,50,88,scramble,faces,scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN
222,44,199,NA,50,81,scramble,outdoor_scenes,scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN
222,45,257,NA,50,74,scramble,outdoor_scenes,scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN
222,46,323,NA,50,30,original,faces,good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN
222,47,411,NA,50,106,scramble,body_parts,scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN
222,48,579,NA,50,50,original,objects,andrew-petrov-TVJqDat4MAw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN
222,49,457,NA,50,57,original,objects,kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN
222,50,335,NA,50,113,scramble,objects,scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN
222,51,557,NA,50,44,original,body_parts,pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,NaN
222,52,365,NA,50,83,scramble,outdoor_scenes,scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN
222,53,3043,NA,50,90,scramble,faces,scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,NaN
222,54,545,NA,50,94,scramble,faces,scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN
222,55,601,NA,50,18,original,outdoor_scenes,meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN
222,56,364,NA,50,97,scramble,body_parts,scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN
222,57,437,NA,50,86,scramble,faces,scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN
222,58,411,NA,50,39,original,body_parts,jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN
222,59,245,NA,50,17,original,outdoor_scenes,jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN
222,60,245,NA,50,20,original,outdoor_scenes,samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,NaN
222,61,256,NA,50,46,original,body_parts,sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN
222,62,253,NA,50,28,original,faces,erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN
222,63,447,NA,50,107,scramble,body_parts,scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,NaN
222,64,343,NA,50,98,scramble,body_parts,scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN
222,65,257,NA,50,32,original,faces,justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN
222,66,311,NA,50,105,scramble,body_parts,scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN
222,67,411,NA,50,96,scramble,body_parts,scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN
222,68,491,NA,50,37,original,body_parts,engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN
222,69,410,NA,50,118,scramble,objects,scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN
222,70,526,NA,50,116,scramble,objects,scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN
222,71,475,NA,50,92,scramble,faces,scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN
222,72,425,NA,50,103,scramble,body_parts,scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN
222,73,413,NA,50,93,scramble,faces,scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN
222,74,401,NA,50,40,original,body_parts,klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN
222,75,413,NA,50,59,original,objects,ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN
222,76,410,NA,50,31,original,faces,jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN
222,77,390,NA,50,55,original,objects,jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN
222,78,378,NA,50,14,original,outdoor_scenes,bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN
222,79,344,NA,50,15,original,outdoor_scenes,henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN
222,80,278,NA,50,114,scramble,objects,scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN
222,81,255,NA,50,19,original,outdoor_scenes,petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN
222,82,379,NA,50,102,scramble,body_parts,scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN
222,83,345,NA,50,95,scramble,faces,scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg,NaN
222,84,331,NA,50,21,original,outdoor_scenes,sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN
222,85,447,NA,50,75,scramble,outdoor_scenes,scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg,NaN
222,86,421,NA,50,89,scramble,faces,scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN
222,87,458,NA,50,45,original,body_parts,sincerely-media-7TBFwUQA6Xk-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN
222,88,524,NA,50,53,original,objects,insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN
222,89,400,NA,50,52,original,objects,fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN
222,90,578,NA,50,109,scramble,objects,scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN
222,91,522,NA,50,47,original,body_parts,tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN
222,92,310,NA,50,35,original,faces,rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN
222,93,322,NA,50,13,original,outdoor_scenes,ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN
222,94,300,NA,50,33,original,faces,leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN
222,95,244,NA,50,84,scramble,faces,scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN
222,96,254,NA,50,54,original,objects,jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN
