,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,97001,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NaN,NaN,NaN,0,31,2
1,97001,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,NaN,NaN,NaN,0,31,2
2,97001,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NaN,NaN,NaN,0,31,2
3,97001,0,1,1,4,2300,E,unchosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,0,31,2
4,97001,0,1,1,5,2500,B,chosen,gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,31,2
5,97001,0,1,1,6,1600,A,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,31,2
6,97001,0,1,1,7,1000,L,unchosen,no_gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,NaN,NaN,NaN,0,31,2
7,97001,0,1,1,8,2800,F,chosen,no_gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,0,31,2
8,97001,0,1,1,9,1200,F,unchosen,no_gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,31,2
9,97001,0,1,1,10,1000,C,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,31,2
10,97001,0,1,1,11,3400,J,chosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,1,31,2
11,97001,0,1,1,12,2900,I,unchosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,31,2
12,97001,0,1,1,13,2700,D,chosen,gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,0,31,2
13,97001,0,1,1,14,2200,B,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,0,31,2
14,97001,0,1,1,15,1400,H,chosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN,NaN,NaN,0,31,2
15,97001,0,1,1,16,2200,L,chosen,no_gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,NaN,NaN,NaN,0,31,2
16,97001,0,1,1,17,3200,D,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,NaN,1,31,2
17,97001,0,1,1,18,2500,C,chosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,0,31,2
18,97001,0,1,1,19,1100,G,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,0,31,2
19,97001,0,1,1,20,2100,I,chosen,no_gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,31,2
20,97001,0,1,1,21,2600,E,chosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,NaN,0,31,2
21,97001,0,1,1,22,3300,H,unchosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,1,31,2
22,97001,0,1,1,23,1900,G,chosen,gain,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN,NaN,NaN,0,31,2
23,97001,0,1,1,24,1200,J,unchosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,31,2
24,97001,0,1,1,25,2400,K,chosen,gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,0,31,2
25,97001,0,1,1,26,1300,A,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,NaN,0,31,2
26,97001,0,1,1,27,1800,K,unchosen,gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,NaN,0,31,2
27,97001,0,1,2,28,4200,E,unchosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,1,31,2
28,97001,0,1,2,29,1300,K,chosen,gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,0,31,2
29,97001,0,1,2,30,1900,F,chosen,no_gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,0,31,2
30,97001,0,1,2,31,1400,L,unchosen,no_gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,NaN,NaN,NaN,0,31,2
31,97001,0,1,2,32,1300,J,unchosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,31,2
32,97001,0,1,2,33,1500,D,chosen,gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,0,31,2
33,97001,0,1,2,34,1300,D,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,NaN,0,31,2
34,97001,0,1,2,35,1700,J,chosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,31,2
35,97001,0,1,2,36,1100,H,chosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN,NaN,NaN,0,31,2
36,97001,0,1,2,37,3000,B,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,1,31,2
37,97001,0,1,2,38,1700,A,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,NaN,0,31,2
38,97001,0,1,2,39,2900,B,chosen,gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,31,2
39,97001,0,1,2,40,1100,I,unchosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,31,2
40,97001,0,1,2,41,1800,E,chosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,NaN,0,31,2
41,97001,0,1,2,42,1100,G,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,0,31,2
42,97001,0,1,2,43,2200,L,chosen,no_gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,NaN,NaN,NaN,0,31,2
43,97001,0,1,2,44,1700,H,unchosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,0,31,2
44,97001,0,1,2,45,1100,C,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,31,2
45,97001,0,1,2,46,3600,G,chosen,gain,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN,NaN,NaN,1,31,2
46,97001,0,1,2,47,1800,K,unchosen,gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,NaN,0,31,2
47,97001,0,1,2,48,1500,A,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,31,2
48,97001,0,1,2,49,1700,I,chosen,no_gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,31,2
49,97001,0,1,2,50,1400,F,unchosen,no_gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,31,2
50,97001,0,1,2,51,3100,C,chosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,1,31,2
51,97001,0,1,3,52,2900,L,chosen,no_gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,NaN,NaN,NaN,1,21,2
52,97001,0,1,3,53,1500,C,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,21,2
53,97001,0,1,3,54,1700,F,chosen,no_gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,0,21,2
54,97001,0,1,3,55,2000,A,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,NaN,0,21,2
55,97001,0,1,3,56,2000,J,unchosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,21,2
56,97001,0,1,3,57,2900,E,unchosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,1,21,2
57,97001,0,1,3,58,2000,G,chosen,gain,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN,NaN,NaN,0,21,2
58,97001,0,1,3,59,1000,K,unchosen,gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,NaN,0,21,2
59,97001,0,1,3,60,1100,H,chosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN,NaN,NaN,0,21,2
60,97001,0,1,3,61,1800,H,unchosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,0,21,2
61,97001,0,1,3,62,3200,F,unchosen,no_gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,1,21,2
62,97001,0,1,3,63,1400,B,chosen,gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,21,2
63,97001,0,1,3,64,2100,G,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,0,21,2
64,97001,0,1,3,65,1200,K,chosen,gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,0,21,2
65,97001,0,1,3,66,1100,I,unchosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,21,2
66,97001,0,1,3,67,4300,I,chosen,no_gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,1,21,2
67,97001,0,1,3,68,2300,A,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,21,2
68,97001,0,1,3,69,1300,D,chosen,gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,0,21,2
69,97001,0,1,3,70,2000,D,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,NaN,0,21,2
70,97001,0,1,3,71,1900,C,chosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,0,21,2
71,97001,0,1,3,72,2800,E,chosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,NaN,1,21,2
72,97001,0,1,3,73,1500,L,unchosen,no_gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,NaN,NaN,NaN,0,21,2
73,97001,0,1,3,74,2100,B,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,0,21,2
74,97001,0,1,3,75,1500,J,chosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,21,2
75,97001,0,1,4,76,1400,C,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,21,2
76,97001,0,1,4,77,4100,F,chosen,no_gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,1,21,2
77,97001,0,1,4,78,1000,A,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,21,2
78,97001,0,1,4,79,2200,L,unchosen,no_gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,NaN,NaN,NaN,0,21,2
79,97001,0,1,4,80,1500,L,chosen,no_gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,NaN,NaN,NaN,0,21,2
80,97001,0,1,4,81,1300,C,chosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,0,21,2
81,97001,0,1,4,82,2700,J,unchosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,21,2
82,97001,0,1,4,83,1300,B,chosen,gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,21,2
