,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,75229,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NaN,NaN,NaN,0,31,2
1,75229,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,NaN,NaN,NaN,0,31,2
2,75229,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NaN,NaN,NaN,0,31,2
3,75229,0,1,1,4,2300,E,unchosen,no_gain,47,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,NaN,0,31,2
4,75229,0,1,1,5,2500,B,chosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,31,2
5,75229,0,1,1,6,1600,A,unchosen,no_gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,31,2
6,75229,0,1,1,7,1000,L,unchosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,NaN,0,31,2
7,75229,0,1,1,8,2800,F,chosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,0,31,2
8,75229,0,1,1,9,1200,F,unchosen,gain,21,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,NaN,0,31,2
9,75229,0,1,1,10,1000,C,unchosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,NaN,0,31,2
10,75229,0,1,1,11,3400,J,chosen,gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,1,31,2
11,75229,0,1,1,12,2900,I,unchosen,no_gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,0,31,2
12,75229,0,1,1,13,2700,D,chosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,0,31,2
13,75229,0,1,1,14,2200,B,unchosen,no_gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,NaN,0,31,2
14,75229,0,1,1,15,1400,H,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,NaN,0,31,2
15,75229,0,1,1,16,2200,L,chosen,gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,NaN,0,31,2
16,75229,0,1,1,17,3200,D,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,NaN,1,31,2
17,75229,0,1,1,18,2500,C,chosen,gain,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,NaN,NaN,NaN,0,31,2
18,75229,0,1,1,19,1100,G,unchosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,NaN,NaN,NaN,0,31,2
19,75229,0,1,1,20,2100,I,chosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,31,2
20,75229,0,1,1,21,2600,E,chosen,no_gain,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,NaN,0,31,2
21,75229,0,1,1,22,3300,H,unchosen,no_gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,1,31,2
22,75229,0,1,1,23,1900,G,chosen,gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,31,2
23,75229,0,1,1,24,1200,J,unchosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,NaN,0,31,2
24,75229,0,1,1,25,2400,K,chosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,31,2
25,75229,0,1,1,26,1300,A,chosen,no_gain,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN,NaN,NaN,0,31,2
26,75229,0,1,1,27,1800,K,unchosen,no_gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,NaN,0,31,2
27,75229,0,1,2,28,4200,E,unchosen,no_gain,47,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,NaN,1,31,2
28,75229,0,1,2,29,1300,K,chosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,0,31,2
29,75229,0,1,2,30,1900,F,chosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,0,31,2
30,75229,0,1,2,31,1400,L,unchosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,NaN,0,31,2
31,75229,0,1,2,32,1300,J,unchosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,NaN,0,31,2
32,75229,0,1,2,33,1500,D,chosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,0,31,2
33,75229,0,1,2,34,1300,D,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,NaN,0,31,2
34,75229,0,1,2,35,1700,J,chosen,gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,0,31,2
35,75229,0,1,2,36,1100,H,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,NaN,0,31,2
36,75229,0,1,2,37,3000,B,unchosen,no_gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,NaN,1,31,2
37,75229,0,1,2,38,1700,A,chosen,no_gain,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN,NaN,NaN,0,31,2
38,75229,0,1,2,39,2900,B,chosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,31,2
39,75229,0,1,2,40,1100,I,unchosen,no_gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,0,31,2
40,75229,0,1,2,41,1800,E,chosen,no_gain,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,NaN,0,31,2
41,75229,0,1,2,42,1100,G,unchosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,NaN,NaN,NaN,0,31,2
42,75229,0,1,2,43,2200,L,chosen,gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,NaN,0,31,2
43,75229,0,1,2,44,1700,H,unchosen,no_gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,0,31,2
44,75229,0,1,2,45,1100,C,unchosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,NaN,0,31,2
