,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version,no_response
0,29646,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,gain,792,0,0,43,3,0
1,29646,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,gain,384,0,0,43,3,0
2,29646,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,gain,400,0,0,43,3,0
3,29646,0,1,1,4,1900,G,unchosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,gain,1435,0,0,43,3,0
4,29646,0,1,1,5,1200,G,chosen,no_gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,gain,371,0,0,43,3,0
5,29646,0,1,1,6,1200,C,chosen,no_gain,10,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,no_response,NaN,0,0,43,3,1
6,29646,0,1,1,7,2100,J,unchosen,gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_response,NaN,0,0,43,3,1
7,29646,0,1,1,8,2600,D,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,no_response,NaN,0,0,43,3,1
8,29646,0,1,1,9,1100,I,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_response,NaN,0,0,43,3,1
9,29646,0,1,1,10,3400,H,unchosen,gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,no_response,NaN,0,1,43,3,1
10,29646,0,1,1,11,1300,D,chosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,no_response,NaN,0,0,43,3,1
11,29646,0,1,1,12,1300,I,unchosen,no_gain,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,no_response,NaN,0,0,43,3,1
12,29646,0,1,1,13,2900,C,unchosen,no_gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,no_response,NaN,0,0,43,3,1
13,29646,0,1,1,14,1200,K,chosen,gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_response,NaN,0,0,43,3,1
