,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version,no_response
0,51659,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,no_gain,966,0,0,44,4,0
1,51659,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,gain,819,0,0,44,4,0
2,51659,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,no_gain,877,0,0,44,4,0
3,51659,0,1,1,4,3100,B,unchosen,gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,843,1,1,44,4,0
4,51659,0,1,1,5,1400,I,unchosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,no_gain,798,0,0,44,4,0
5,51659,0,1,1,6,1200,L,chosen,no_gain,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,gain,964,0,0,44,4,0
6,51659,0,1,1,7,1800,G,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,no_gain,833,0,0,44,4,0
7,51659,0,1,1,8,1000,E,chosen,gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,735,1,0,44,4,0
8,51659,0,1,1,9,3200,L,unchosen,no_gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,1049,1,1,44,4,0
9,51659,0,1,1,10,1700,D,chosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_gain,702,1,0,44,4,0
10,51659,0,1,1,11,1500,E,unchosen,gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,no_gain,956,0,0,44,4,0
11,51659,0,1,1,12,1100,K,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_gain,612,1,0,44,4,0
12,51659,0,1,1,13,2200,C,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,no_gain,851,1,0,44,4,0
13,51659,0,1,1,14,2200,H,unchosen,no_gain,21,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,gain,706,0,0,44,4,0
14,51659,0,1,1,15,1500,B,chosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,593,1,0,44,4,0
15,51659,0,1,1,16,3000,H,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,958,1,0,44,4,0
16,51659,0,1,1,17,1400,F,unchosen,no_gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,1154,1,0,44,4,0
17,51659,0,1,1,18,1700,A,chosen,gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,957,1,0,44,4,0
18,51659,0,1,1,19,1400,J,unchosen,gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,gain,633,1,0,44,4,0
19,51659,0,1,1,20,3200,J,chosen,gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,667,1,1,44,4,0
20,51659,0,1,1,21,1400,A,unchosen,gain,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,no_gain,619,0,0,44,4,0
21,51659,0,1,1,22,1400,K,unchosen,no_gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,802,0,0,44,4,0
22,51659,0,1,1,23,1200,I,chosen,gain,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,843,1,0,44,4,0
23,51659,0,1,1,24,1400,D,unchosen,no_gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,gain,722,0,0,44,4,0
24,51659,0,1,1,25,2300,C,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,no_gain,864,1,0,44,4,0
25,51659,0,1,1,26,3100,G,chosen,gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,696,1,1,44,4,0
26,51659,0,1,1,27,1400,F,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,no_gain,605,1,0,44,4,0
27,51659,0,1,2,28,1900,F,unchosen,no_gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,634,1,0,44,4,0
28,51659,0,1,2,29,2000,K,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_gain,880,1,0,44,4,0
29,51659,0,1,2,30,1100,J,chosen,gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,537,1,0,44,4,0
30,51659,0,1,2,31,1000,G,unchosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,no_gain,1038,0,0,44,4,0
31,51659,0,1,2,32,4500,K,unchosen,no_gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,1092,0,1,44,4,0
32,51659,0,1,2,33,1500,G,chosen,gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,881,1,0,44,4,0
33,51659,0,1,2,34,1700,A,unchosen,gain,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,no_gain,860,0,0,44,4,0
34,51659,0,1,2,35,2200,D,chosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_gain,646,1,0,44,4,0
35,51659,0,1,2,36,1700,C,chosen,no_gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,no_gain,605,1,0,44,4,0
36,51659,0,1,2,37,2200,L,unchosen,no_gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,gain,989,0,0,44,4,0
37,51659,0,1,2,38,1400,H,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,802,1,0,44,4,0
38,51659,0,1,2,39,4100,B,chosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,1020,1,1,44,4,0
39,51659,0,1,2,40,1400,D,unchosen,no_gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,gain,922,0,0,44,4,0
