,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,22695,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NaN,NaN,NaN,0,44,4
1,22695,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,NaN,NaN,NaN,0,44,4
2,22695,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NaN,NaN,NaN,0,44,4
3,22695,0,1,1,4,3100,B,unchosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,1,44,4
4,22695,0,1,1,5,1400,I,unchosen,no_gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,44,4
5,22695,0,1,1,6,1200,L,chosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,NaN,0,44,4
6,22695,0,1,1,7,1800,G,unchosen,no_gain,,,NaN,NaN,NaN,0,44,4
7,22695,0,1,1,8,1000,E,chosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,0,44,4
8,22695,0,1,1,9,3200,L,unchosen,gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,1,44,4
9,22695,0,1,1,10,1700,D,chosen,gain,,,NaN,NaN,NaN,0,44,4
10,22695,0,1,1,11,1500,E,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,44,4
11,22695,0,1,1,12,1100,K,chosen,no_gain,,,NaN,NaN,NaN,0,44,4
12,22695,0,1,1,13,2200,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,44,4
13,22695,0,1,1,14,2200,H,unchosen,gain,,,NaN,NaN,NaN,0,44,4
14,22695,0,1,1,15,1500,B,chosen,no_gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,0,44,4
15,22695,0,1,1,16,3000,H,chosen,gain,,,NaN,NaN,NaN,0,44,4
16,22695,0,1,1,17,1400,F,unchosen,gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,44,4
17,22695,0,1,1,18,1700,A,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,NaN,0,44,4
18,22695,0,1,1,19,1400,J,unchosen,gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,0,44,4
19,22695,0,1,1,20,3200,J,chosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,1,44,4
20,22695,0,1,1,21,1400,A,unchosen,no_gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,0,44,4
21,22695,0,1,1,22,1400,K,unchosen,no_gain,,,NaN,NaN,NaN,0,44,4
22,22695,0,1,1,23,1200,I,chosen,no_gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,NaN,0,44,4
23,22695,0,1,1,24,1400,D,unchosen,gain,,,NaN,NaN,NaN,0,44,4
24,22695,0,1,1,25,2300,C,unchosen,gain,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,NaN,0,44,4
25,22695,0,1,1,26,3100,G,chosen,no_gain,,,NaN,NaN,NaN,1,44,4
26,22695,0,1,1,27,1400,F,chosen,gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,0,44,4
27,22695,0,1,2,28,1900,F,unchosen,gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,44,4
28,22695,0,1,2,29,2000,K,chosen,no_gain,,,NaN,NaN,NaN,0,44,4
29,22695,0,1,2,30,1100,J,chosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,0,44,4
30,22695,0,1,2,31,1000,G,unchosen,no_gain,,,NaN,NaN,NaN,0,44,4
31,22695,0,1,2,32,4500,K,unchosen,no_gain,,,NaN,NaN,NaN,1,44,4
32,22695,0,1,2,33,1500,G,chosen,no_gain,,,NaN,NaN,NaN,0,44,4
33,22695,0,1,2,34,1700,A,unchosen,no_gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,0,44,4
34,22695,0,1,2,35,2200,D,chosen,gain,,,NaN,NaN,NaN,0,44,4
35,22695,0,1,2,36,1700,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,44,4
36,22695,0,1,2,37,2200,L,unchosen,gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,0,44,4
37,22695,0,1,2,38,1400,H,chosen,gain,,,NaN,NaN,NaN,0,44,4
38,22695,0,1,2,39,4100,B,chosen,no_gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,1,44,4
