,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,confidence_response,confidence_rt,long_iti,simulation,version,no_response
0,1,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,gain,1152,0,NaN,NaN,0,31,2,0
1,1,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,gain,234,0,NaN,NaN,0,31,2,0
2,1,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,gain,237,0,NaN,NaN,0,31,2,0
3,1,0,1,1,4,2300,E,unchosen,gain,24,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,gain,546,1,NaN,NaN,0,31,2,0
4,1,0,1,1,5,2500,B,chosen,gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,gain,390,1,NaN,NaN,0,31,2,0
5,1,0,1,1,6,1600,A,unchosen,no_gain,44,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
6,1,0,1,1,7,1000,L,unchosen,no_gain,16,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
7,1,0,1,1,8,2800,F,chosen,gain,13,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
8,1,0,1,1,9,1200,F,unchosen,gain,30,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
9,1,0,1,1,10,1000,C,unchosen,no_gain,34,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
10,1,0,1,1,11,3400,J,chosen,gain,17,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,0,NaN,NaN,1,31,2,1
11,1,0,1,1,12,2900,I,unchosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
12,1,0,1,1,13,2700,D,chosen,no_gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
13,1,0,1,1,14,2200,B,unchosen,gain,19,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
14,1,0,1,1,15,1400,H,chosen,no_gain,15,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
15,1,0,1,1,16,2200,L,chosen,no_gain,29,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,0,NaN,NaN,0,31,2,1
