,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,50477,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NaN,NaN,NaN,0,31,2
1,50477,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,NaN,NaN,NaN,0,31,2
2,50477,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NaN,NaN,NaN,0,31,2
3,50477,0,1,1,4,2300,E,unchosen,no_gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,NaN,0,31,2
4,50477,0,1,1,5,2500,B,chosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,0,31,2
5,50477,0,1,1,6,1600,A,unchosen,no_gain,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN,NaN,NaN,0,31,2
6,50477,0,1,1,7,1000,L,unchosen,gain,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,NaN,0,31,2
7,50477,0,1,1,8,2800,F,chosen,gain,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,NaN,NaN,NaN,0,31,2
8,50477,0,1,1,9,1200,F,unchosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,0,31,2
9,50477,0,1,1,10,1000,C,unchosen,gain,8,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,NaN,0,31,2
10,50477,0,1,1,11,3400,J,chosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,NaN,NaN,NaN,1,31,2
11,50477,0,1,1,12,2900,I,unchosen,no_gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,NaN,NaN,0,31,2
12,50477,0,1,1,13,2700,D,chosen,gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,NaN,0,31,2
13,50477,0,1,1,14,2200,B,unchosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,NaN,0,31,2
14,50477,0,1,1,15,1400,H,chosen,no_gain,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,NaN,NaN,NaN,0,31,2
15,50477,0,1,1,16,2200,L,chosen,gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,NaN,0,31,2
16,50477,0,1,1,17,3200,D,unchosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,NaN,1,31,2
17,50477,0,1,1,18,2500,C,chosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,NaN,NaN,NaN,0,31,2
18,50477,0,1,1,19,1100,G,unchosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,0,31,2
19,50477,0,1,1,20,2100,I,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,31,2
20,50477,0,1,1,21,2600,E,chosen,no_gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,31,2
