,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,confidence_response,confidence_rt,long_iti,simulation,version,no_response
69,19377,0,1,3,70,2000,D,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,gain,102,1,,,0,21,2,0
70,19377,0,1,3,71,1900,C,chosen,no_gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,37,0,,,0,21,2,0
71,19377,0,1,3,72,2800,E,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,0,,,1,21,2,1
72,19377,0,1,3,73,1500,L,unchosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
73,19377,0,1,3,74,2100,B,unchosen,gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,105,1,,,0,21,2,0
74,19377,0,1,3,75,1500,J,chosen,no_gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,54,0,,,0,21,2,0
75,19377,0,1,4,76,1400,C,unchosen,no_gain,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
76,19377,0,1,4,77,4100,F,chosen,no_gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,gain,15,0,,,1,21,2,0
77,19377,0,1,4,78,1000,A,unchosen,no_gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
78,19377,0,1,4,79,2200,L,unchosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
79,19377,0,1,4,80,1500,L,chosen,gain,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
80,19377,0,1,4,81,1300,C,chosen,no_gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
81,19377,0,1,4,82,2700,J,unchosen,no_gain,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
82,19377,0,1,4,83,1300,B,chosen,gain,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
83,19377,0,1,4,84,2600,J,chosen,no_gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
84,19377,0,1,4,85,2900,I,unchosen,gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,0,,,1,21,2,1
85,19377,0,1,4,86,1800,E,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
86,19377,0,1,4,87,1700,G,unchosen,gain,8,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
87,19377,0,1,4,88,1800,B,unchosen,gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,20,1,,,0,21,2,0
88,19377,0,1,4,89,1900,D,chosen,gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
89,19377,0,1,4,90,3600,I,chosen,gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,0,,,1,21,2,1
90,19377,0,1,4,91,2300,E,unchosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
91,19377,0,1,4,92,1400,A,chosen,no_gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
92,19377,0,1,4,93,2600,H,unchosen,gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
93,19377,0,1,4,94,2600,D,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
94,19377,0,1,4,95,1000,H,chosen,gain,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
95,19377,0,1,4,96,1200,K,chosen,no_gain,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
96,19377,0,1,4,97,1500,F,unchosen,no_gain,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
97,19377,0,1,4,98,2200,K,unchosen,no_gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
98,19377,0,1,4,99,1800,G,chosen,gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,0,,,0,21,2,1
