,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,53725,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NaN,NaN,NaN,0,31,2
1,53725,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,NaN,NaN,NaN,0,31,2
2,53725,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NaN,NaN,NaN,0,31,2
3,53725,0,1,1,4,2300,E,unchosen,no_gain,,,NaN,NaN,NaN,0,31,2
4,53725,0,1,1,5,2500,B,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
5,53725,0,1,1,6,1600,A,unchosen,gain,,,NaN,NaN,NaN,0,31,2
6,53725,0,1,1,7,1000,L,unchosen,gain,,,NaN,NaN,NaN,0,31,2
7,53725,0,1,1,8,2800,F,chosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,0,31,2
8,53725,0,1,1,9,1200,F,unchosen,gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,31,2
9,53725,0,1,1,10,1000,C,unchosen,gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,31,2
10,53725,0,1,1,11,3400,J,chosen,no_gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,1,31,2
11,53725,0,1,1,12,2900,I,unchosen,no_gain,,,NaN,NaN,NaN,0,31,2
12,53725,0,1,1,13,2700,D,chosen,gain,,,NaN,NaN,NaN,0,31,2
13,53725,0,1,1,14,2200,B,unchosen,no_gain,,,NaN,NaN,NaN,0,31,2
14,53725,0,1,1,15,1400,H,chosen,gain,,,NaN,NaN,NaN,0,31,2
15,53725,0,1,1,16,2200,L,chosen,gain,,,NaN,NaN,NaN,0,31,2
16,53725,0,1,1,17,3200,D,unchosen,gain,,,NaN,NaN,NaN,1,31,2
17,53725,0,1,1,18,2500,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,31,2
18,53725,0,1,1,19,1100,G,unchosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,0,31,2
19,53725,0,1,1,20,2100,I,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
20,53725,0,1,1,21,2600,E,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
21,53725,0,1,1,22,3300,H,unchosen,gain,,,NaN,NaN,NaN,1,31,2
22,53725,0,1,1,23,1900,G,chosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,0,31,2
23,53725,0,1,1,24,1200,J,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,31,2
24,53725,0,1,1,25,2400,K,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,31,2
25,53725,0,1,1,26,1300,A,chosen,gain,,,NaN,NaN,NaN,0,31,2
26,53725,0,1,1,27,1800,K,unchosen,no_gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,0,31,2
27,53725,0,1,2,28,4200,E,unchosen,no_gain,,,NaN,NaN,NaN,1,31,2
28,53725,0,1,2,29,1300,K,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,31,2
29,53725,0,1,2,30,1900,F,chosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,0,31,2
30,53725,0,1,2,31,1400,L,unchosen,gain,,,NaN,NaN,NaN,0,31,2
31,53725,0,1,2,32,1300,J,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,31,2
32,53725,0,1,2,33,1500,D,chosen,gain,,,NaN,NaN,NaN,0,31,2
33,53725,0,1,2,34,1300,D,unchosen,gain,,,NaN,NaN,NaN,0,31,2
34,53725,0,1,2,35,1700,J,chosen,no_gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,0,31,2
35,53725,0,1,2,36,1100,H,chosen,gain,,,NaN,NaN,NaN,0,31,2
36,53725,0,1,2,37,3000,B,unchosen,no_gain,,,NaN,NaN,NaN,1,31,2
37,53725,0,1,2,38,1700,A,chosen,gain,,,NaN,NaN,NaN,0,31,2
38,53725,0,1,2,39,2900,B,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
39,53725,0,1,2,40,1100,I,unchosen,no_gain,,,NaN,NaN,NaN,0,31,2
40,53725,0,1,2,41,1800,E,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
41,53725,0,1,2,42,1100,G,unchosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,0,31,2
42,53725,0,1,2,43,2200,L,chosen,gain,,,NaN,NaN,NaN,0,31,2
43,53725,0,1,2,44,1700,H,unchosen,gain,,,NaN,NaN,NaN,0,31,2
44,53725,0,1,2,45,1100,C,unchosen,gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,31,2
45,53725,0,1,2,46,3600,G,chosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,1,31,2
46,53725,0,1,2,47,1800,K,unchosen,no_gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,0,31,2
47,53725,0,1,2,48,1500,A,unchosen,gain,,,NaN,NaN,NaN,0,31,2
48,53725,0,1,2,49,1700,I,chosen,no_gain,,,NaN,NaN,NaN,0,31,2
49,53725,0,1,2,50,1400,F,unchosen,gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,0,31,2
50,53725,0,1,2,51,3100,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,1,31,2
51,53725,0,1,3,52,2900,L,chosen,gain,,,NaN,NaN,NaN,1,21,2
52,53725,0,1,3,53,1500,C,unchosen,gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,21,2
53,53725,0,1,3,54,1700,F,chosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,0,21,2
54,53725,0,1,3,55,2000,A,chosen,gain,,,NaN,NaN,NaN,0,21,2
55,53725,0,1,3,56,2000,J,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,21,2
56,53725,0,1,3,57,2900,E,unchosen,no_gain,,,NaN,NaN,NaN,1,21,2
57,53725,0,1,3,58,2000,G,chosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,0,21,2
58,53725,0,1,3,59,1000,K,unchosen,no_gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,0,21,2
59,53725,0,1,3,60,1100,H,chosen,gain,,,NaN,NaN,NaN,0,21,2
60,53725,0,1,3,61,1800,H,unchosen,gain,,,NaN,NaN,NaN,0,21,2
61,53725,0,1,3,62,3200,F,unchosen,gain,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,1,21,2
62,53725,0,1,3,63,1400,B,chosen,no_gain,,,NaN,NaN,NaN,0,21,2
63,53725,0,1,3,64,2100,G,unchosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,0,21,2
64,53725,0,1,3,65,1200,K,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,NaN,NaN,NaN,0,21,2
65,53725,0,1,3,66,1100,I,unchosen,no_gain,,,NaN,NaN,NaN,0,21,2
66,53725,0,1,3,67,4300,I,chosen,no_gain,,,NaN,NaN,NaN,1,21,2
67,53725,0,1,3,68,2300,A,unchosen,gain,,,NaN,NaN,NaN,0,21,2
68,53725,0,1,3,69,1300,D,chosen,gain,,,NaN,NaN,NaN,0,21,2
69,53725,0,1,3,70,2000,D,unchosen,gain,,,NaN,NaN,NaN,0,21,2
70,53725,0,1,3,71,1900,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,21,2
71,53725,0,1,3,72,2800,E,chosen,no_gain,,,NaN,NaN,NaN,1,21,2
72,53725,0,1,3,73,1500,L,unchosen,gain,,,NaN,NaN,NaN,0,21,2
73,53725,0,1,3,74,2100,B,unchosen,no_gain,,,NaN,NaN,NaN,0,21,2
74,53725,0,1,3,75,1500,J,chosen,no_gain,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,0,21,2
75,53725,0,1,4,76,1400,C,unchosen,gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,NaN,0,21,2
76,53725,0,1,4,77,4100,F,chosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,1,21,2
77,53725,0,1,4,78,1000,A,unchosen,gain,,,NaN,NaN,NaN,0,21,2
