,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version,no_response
0,88358,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,gain,519,0,0,43,3,0
1,88358,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,no_gain,573,0,0,43,3,0
2,88358,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,gain,505,0,0,43,3,0
3,88358,0,1,1,4,1900,G,unchosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1340,0,0,43,3,0
4,88358,0,1,1,5,1200,G,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,800,1,0,43,3,0
5,88358,0,1,1,6,1200,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,884,1,0,43,3,0
6,88358,0,1,1,7,2100,J,unchosen,no_gain,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,gain,631,0,0,43,3,0
7,88358,0,1,1,8,2600,D,unchosen,gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,1267,0,0,43,3,0
8,88358,0,1,1,9,1100,I,chosen,gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,750,1,0,43,3,0
9,88358,0,1,1,10,3400,H,unchosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,gain,980,0,1,43,3,0
10,88358,0,1,1,11,1300,D,chosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,gain,637,1,0,43,3,0
11,88358,0,1,1,12,1300,I,unchosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,no_gain,731,0,0,43,3,0
12,88358,0,1,1,13,2900,C,unchosen,gain,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,no_gain,715,0,0,43,3,0
13,88358,0,1,1,14,1200,K,chosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,no_gain,666,1,0,43,3,0
14,88358,0,1,1,15,4100,K,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,gain,766,0,1,43,3,0
15,88358,0,1,1,16,1400,E,chosen,gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,782,1,0,43,3,0
16,88358,0,1,1,17,1300,F,unchosen,no_gain,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,984,0,0,43,3,0
17,88358,0,1,1,18,1900,B,unchosen,no_gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,gain,629,0,0,43,3,0
18,88358,0,1,1,19,1200,A,chosen,gain,10,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,gain,764,1,0,43,3,0
19,88358,0,1,1,20,2100,F,chosen,no_gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,no_gain,975,1,0,43,3,0
20,88358,0,1,1,21,3500,A,unchosen,gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,no_gain,783,0,1,43,3,0
21,88358,0,1,1,22,2000,L,chosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,663,1,0,43,3,0
22,88358,0,1,1,23,1300,H,chosen,no_gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,746,1,0,43,3,0
23,88358,0,1,1,24,2900,E,unchosen,gain,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,no_gain,775,0,0,43,3,0
24,88358,0,1,1,25,1600,B,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,725,1,0,43,3,0
25,88358,0,1,1,26,3500,J,chosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,no_gain,713,1,1,43,3,0
26,88358,0,1,1,27,1000,L,unchosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,no_gain,672,0,0,43,3,0
27,88358,0,1,2,28,1500,J,unchosen,no_gain,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,gain,716,0,0,43,3,0
28,88358,0,1,2,29,1700,E,chosen,gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,643,1,0,43,3,0
29,88358,0,1,2,30,1000,D,unchosen,gain,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,1043,0,0,43,3,0
30,88358,0,1,2,31,2500,K,chosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,no_gain,910,1,0,43,3,0
31,88358,0,1,2,32,4300,G,chosen,no_gain,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,830,1,1,43,3,0
32,88358,0,1,2,33,1300,B,unchosen,no_gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,gain,629,0,0,43,3,0
33,88358,0,1,2,34,1900,H,unchosen,no_gain,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,gain,723,0,0,43,3,0
34,88358,0,1,2,35,1500,F,chosen,no_gain,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,no_gain,714,1,0,43,3,0
35,88358,0,1,2,36,2200,C,unchosen,gain,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,no_gain,609,0,0,43,3,0
36,88358,0,1,2,37,1200,A,unchosen,gain,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,no_gain,604,0,0,43,3,0
37,88358,0,1,2,38,1300,L,chosen,gain,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,638,1,0,43,3,0
38,88358,0,1,2,39,1100,C,chosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,605,1,0,43,3,0
39,88358,0,1,2,40,3300,K,unchosen,no_gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,gain,708,0,1,43,3,0
40,88358,0,1,2,41,1200,L,unchosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,no_gain,625,0,0,43,3,0
41,88358,0,1,2,42,1700,D,chosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,gain,627,1,0,43,3,0
42,88358,0,1,2,43,1200,E,unchosen,gain,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,no_gain,658,0,0,43,3,0
43,88358,0,1,2,44,3000,I,unchosen,gain,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,no_gain,837,0,0,43,3,0
44,88358,0,1,2,45,3700,H,chosen,no_gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,816,1,1,43,3,0
45,88358,0,1,2,46,1300,G,unchosen,no_gain,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,703,0,0,43,3,0
46,88358,0,1,2,47,1200,B,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,589,1,0,43,3,0
47,88358,0,1,2,48,1500,I,chosen,gain,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,671,1,0,43,3,0
