,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version,no_response
0,47210,1,0,0,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,no_gain,617,0,0,43,3,0
1,47210,1,0,0,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,gain,699,0,0,43,3,0
2,47210,1,0,0,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,no_gain,818,0,0,43,3,0
3,47210,0,1,1,4,1900,G,unchosen,no_gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,1085,0,0,43,3,0
4,47210,0,1,1,5,1200,G,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,gain,1046,0,0,43,3,0
5,47210,0,1,1,6,1200,C,chosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,gain,1229,1,0,43,3,0
6,47210,0,1,1,7,2100,J,unchosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,gain,964,1,0,43,3,0
7,47210,0,1,1,8,2600,D,unchosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,935,0,0,43,3,0
8,47210,0,1,1,9,1100,I,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,1104,0,0,43,3,0
9,47210,0,1,1,10,3400,H,unchosen,no_gain,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,857,1,1,43,3,0
10,47210,0,1,1,11,1300,D,chosen,gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_gain,1390,0,0,43,3,0
11,47210,0,1,1,12,1300,I,unchosen,no_gain,8,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,no_gain,1048,1,0,43,3,0
12,47210,0,1,1,13,2900,C,unchosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1200,1,0,43,3,0
13,47210,0,1,1,14,1200,K,chosen,gain,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,gain,957,1,0,43,3,0
14,47210,0,1,1,15,4100,K,unchosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,gain,1102,1,1,43,3,0
15,47210,0,1,1,16,1400,E,chosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,no_gain,778,1,0,43,3,0
16,47210,0,1,1,17,1300,F,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,gain,894,1,0,43,3,0
17,47210,0,1,1,18,1900,B,unchosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,980,0,0,43,3,0
18,47210,0,1,1,19,1200,A,chosen,no_gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,874,0,0,43,3,0
19,47210,0,1,1,20,2100,F,chosen,gain,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,999,1,0,43,3,0
20,47210,0,1,1,21,3500,A,unchosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,no_gain,1111,1,1,43,3,0
21,47210,0,1,1,22,2000,L,chosen,no_gain,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,no_gain,1266,1,0,43,3,0
22,47210,0,1,1,23,1300,H,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1136,1,0,43,3,0
23,47210,0,1,1,24,2900,E,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,804,0,0,43,3,0
24,47210,0,1,1,25,1600,B,chosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1043,0,0,43,3,0
25,47210,0,1,1,26,3500,J,chosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,gain,699,1,1,43,3,0
26,47210,0,1,1,27,1000,L,unchosen,no_gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,no_gain,1064,1,0,43,3,0
27,47210,0,1,2,28,1500,J,unchosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,gain,741,1,0,43,3,0
28,47210,0,1,2,29,1700,E,chosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,590,0,0,43,3,0
29,47210,0,1,2,30,1000,D,unchosen,gain,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,gain,878,1,0,43,3,0
30,47210,0,1,2,31,2500,K,chosen,gain,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,no_gain,739,0,0,43,3,0
31,47210,0,1,2,32,4300,G,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,gain,963,0,1,43,3,0
32,47210,0,1,2,33,1300,B,unchosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,908,0,0,43,3,0
33,47210,0,1,2,34,1900,H,unchosen,no_gain,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,913,1,0,43,3,0
34,47210,0,1,2,35,1500,F,chosen,gain,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,714,1,0,43,3,0
35,47210,0,1,2,36,2200,C,unchosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,no_response,NaN,0,0,43,3,1
36,47210,0,1,2,37,1200,A,unchosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,gain,711,0,0,43,3,0
37,47210,0,1,2,38,1300,L,chosen,no_gain,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,gain,931,0,0,43,3,0
38,47210,0,1,2,39,1100,C,chosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,gain,984,1,0,43,3,0
39,47210,0,1,2,40,3300,K,unchosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,no_gain,849,0,1,43,3,0
40,47210,0,1,2,41,1200,L,unchosen,no_gain,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,no_gain,981,1,0,43,3,0
41,47210,0,1,2,42,1700,D,chosen,gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,gain,1144,1,0,43,3,0
42,47210,0,1,2,43,1200,E,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,936,0,0,43,3,0
43,47210,0,1,2,44,3000,I,unchosen,no_gain,8,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,no_gain,960,1,0,43,3,0
44,47210,0,1,2,45,3700,H,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1042,1,1,43,3,0
45,47210,0,1,2,46,1300,G,unchosen,no_gain,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,1176,1,0,43,3,0
46,47210,0,1,2,47,1200,B,chosen,gain,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,gain,992,1,0,43,3,0
47,47210,0,1,2,48,1500,I,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,1090,0,0,43,3,0
48,47210,0,1,2,49,2900,F,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,gain,722,1,0,43,3,0
49,47210,0,1,2,50,1700,A,chosen,no_gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,945,0,0,43,3,0
50,47210,0,1,2,51,3800,J,chosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,gain,717,1,1,43,3,0
51,47210,0,1,3,52,3000,I,unchosen,no_gain,8,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,no_gain,970,1,1,1,3,0
52,47210,0,1,3,53,2500,D,chosen,gain,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,gain,981,1,0,1,3,0
53,47210,0,1,3,54,1100,C,chosen,gain,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,gain,974,1,0,1,3,0
54,47210,0,1,3,55,1500,K,unchosen,gain,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,no_gain,762,0,0,1,3,0
55,47210,0,1,3,56,2100,C,unchosen,gain,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1088,1,0,1,3,0
56,47210,0,1,3,57,2200,A,chosen,no_gain,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,884,0,0,1,3,0
57,47210,0,1,3,58,3200,J,unchosen,gain,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,gain,901,1,1,1,3,0
58,47210,0,1,3,59,2500,J,chosen,gain,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,gain,809,1,0,1,3,0
59,47210,0,1,3,60,1900,H,chosen,no_gain,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,869,1,0,1,3,0
60,47210,0,1,3,61,2500,A,unchosen,no_gain,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,no_gain,981,1,0,1,3,0
61,47210,0,1,3,62,1800,G,chosen,no_gain,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,gain,821,0,0,1,3,0
62,47210,0,1,3,63,1800,F,chosen,gain,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,865,1,0,1,3,0
63,47210,0,1,3,64,1500,B,unchosen,gain,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,968,0,0,1,3,0
64,47210,0,1,3,65,3500,I,chosen,no_gain,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,826,0,1,1,3,0
65,47210,0,1,3,66,2500,F,unchosen,gain,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,no_gain,1004,0,0,1,3,0
66,47210,0,1,3,67,1400,E,chosen,no_gain,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,757,0,0,1,3,0
67,47210,0,1,3,68,1100,E,unchosen,no_gain,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,716,0,0,1,3,0
