,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category,pairs_rt,no_response
0,87740,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,0,1,NaN,0,2,1,NaN,NaN,860,0
1,87740,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,0,1,NaN,0,2,1,NaN,NaN,318,0
2,87740,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,1,NaN,0,2,1,NaN,NaN,215,0
3,87740,0,1,1,4,recombined,0,1,,A,3700,9,35,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,1,0,NaN,1,2,1,outdoor_scenes,body_parts,1012,0
4,87740,0,1,1,5,recombined,0,0,,E,2400,45,25,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,1,0,NaN,0,2,1,objects,body_parts,93,0
5,87740,0,1,1,6,intact,1,0,K,K,2600,35,42,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,0,0,NaN,0,2,1,body_parts,objects,124,0
6,87740,0,1,1,7,intact,1,0,E,E,1300,44,25,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,0,0,NaN,0,2,1,objects,body_parts,154,0
7,87740,0,1,1,8,recombined,0,0,,I,2200,29,2,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,0,1,NaN,0,2,1,body_parts,outdoor_scenes,51,0
8,87740,0,1,1,9,intact,1,0,L,L,3000,30,22,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,1,1,NaN,1,2,1,body_parts,faces,1,0
9,87740,0,1,1,10,intact,1,1,J,J,1100,19,41,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,1,1,NaN,0,2,1,faces,objects,96,0
10,87740,0,1,1,11,recombined,0,0,,B,1500,31,0,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,1,0,NaN,0,2,1,body_parts,outdoor_scenes,1034,0
11,87740,0,1,1,12,recombined,0,1,,F,1400,26,1,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,1,0,NaN,0,2,1,body_parts,outdoor_scenes,876,0
12,87740,0,1,1,13,intact,1,1,B,B,2200,0,13,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,1,1,NaN,0,2,1,outdoor_scenes,faces,960,0
13,87740,0,1,1,14,recombined,0,1,,K,3200,42,18,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,1,NaN,1,2,1,objects,faces,1198,0
14,87740,0,1,1,15,intact,1,0,I,I,1300,31,2,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,1,NaN,0,2,1,body_parts,outdoor_scenes,35,0
15,87740,0,1,1,16,recombined,0,0,,H,2700,44,14,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,0,1,NaN,0,2,1,objects,faces,165,0
16,87740,0,1,1,17,recombined,0,0,,G,1100,30,7,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,0,1,NaN,0,2,1,body_parts,outdoor_scenes,33,0
17,87740,0,1,1,18,intact,1,1,H,H,2700,14,1,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,1,1,NaN,0,2,1,faces,outdoor_scenes,17,0
18,87740,0,1,1,19,recombined,0,1,,J,2500,19,36,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,1,0,NaN,0,2,1,faces,objects,569,0
19,87740,0,1,1,20,recombined,0,1,,L,1700,22,41,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,1,0,NaN,0,2,1,faces,objects,50,0
20,87740,0,1,1,21,intact,1,1,A,A,2400,9,36,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,1,1,NaN,0,2,1,outdoor_scenes,objects,146,0
21,87740,0,1,1,22,intact,1,1,C,C,1300,5,29,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,0,NaN,0,2,1,outdoor_scenes,body_parts,106,0
22,87740,0,1,1,23,recombined,0,1,,D,2400,37,16,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,0,1,NaN,0,2,1,objects,faces,53,0
23,87740,0,1,1,24,intact,1,0,F,F,1800,16,26,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,1,1,NaN,0,2,1,faces,body_parts,124,0
24,87740,0,1,1,25,recombined,0,0,,C,1000,13,5,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,0,1,NaN,0,2,1,faces,outdoor_scenes,65,0
25,87740,0,1,1,26,intact,1,1,D,D,3200,37,18,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,0,NaN,1,2,1,objects,faces,495,0
26,87740,0,1,1,27,intact,1,0,G,G,1100,45,7,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,1,1,NaN,0,2,1,objects,outdoor_scenes,362,0
27,87740,0,1,2,28,recombined,0,0,,B,1400,31,0,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,0,1,NaN,0,2,1,body_parts,outdoor_scenes,264,0
28,87740,0,1,2,29,intact,1,0,I,I,2100,31,2,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,0,0,NaN,0,2,1,body_parts,outdoor_scenes,151,0
29,87740,0,1,2,30,intact,1,0,G,G,1800,45,7,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,0,0,NaN,0,2,1,objects,outdoor_scenes,198,0
30,87740,0,1,2,31,recombined,0,1,,G,1300,7,30,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,1,NaN,0,2,1,outdoor_scenes,body_parts,223,0
31,87740,0,1,2,32,recombined,0,0,,F,1200,1,26,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,0,1,NaN,0,2,1,outdoor_scenes,body_parts,379,0
32,87740,0,1,2,33,intact,1,0,F,F,1800,16,26,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,1,1,NaN,0,2,1,faces,body_parts,64,0
33,87740,0,1,2,34,recombined,0,1,,K,2100,42,18,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,1,NaN,0,2,1,objects,faces,41,0
34,87740,0,1,2,35,recombined,0,1,,L,2800,22,41,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,0,1,NaN,0,2,1,faces,objects,11,0
35,87740,0,1,2,36,intact,1,0,K,K,2800,35,42,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,1,1,NaN,0,2,1,body_parts,objects,374,0
36,87740,0,1,2,37,intact,1,1,D,D,1600,37,18,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,0,NaN,0,2,1,objects,faces,585,0
37,87740,0,1,2,38,recombined,0,0,,H,2900,44,14,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,1,0,NaN,1,2,1,objects,faces,164,0
38,87740,0,1,2,39,recombined,0,0,,C,2400,13,5,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,1,0,NaN,0,2,1,faces,outdoor_scenes,297,0
39,87740,0,1,2,40,intact,1,0,L,L,1500,30,22,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,1,1,NaN,0,2,1,body_parts,faces,538,0
40,87740,0,1,2,41,recombined,0,1,,D,2100,37,16,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,0,1,NaN,0,2,1,objects,faces,200,0
41,87740,0,1,2,42,intact,1,1,J,J,1000,19,41,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,1,1,NaN,0,2,1,faces,objects,265,0
42,87740,0,1,2,43,intact,1,1,B,B,1100,0,13,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,1,1,NaN,0,2,1,outdoor_scenes,faces,476,0
43,87740,0,1,2,44,recombined,0,1,,J,2900,19,36,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,1,0,NaN,1,2,1,faces,objects,77,0
44,87740,0,1,2,45,intact,1,1,A,A,2200,9,36,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,1,1,NaN,0,2,1,outdoor_scenes,objects,310,0
45,87740,0,1,2,46,intact,1,0,E,E,1100,44,25,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,0,0,NaN,0,2,1,objects,body_parts,624,0
46,87740,0,1,2,47,recombined,0,1,,A,1700,9,35,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,1,0,NaN,0,2,1,outdoor_scenes,body_parts,684,0
47,87740,0,1,2,48,intact,1,1,C,C,1200,5,29,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,1,1,NaN,0,2,1,outdoor_scenes,body_parts,1063,0
48,87740,0,1,2,49,recombined,0,0,,I,1700,29,2,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,0,NaN,0,2,1,body_parts,outdoor_scenes,453,0
49,87740,0,1,2,50,recombined,0,0,,E,1000,45,25,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,0,1,NaN,0,2,1,objects,body_parts,1299,0
50,87740,0,1,2,51,intact,1,1,H,H,4500,14,1,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,0,NaN,1,2,1,faces,outdoor_scenes,482,0
51,87740,0,1,3,52,recombined,0,0,,F,1900,1,26,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,0,1,NaN,0,31,1,outdoor_scenes,body_parts,857,0
52,87740,0,1,3,53,recombined,0,1,,B,1800,0,31,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,1,0,NaN,0,31,1,outdoor_scenes,body_parts,48,0
53,87740,0,1,3,54,intact,1,1,C,C,1300,5,29,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,0,NaN,0,31,1,outdoor_scenes,body_parts,527,0
