,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category
0,53725,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,NaN,NaN,NaN,0,12,2,NaN,NaN
1,53725,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,NaN,NaN,NaN,0,12,2,NaN,NaN
2,53725,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,NaN,NaN,NaN,0,12,2,NaN,NaN
3,53725,0,1,1,4,recombined,0,1,,K,1200,24,,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,,NaN,NaN,NaN,0,12,2,body_parts,NaN
4,53725,0,1,1,5,recombined,0,0,,C,2100,,5,,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,NaN,0,12,2,NaN,outdoor_scenes
5,53725,0,1,1,6,intact,1,1,K,K,2300,24,39,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,NaN,0,12,2,body_parts,objects
6,53725,0,1,1,7,recombined,0,1,,J,1800,20,,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,,NaN,NaN,NaN,0,12,2,faces,NaN
7,53725,0,1,1,8,recombined,0,0,,B,1600,26,,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,,NaN,NaN,NaN,0,12,2,body_parts,NaN
8,53725,0,1,1,9,intact,1,1,J,J,2100,20,38,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,0,12,2,faces,objects
9,53725,0,1,1,10,intact,1,,D,D,2600,46,14,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,NaN,0,12,2,objects,faces
10,53725,0,1,1,11,recombined,0,0,,E,1300,,,,,NaN,NaN,NaN,0,12,2,NaN,NaN
11,53725,0,1,1,12,recombined,0,1,,F,4800,13,,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,,NaN,NaN,NaN,1,12,2,faces,NaN
12,53725,0,1,1,13,intact,1,,H,H,2000,17,4,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,0,12,2,faces,outdoor_scenes
13,53725,0,1,1,14,recombined,0,1,,L,1900,,42,,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,0,12,2,NaN,objects
14,53725,0,1,1,15,intact,1,,I,I,1600,32,7,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,0,12,2,body_parts,outdoor_scenes
15,53725,0,1,1,16,recombined,0,1,,A,1700,,,,,NaN,NaN,NaN,0,12,2,NaN,NaN
