,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category,pairs_rt,no_response
0,39781,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,0,1,NaN,0,12,2,NaN,NaN,1309,0
1,39781,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,0,1,NaN,0,12,2,NaN,NaN,1194,0
2,39781,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,1,0,NaN,0,12,2,NaN,NaN,963,0
3,39781,0,1,1,4,recombined,0,1,,K,1200,44,12,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,0,1,NaN,0,12,2,objects,faces,1084,0
4,39781,0,1,1,5,recombined,0,0,,C,2100,33,10,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,1,NaN,0,12,2,body_parts,outdoor_scenes,898,0
5,39781,0,1,1,6,intact,1,0,K,K,2300,25,44,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,1,1,NaN,0,12,2,body_parts,objects,758,0
6,39781,0,1,1,7,recombined,0,1,,J,1800,13,46,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,0,1,NaN,0,12,2,faces,objects,1244,0
7,39781,0,1,1,8,recombined,0,0,,B,1600,34,0,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,0,1,NaN,0,12,2,body_parts,outdoor_scenes,772,0
8,39781,0,1,1,9,intact,1,1,J,J,2100,13,42,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,1,1,NaN,0,12,2,faces,objects,788,0
9,39781,0,1,1,10,intact,1,0,D,D,2600,45,17,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,0,0,NaN,0,12,2,objects,faces,896,0
10,39781,0,1,1,11,recombined,0,0,,E,1300,20,36,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,0,1,NaN,0,12,2,faces,objects,737,0
11,39781,0,1,1,12,recombined,0,1,,F,4800,21,45,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,0,1,NaN,1,12,2,faces,objects,771,0
12,39781,0,1,1,13,intact,1,0,H,H,2000,12,2,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,1,NaN,0,12,2,faces,outdoor_scenes,916,0
13,39781,0,1,1,14,recombined,0,1,,L,1900,16,37,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,0,1,NaN,0,12,2,faces,objects,1149,0
14,39781,0,1,1,15,intact,1,0,I,I,1600,24,7,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,0,0,NaN,0,12,2,body_parts,outdoor_scenes,1097,0
15,39781,0,1,1,16,recombined,0,1,,A,1700,4,29,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,1,NaN,0,12,2,outdoor_scenes,body_parts,1171,0
16,39781,0,1,1,17,intact,1,1,B,B,1200,0,20,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,1,1,NaN,0,12,2,outdoor_scenes,faces,648,0
17,39781,0,1,1,18,recombined,0,1,,D,4200,17,42,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,0,1,NaN,1,12,2,faces,objects,1263,0
18,39781,0,1,1,19,intact,1,1,A,A,1100,4,46,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,1,1,NaN,0,12,2,outdoor_scenes,objects,1287,0
19,39781,0,1,1,20,intact,1,1,E,E,2900,36,33,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,1,1,NaN,0,12,2,objects,body_parts,1042,0
20,39781,0,1,1,21,recombined,0,0,,G,1000,32,6,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,0,1,NaN,0,12,2,body_parts,outdoor_scenes,871,0
21,39781,0,1,1,22,intact,1,0,G,G,2900,37,6,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,1,1,NaN,0,12,2,objects,outdoor_scenes,1200,0
22,39781,0,1,1,23,intact,1,0,L,L,1600,29,16,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,1,1,NaN,0,12,2,body_parts,faces,1389,0
23,39781,0,1,1,24,recombined,0,0,,I,3000,25,7,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,0,1,NaN,1,12,2,body_parts,outdoor_scenes,766,0
24,39781,0,1,1,25,intact,1,1,C,C,2100,10,34,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,1,1,NaN,0,12,2,outdoor_scenes,body_parts,1295,0
25,39781,0,1,1,26,recombined,0,0,,H,1400,24,2,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,0,NaN,0,12,2,body_parts,outdoor_scenes,866,0
26,39781,0,1,1,27,intact,1,1,F,F,1200,21,32,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,1,1,NaN,0,12,2,faces,body_parts,1067,0
