,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category,pairs_rt,no_response
0,45313,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,0,1,NaN,0,12,2,NaN,NaN,505,0
1,45313,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,0,1,NaN,0,12,2,NaN,NaN,697,0
2,45313,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,1,NaN,0,12,2,NaN,NaN,629,0
3,45313,0,1,1,4,recombined,0,1,,K,1200,26,2,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,0,NaN,0,12,2,body_parts,outdoor_scenes,1174,0
4,45313,0,1,1,5,recombined,0,0,,C,2100,6,29,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,0,1,NaN,0,12,2,outdoor_scenes,body_parts,1260,0
5,45313,0,1,1,6,intact,1,1,K,K,2300,26,44,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,1,1,NaN,0,12,2,body_parts,objects,1092,0
6,45313,0,1,1,7,recombined,0,1,,J,1800,23,39,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,0,1,NaN,0,12,2,faces,objects,1124,0
7,45313,0,1,1,8,recombined,0,0,,B,1600,27,5,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,1,0,NaN,0,12,2,body_parts,outdoor_scenes,996,0
8,45313,0,1,1,9,intact,1,1,J,J,2100,23,46,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,0,0,NaN,0,12,2,faces,objects,1237,0
9,45313,0,1,1,10,intact,1,1,D,D,2600,36,20,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,1,1,NaN,0,12,2,objects,faces,1073,0
10,45313,0,1,1,11,recombined,0,0,,E,1300,10,30,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,1,0,NaN,0,12,2,outdoor_scenes,body_parts,930,0
