,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category,no_response
0,23013,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,1,0,1282,0,12,2,NaN,NaN,0
1,23013,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,0,1,1278,0,12,2,NaN,NaN,0
2,23013,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,1,0,1353,0,12,2,NaN,NaN,0
3,23013,0,1,1,4,recombined,0,1,,K,1200,43,30,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,1,1231,0,12,2,objects,body_parts,0
4,23013,0,1,1,5,recombined,0,0,,C,2100,6,34,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,0,1,1026,0,12,2,outdoor_scenes,body_parts,0
5,23013,0,1,1,6,intact,1,0,K,K,2300,26,43,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,1,1,781,0,12,2,body_parts,objects,0
6,23013,0,1,1,7,recombined,0,1,,J,1800,15,47,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,1,0,393,0,12,2,faces,objects,0
7,23013,0,1,1,8,recombined,0,0,,B,1600,2,14,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,1,0,822,0,12,2,outdoor_scenes,faces,0
8,23013,0,1,1,9,intact,1,1,J,J,2100,15,42,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,1,1,672,0,12,2,faces,objects,0
9,23013,0,1,1,10,intact,1,0,D,D,2600,41,22,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,1,1,952,0,12,2,objects,faces,0
10,23013,0,1,1,11,recombined,0,0,,E,1300,8,28,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,1,0,1056,0,12,2,outdoor_scenes,body_parts,0
11,23013,0,1,1,12,recombined,0,1,,F,4800,17,41,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,1,0,890,1,12,2,faces,objects,0
12,23013,0,1,1,13,intact,1,1,H,H,2000,18,6,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,1,1,978,0,12,2,faces,outdoor_scenes,0
13,23013,0,1,1,14,recombined,0,1,,L,1900,20,10,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,1,0,1397,0,12,2,faces,outdoor_scenes,0
14,23013,0,1,1,15,intact,1,1,I,I,1600,33,2,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,1,1,1154,0,12,2,body_parts,outdoor_scenes,0
15,23013,0,1,1,16,recombined,0,1,,A,1700,38,27,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,1,0,801,0,12,2,objects,body_parts,0
16,23013,0,1,1,17,intact,1,0,B,B,1200,10,14,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,1,1,1315,0,12,2,outdoor_scenes,faces,0
17,23013,0,1,1,18,recombined,0,1,,D,4200,22,5,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,0,1,1347,1,12,2,faces,outdoor_scenes,0
18,23013,0,1,1,19,intact,1,0,A,A,1100,9,38,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,1,1,1342,0,12,2,outdoor_scenes,objects,0
19,23013,0,1,1,20,intact,1,0,E,E,2900,47,28,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,1,1,1220,0,12,2,objects,body_parts,0
20,23013,0,1,1,21,recombined,0,0,,G,1000,26,45,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,0,1,1281,0,12,2,body_parts,objects,0
21,23013,0,1,1,22,intact,1,1,G,G,2900,45,8,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,1,1,1464,0,12,2,objects,outdoor_scenes,0
22,23013,0,1,1,23,intact,1,0,L,L,1600,27,20,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,1,1,986,0,12,2,body_parts,faces,0
23,23013,0,1,1,24,recombined,0,0,,I,3000,9,33,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,0,1,721,1,12,2,outdoor_scenes,body_parts,0
24,23013,0,1,1,25,intact,1,0,C,C,2100,5,34,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,1,1,745,0,12,2,outdoor_scenes,body_parts,0
25,23013,0,1,1,26,recombined,0,0,,H,1400,42,18,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,1,0,1094,0,12,2,objects,faces,0
26,23013,0,1,1,27,intact,1,1,F,F,1200,17,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,0,1070,0,12,2,faces,body_parts,0
27,23013,0,1,2,28,recombined,0,1,,K,1300,43,30,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,1,0,834,0,12,2,objects,body_parts,0
28,23013,0,1,2,29,intact,1,0,D,D,2600,41,22,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,0,0,997,0,12,2,objects,faces,0
29,23013,0,1,2,30,intact,1,0,E,E,1900,47,28,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,1,1,787,0,12,2,objects,body_parts,0
30,23013,0,1,2,31,recombined,0,1,,J,2600,15,47,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,1,717,0,12,2,faces,objects,0
31,23013,0,1,2,32,recombined,0,1,,A,3000,38,27,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,NaN,0,,1,12,2,objects,body_parts,1
32,23013,0,1,2,33,intact,1,1,I,I,1200,33,2,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,0,0,1369,0,12,2,body_parts,outdoor_scenes,0
33,23013,0,1,2,34,recombined,0,0,,B,1400,2,14,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,0,1,1215,0,12,2,outdoor_scenes,faces,0
34,23013,0,1,2,35,intact,1,1,J,J,1300,15,42,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,0,0,840,0,12,2,faces,objects,0
35,23013,0,1,2,36,recombined,0,0,,E,1400,8,28,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,0,1,726,0,12,2,outdoor_scenes,body_parts,0
36,23013,0,1,2,37,recombined,0,0,,I,4500,9,33,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,1,0,973,1,12,2,outdoor_scenes,body_parts,0
37,23013,0,1,2,38,intact,1,1,G,G,1800,45,8,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,1,1,375,0,12,2,objects,outdoor_scenes,0
38,23013,0,1,2,39,recombined,0,1,,L,1200,20,10,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,1,1376,0,12,2,faces,outdoor_scenes,0
39,23013,0,1,2,40,intact,1,0,B,B,2500,10,14,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,0,0,965,0,12,2,outdoor_scenes,faces,0
40,23013,0,1,2,41,intact,1,0,L,L,1300,27,20,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,0,0,860,0,12,2,body_parts,faces,0
41,23013,0,1,2,42,recombined,0,0,,F,3000,41,17,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,1,0,289,1,12,2,objects,faces,0
42,23013,0,1,2,43,recombined,0,0,,C,1800,6,34,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,1,0,799,0,12,2,outdoor_scenes,body_parts,0
43,23013,0,1,2,44,intact,1,0,K,K,1300,26,43,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,0,0,738,0,12,2,body_parts,objects,0
44,23013,0,1,2,45,intact,1,0,A,A,1000,9,38,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,1,1,479,0,12,2,outdoor_scenes,objects,0
45,23013,0,1,2,46,recombined,0,1,,D,2000,22,5,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,1,0,1102,0,12,2,faces,outdoor_scenes,0
46,23013,0,1,2,47,intact,1,1,H,H,1700,18,6,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,1,1,1013,0,12,2,faces,outdoor_scenes,0
47,23013,0,1,2,48,recombined,0,0,,H,1000,42,18,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,1,0,943,0,12,2,objects,faces,0
