,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version,left_category,right_category,no_response
0,95708,1,0,0,1,,0,0,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,0,1,616,0,2,1,NaN,NaN,0
1,95708,1,0,0,2,,0,0,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,0,1,7,0,2,1,NaN,NaN,0
2,95708,1,0,0,3,,0,0,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,1,1322,0,2,1,NaN,NaN,0
3,95708,0,1,1,4,recombined,0,1,,A,3700,2,25,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,0,,1,2,1,outdoor_scenes,body_parts,1
4,95708,0,1,1,5,recombined,0,0,,E,2400,14,43,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,0,1,149,0,2,1,faces,objects,0
5,95708,0,1,1,6,intact,1,0,K,K,2600,30,45,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,1,1,5,0,2,1,body_parts,objects,0
6,95708,0,1,1,7,intact,1,1,E,E,1300,43,33,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,0,0,322,0,2,1,objects,body_parts,0
7,95708,0,1,1,8,recombined,0,0,,I,2200,5,31,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,0,1,20,0,2,1,outdoor_scenes,body_parts,0
8,95708,0,1,1,9,intact,1,0,L,L,3000,25,18,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,1,1,32,1,2,1,body_parts,faces,0
9,95708,0,1,1,10,intact,1,0,J,J,1100,12,46,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,0,0,34,0,2,1,faces,objects,0
10,95708,0,1,1,11,recombined,0,0,,B,1500,4,21,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,1,0,117,0,2,1,outdoor_scenes,faces,0
11,95708,0,1,1,12,recombined,0,1,,F,1400,28,9,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,0,1,118,0,2,1,body_parts,outdoor_scenes,0
12,95708,0,1,1,13,intact,1,0,B,B,2200,9,21,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,0,0,363,0,2,1,outdoor_scenes,faces,0
13,95708,0,1,1,14,recombined,0,1,,K,3200,45,33,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,0,1,27,1,2,1,objects,body_parts,0
14,95708,0,1,1,15,intact,1,1,I,I,1300,31,4,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,0,0,52,0,2,1,body_parts,outdoor_scenes,0
