,intact,intact_derivative,recombined,recombined_derivative,.5*intact + .5*recombined,intact - recombined,simulation,version,run,.5*recombined + .5*intact,recombined - intact
241,1.4233822349237848,2.256245746603576,1.3322237672885764,2.3421650706922574,,,42,1,2,1.075456232964861,1.0669424616704772
242,1.4318660550400517,2.56468251202082,1.376399434686966,2.6159847947603003,,,43,1,2,1.038720948750453,1.034396189517557
243,1.8857418431400104,3.303160675735894,1.9142532909566432,3.2668470521464865,,,44,1,2,1.128891729188729,1.0142114236071562
244,1.3276581590571792,2.2791550766178226,1.2658719266046783,2.3407388630964245,,,45,1,2,1.1324756615182103,1.033541170900165
245,1.5294074526492245,2.950147643944366,1.5304771561233659,2.9565307652817667,1.148820068247647,1.0099859768102808,46,1,2,,
246,1.894103867347953,2.8970520752974496,1.7718796593351125,3.0231864789676157,1.082319396985595,1.0465596082710977,47,1,2,,
247,1.6557530320331761,2.6057341967836756,1.631725102562697,2.624109392283386,,,48,1,2,1.0404276167954576,1.0253422366968907
248,2.1673629224659567,3.879963422316036,2.196866499423531,3.8653846826281915,1.0558104279658083,1.022785764125488,49,1,2,,
249,1.3668116829590768,2.526765210658438,1.4573642101242774,2.4408905576336655,,,50,1,2,1.0755768146990818,1.0374550496436776
250,1.3723168525216232,2.4776925038126003,1.4812339577074571,2.3851735767962,1.0616718205156417,1.0677778260473343,1,2,2,,
251,1.4668203158890891,2.388792252551825,1.4891005223496971,2.3580605591032557,1.0364320937567768,1.0472275611496182,2,2,2,,
252,1.4198092487392102,2.2414096210643923,1.46539457805696,2.1841615313608793,1.092638550204084,1.0179331769026803,3,2,2,,
253,1.9233234057767854,3.5250811282455827,1.9728714504278853,3.496700269395096,1.0463329212100105,1.0105790937734607,4,2,2,,
254,2.0749971993055656,3.083333504855705,1.986732168826582,3.172444209426864,1.0596548136059112,1.0930704390627204,5,2,2,,
255,1.35457467680497,1.8688546466405378,1.3257616690923688,1.8892126959456965,,,6,2,2,1.1208883205083677,1.0306605100564257
256,2.241275758241259,2.998096966369825,2.0898687218021808,3.131890975849877,,,7,2,2,1.085593064083255,1.1217238442718485
257,1.6557903826440767,2.3180643051694103,1.7269186040685631,2.2496709965390562,1.0696391567075398,1.0860409738860697,8,2,2,,
258,1.5964510009306812,2.251830038928987,1.6416452317576307,2.2074926476422716,1.0409426170285858,1.0344376026739224,9,2,2,,
259,1.6091810357964984,2.329395699635376,1.5765407925853419,2.3438618537129234,1.0283785899402436,1.0375350774544942,10,2,2,,
