,original,original_derivative,scramble,scramble_derivative,.5*original + .5*scramble,original - scramble,simulation,version,run,.5*scramble + .5*original,scramble - original
82,2.946036870136661,3.5784172126541196,3.0558473225604788,3.456451964222572,,,3,3,1,1.079353604084808,1.0488741408875473
83,3.0633182180360796,2.86379099221358,2.999681851736439,2.926999905390769,,,4,3,1,1.0488627985489667,1.031518520277813
84,2.4917462142088325,3.0394689594741324,2.5085630507965733,3.018284927432726,1.0214501038045651,1.0179717550049727,5,3,1,,
85,3.0006464656471685,3.8463382578944536,3.123275350121296,3.728176402241515,1.0875922984876576,1.0789728682413828,6,3,1,,
86,4.380477006613002,3.470725592364482,4.277643096550673,3.558455201114968,1.0698366795310743,1.0911846889518455,7,3,1,,
87,3.6463188507988185,3.8041428654008955,3.6991520034904712,3.7498459635537564,1.053857922538318,1.0083823553323017,8,3,1,,
88,2.7352890788442537,3.6429743588610037,2.8334775916168224,3.5503817395179396,1.0805985489886838,1.1157482359026676,9,3,1,,
89,3.2565342643594537,3.318714338451711,3.143606753146343,3.429439278213921,,,10,3,1,1.0871714198716207,1.0657198605758609
90,2.8646774179653827,3.6245552967489303,2.8894945576384976,3.5860093606042147,,,11,3,1,1.0384708750295615,1.0171648586290614
91,3.0338304696024325,2.87792258551659,3.0884204639247717,2.830568422150302,,,12,3,1,1.037381571211749,1.022364009861379
92,3.8760190566161934,3.5372418392582987,3.861434616056274,3.5528719247698795,1.0435144883730025,1.0051507319544968,13,3,1,,
93,3.185230112243417,3.4233438063660255,3.173088942004684,3.442415537735318,,,14,3,1,1.0302377261851405,1.0128001368008406
94,3.198673901245137,3.0829912587551846,3.1687962203452527,3.1020160195601547,1.0377761252351583,1.0318420667539907,15,3,1,,
95,2.717708378378993,3.22179076320204,2.7519098663598185,3.193379165044635,1.1193598791257202,1.0115237765081286,16,3,1,,
96,3.631616502263911,3.377590656502324,3.632902445827063,3.379819857254966,,,17,3,1,1.123800860874573,1.00682871622504
97,2.0529880645554273,2.5709474004063506,2.052867051802888,2.5714984297528534,,,18,3,1,1.036908198943377,1.0101730070921475
98,3.5328748782230015,3.7459626721219776,3.434369599860173,3.860807679725042,,,19,3,1,1.0629028040910307,1.038891928124129
99,3.585235771799949,3.1686287576582775,3.691029431395353,3.0753371405616416,1.1033804589640093,1.0727840519946328,20,3,1,,
100,2.97950743949071,2.954736156488708,2.994339052591658,2.9345025737763346,1.0234545026132118,1.0041969230625325,21,3,1,,
101,2.7967978892693557,2.8759246316547964,2.647685616062053,3.0141258523622363,1.0872312140792895,1.1537230415493893,22,3,1,,
102,4.127994725093459,3.081349178944028,4.110353233455006,3.085871427626792,1.079536885870329,1.0206570471423064,23,3,1,,
103,2.8603007082216756,3.427201154706056,2.7974277011267965,3.4997648893569497,,,24,3,1,1.0445477622765256,1.0162633268765235
104,3.5058738171285735,3.714422970012847,3.42289637441419,3.82066746968964,1.0633056169403723,1.0461496723686494,25,3,1,,
105,2.8366200369928443,2.882318444089077,2.825520921284125,2.881621051315441,,,26,3,1,1.0875500037570383,1.0029505812459336
106,3.1721889766966513,3.53182910648051,3.159050658449331,3.550073360689993,1.0706338567843876,1.0017174225871872,27,3,1,,
107,2.8556198239265087,3.361848892849058,2.899253660994195,3.321320576879562,,,28,3,1,1.0863794599994632,1.0112292153725106
108,2.4641333409942416,3.429795275955766,2.6062024915241557,3.2719287006374906,1.136251127746326,1.114744744728707,29,3,1,,
109,4.030026072128749,3.5917855691249767,4.040617205700251,3.5953168185540365,,,30,3,1,1.1195671961327478,1.0021976809446476
110,2.9614413412295515,3.938002399279215,2.8486852277027115,4.0421277466525165,,,31,3,1,1.0554692316653518,1.051241776578037
111,4.0839152422374925,3.997594111655768,3.9500339103652737,4.130554117687626,,,32,3,1,1.102246526173707,1.0643401514943458
112,4.196873698171461,3.775260014941113,4.129681452979131,3.83808608166779,,,33,3,1,1.0789706791251679,1.0170282985198882
113,2.914403720666664,3.0796057653020696,2.958061118068122,3.0329223096950493,1.070685276751219,1.0126648083168084,34,3,1,,
114,2.855365869741948,3.1683113221279675,2.829047903241678,3.1793322038303873,,,35,3,1,1.0562944858904453,1.0140746715038804
115,3.1544522442915888,3.240586681416225,3.119021594952187,3.2699578811237777,,,36,3,1,1.036675949211221,1.0236604368951199
116,4.542178641954293,3.7586284398195846,4.576391868301585,3.7498304180463973,,,37,3,1,1.0407157425064482,1.0219920865200645
117,2.756179815149267,2.9893544554115548,2.782321382745296,2.971014066374706,1.0223237928532194,1.004579818651464,38,3,1,,
118,3.6101894609326832,3.6548742878333473,3.705681417806834,3.570827715158983,1.0556993961501824,1.0388180410175387,39,3,1,,
119,4.3389499465174595,3.5627031566423146,4.337480646986616,3.5519959061496467,,,40,3,1,1.0490289382099882,1.001427556212521
120,2.5017850948371585,3.1436516943353556,2.508959132466697,3.121562670082647,1.044474186177294,1.0223079450873145,1,4,1,,
121,3.608480424703287,3.7807411981238204,3.6639471312874434,3.7325933124803514,1.0392720113648857,1.0132718367227938,2,4,1,,
122,3.7828113358245585,3.0759382692231036,3.7501657161005837,3.098239004741644,,,3,4,1,1.044618294813129,1.0124867391095973
123,2.77345837654287,3.414251975277763,2.814580368227117,3.3745905571218837,1.0359407939683007,1.009662096444907,4,4,1,,
124,2.445981895790424,2.863149113370852,2.5003072507082935,2.815956424511678,,,5,4,1,1.0600154457475024,1.0153563726686028
125,2.946346977619674,3.7500048710854212,3.052074629228634,3.6557975646607304,1.0587757521020995,1.0407748690481826,6,4,1,,
126,3.3020818800320653,3.039463132119197,3.2821976855130996,3.06982754044218,1.0198680528329793,1.0019806233901487,7,4,1,,
127,2.8439042650862274,3.1159283430415803,2.845209430848712,3.1157098986921326,1.065613750057309,1.00427060404114,8,4,1,,
128,2.3862980821822157,2.547187431985213,2.372156158215903,2.5676187303268256,1.0138895770751317,1.0018662630693873,9,4,1,,
129,3.398951953979997,3.0007401395334288,3.404095594596621,2.986868794089844,1.0280833812259744,1.032341887603296,10,4,1,,
130,3.2805908511376556,3.112285650483115,3.22094190911398,3.161884640685457,,,11,4,1,1.0356726894267179,1.0357728423335293
131,3.4714738704624457,3.515180221160472,3.6104937650871185,3.3785711359613737,1.365049171391554,1.126209732588051,12,4,1,,
132,3.2399715393524025,3.149482997499105,3.253534131728627,3.1409693541397923,1.0470577321719408,1.0013846323248163,13,4,1,,
133,2.334432277810885,3.6320669508484174,2.372955634861072,3.6072250075315244,,,14,4,1,1.1335603548408355,1.0167742883519628
134,3.9247416912357913,4.1069359152248595,3.955606977933367,4.060717037016834,1.0903752489396803,1.0240694311890552,15,4,1,,
135,3.2459309572302417,2.94079169282502,3.1843040012942363,2.9905866931185443,1.055933121666712,1.0182254537669453,16,4,1,,
136,2.0562172469741573,2.6781897931984946,2.072717560410143,2.6701638802305587,,,17,4,1,1.045050742608845,1.0059275400849168
137,3.2982818850424653,3.4104779508141494,3.2879616933211557,3.4288548091000224,,,18,4,1,1.0231031519226725,1.0035734198786654
138,3.672785062578612,3.714377087268039,3.781386226442695,3.6239133314525476,1.0695989368975263,1.042663205587344,19,4,1,,
139,4.397060565011614,4.092082138329808,4.412435175429386,4.066177860827106,,,20,4,1,1.0331143686476079,1.0061843380907833
140,3.830042874359662,3.457499238931797,3.7180617571359806,3.5605019247881393,1.0577465158793757,1.036277313656335,21,4,1,,
141,3.8858876857920306,3.929929543306028,3.8543735424092778,3.9576167881600237,1.0958818499381493,1.0101757684377186,22,4,1,,
142,2.817626046130674,3.0791260010659527,2.802824254813738,3.0885710955165884,1.0511121379042083,1.0017096943974826,23,4,1,,
143,3.3468206717540094,3.1896568238814704,3.218876199386813,3.3154399094848896,,,24,4,1,1.095844755610251,1.087905905795698
144,3.4814126520725677,3.477667836303949,3.585446509563657,3.369321234693599,,,25,4,1,1.088857158389841,1.04724437875855
145,2.344467004788372,3.0810809009452638,2.383482522180966,3.044043096111939,1.0840540759615105,1.017061106953341,26,4,1,,
146,2.852957668597834,3.1902458955855937,2.7572736746081365,3.285552694471957,,,27,4,1,1.078226328862571,1.0639350159092276
147,3.1468621170163384,3.188501500469775,3.0907787761301573,3.2527112723281375,,,28,4,1,1.052033149561381,1.0204961655387923
148,2.85398971219633,3.500210337149376,2.8690616525680883,3.471617321073633,,,29,4,1,1.0337320188552594,1.0009096144962593
149,3.1770422514575065,3.239182622616583,3.2841414479529334,3.1420762069490635,,,30,4,1,1.058302405904958,1.0589759515034247
150,3.476180320050746,3.681279969242169,3.409483240892847,3.7600616893565486,1.048909178257372,1.0435294742120986,31,4,1,,
151,3.4153247702080907,3.3060598382232667,3.2888756245251103,3.4261090260142835,1.0819644811117277,1.0620179403552739,32,4,1,,
152,3.1624563683486153,3.674214457989938,3.139476682327094,3.6936579398611356,,,33,4,1,1.0870592985065126,1.0061389421943046
153,3.579022834402744,3.4663671789659554,3.579342685160914,3.471977107886391,1.0331904298151002,1.0021967517087151,34,4,1,,
154,3.3209815503209255,3.034201287615309,3.3561229842781968,3.009289162064757,1.0299602384590953,1.006612840634277,35,4,1,,
155,2.819684092057528,2.879317157442392,2.7252515568095257,2.9725348543653802,,,36,4,1,1.1001162763985077,1.0599409395769135
156,2.578919389723557,3.1857547720184516,2.579555485111008,3.1775202233019217,1.0387377445018113,1.0027965399413454,37,4,1,,
157,2.701898557558507,3.2602571385172303,2.7035326618878743,3.2445821990568318,,,38,4,1,1.0265445871036787,1.0011037056444
158,4.118820082269101,3.45345866041867,4.144962217390518,3.4406686161084274,1.0828349904092474,1.015610417947935,39,4,1,,
159,3.2580225188645526,3.7317150636834704,3.2096311482011175,3.800703396961374,1.0499492805455344,1.0494505454336325,40,4,1,,
160,4.262737246805224,3.864199586912219,4.041338587413182,4.077695539269928,,,1,1,2,1.2345309088632386,1.2265025705499146
161,3.7017490941134366,3.7124960643809786,3.5799283676031637,3.8331425095831064,1.1006818239650207,1.0434023082316335,2,1,2,,
162,3.954642578403256,3.3968805856815414,3.960081448993709,3.404904274595711,1.061105392343443,1.0091210308046628,3,1,2,,
163,3.197164064257372,3.4654485877617107,3.1718428270418126,3.4843506128678388,,,4,1,2,1.2821818481039389,1.0041371688461183
164,2.904887152535114,3.179050056932042,2.9598589867345746,3.1277848974916456,,,5,1,2,1.0408414382652598,1.0538384442643034
165,3.2846391677782036,2.942756570988326,3.222592873921084,3.001396056292481,,,6,1,2,1.052785125743494,1.0229532824316054
166,2.8394770363473265,3.503542967157131,2.8878630085793375,3.4686430454540123,1.0428854209127365,1.021683455774205,7,1,2,,
167,3.6884745723809886,3.576678552031278,3.669138924995988,3.593906820027655,1.0530647808208347,1.0018395513116245,8,1,2,,
168,3.8843850104636863,3.334457890568669,3.881497956818492,3.3269225684259327,1.0224779511872892,1.0132890946390012,9,1,2,,
169,2.82829045384705,3.76866635857335,2.9597282071455684,3.6434012208360245,,,10,1,2,1.0763669086108956,1.0526375161860044
170,2.434547989574737,3.1837903452550194,2.4139691353920587,3.196841103360026,,,11,1,2,1.018441634827395,1.0163985743953552
171,2.748354975206056,3.228727469140668,2.868584138998089,3.117043771456055,1.0991216501420054,1.0699018089567156,12,1,2,,
172,3.5028769298856965,3.1071327520772063,3.5642791356133827,3.04358330262202,1.061035759255782,1.0243244382747294,13,1,2,,
173,3.8852119074715987,3.438857874026554,3.6715401806042824,3.636108604516684,,,14,1,2,1.148753742370029,1.113160454942928
174,4.187073559636502,3.7894118375786903,4.224356143270397,3.724842718206739,1.129016555155742,1.007344581817708,15,1,2,,
175,4.088974156562521,3.6331812170714115,4.09006939320822,3.6386631222265744,1.0304646729133267,1.0113852066028544,16,1,2,,
176,2.832272017815073,3.689794088004846,2.855607306326435,3.664253291256289,1.035069120155155,1.0230853078747282,17,1,2,,
177,3.989606440291397,3.863991058545558,4.020737088429992,3.81676327109739,,,18,1,2,1.0488790104082764,1.0048961723604377
178,3.454961900761138,3.2850333604683444,3.4270436024191504,3.3057675657386896,1.0216119196886235,1.0033578331221285,19,1,2,,
179,3.7175016428469245,3.34516698331634,3.662679022855556,3.379544127785209,,,20,1,2,1.0494551215733243,1.0413158405199048
180,2.7099326434117046,3.731964799229466,2.682578586193776,3.77276403090105,1.0566141073769386,1.002940706036825,21,1,2,,
181,2.991615322411857,2.753597387381095,2.9571602792617466,2.7994267049711796,1.0269980656150515,1.0083452327564362,22,1,2,,
182,2.8885955820972073,3.0487864803878812,2.8217217437578266,3.1256608267678234,,,23,1,2,1.1161839011830863,1.0692538689976763
183,3.3272311346047716,3.626146313945917,3.22404796157425,3.7237608636845523,,,24,1,2,1.0671555633644378,1.0349176891164786
184,4.194964638438453,4.0682014177056685,4.258413295035394,3.9868940196214595,1.048010629793508,1.0785996284455621,25,1,2,,
185,3.2651164605555394,3.6177567766267162,3.2393601523396707,3.6570302858279016,,,26,1,2,1.0474921867534015,1.0021227078676973
186,2.9496021629095015,3.4303884616372002,2.8631067200516784,3.524277349527587,,,27,1,2,1.056368637907637,1.0294078262247586
187,2.341036169615098,2.972982465949998,2.383944824700186,2.9336880955785793,1.1182937425043098,1.018219448869761,28,1,2,,
188,2.9844410816927867,3.2165992160075403,3.0122064394520334,3.1852663940985915,1.0319524103156454,1.0047302847428285,29,1,2,,
189,2.6639973372636754,3.372505356663494,2.7232605839939006,3.301131904104797,1.2531473912962297,1.0227459586345549,30,1,2,,
190,2.726001988289608,2.9553043588657455,2.692849393648857,2.9909394519148407,1.0320059211290757,1.0340062282906812,31,1,2,,
191,3.735655460740433,3.253928630802088,3.7036434867331502,3.278302112890702,1.0334907990915276,1.0532103087657576,32,1,2,,
192,2.2684928035495484,3.1357642336965132,2.348100869479007,3.0530879211295847,1.098993050895684,1.0910431220503551,33,1,2,,
193,3.251878928761246,3.167627611271066,3.1996513238432525,3.2177724979550413,,,34,1,2,1.03975574160066,1.0271953159541836
194,2.5012654788821855,2.9326472525354434,2.4925902074181394,2.9408463108875047,1.0267193717363814,1.038051672110873,35,1,2,,
195,3.3357704667436194,3.212997047023552,3.3921006256064095,3.163606661733407,1.2597131646235533,1.0201039665149592,36,1,2,,
196,2.807926893468077,2.82391640338,2.718786224677815,2.918715433946239,,,37,1,2,1.2192773438658762,1.0722879405163186
197,3.467724697135564,3.2442436360127473,3.4380595053058496,3.2653665759356594,,,38,1,2,1.0199118328589152,1.0272580446007675
198,2.660376094290749,2.582138215221445,2.675933894460702,2.566797576684385,,,39,1,2,1.0877784118962608,1.0029890245876962
199,2.5899082819066632,3.1783111617548,2.5540050882119476,3.2076334252050414,,,40,1,2,1.0344559460734501,1.0075740879850605
200,3.5362520656503755,3.374557984331917,3.571215646975424,3.338273211467275,,,1,2,2,1.0389569556729639,1.012615711905013
201,3.135437631404161,3.6999041117650755,3.229183947620172,3.6009977895320433,1.1506060420664859,1.0701299427813245,2,2,2,,
202,3.1747508403402684,3.7259481920300455,3.191483489700147,3.7180795242843665,1.0846546297660826,1.0133973486375951,3,2,2,,
203,2.5095718793559945,2.8373775470466747,2.5572738909823696,2.7957780034516264,,,4,2,2,1.019417202707725,1.0142096622002716
204,2.7995001057598867,3.1551480671632897,2.744811901988382,3.19577118148574,1.0409738648702709,1.0229652145974075,5,2,2,,
205,4.184814684860247,3.5784699845812744,4.176258366758974,3.6069319329315723,,,6,2,2,1.0374728999995932,1.0003946952628733
206,2.689960044550087,3.1252250037472638,2.7408542980344675,3.0645023793077657,1.0372432598228263,1.0301028262749894,7,2,2,,
207,3.817423127355054,3.5245058979379267,3.82594916421148,3.520347927302849,,,8,2,2,1.0355666489886008,1.0054850495221914
208,3.3090424264801857,3.123977256053245,3.3260963025183967,3.110532816252015,,,9,2,2,1.2481605110271081,1.0103178617749302
209,3.794848159165805,3.5068490896352507,3.8054832334361826,3.4780697464899792,,,10,2,2,1.0638919094570898,1.0035154055948536
210,2.990901709356851,2.8542244148960574,2.9573268717056984,2.8808941050647836,,,11,2,2,1.0795412557015422,1.0077976204549004
211,3.3797180958938315,3.335087587086337,3.4541395967451862,3.254610337957685,,,12,2,2,1.0594330099015317,1.0221865721207688
212,2.6525132177014403,2.81390097432907,2.6086678658908484,2.8733550702237567,1.0461670053614762,1.0272306543524512,13,2,2,,
213,2.2586398367329186,2.8475002318166776,2.2543789606656666,2.8449897117008165,1.0337631218225998,1.003723049386905,14,2,2,,
214,4.186311265744759,3.5900549204734746,4.267542469290197,3.500920990596595,1.064006953256529,1.0576788444090937,15,2,2,,
215,2.8678989581953718,3.439063637857338,2.857069965489509,3.4584675207943283,,,16,2,2,1.0638395744323068,1.0041706671928357
216,3.076287551378127,3.4541014032704282,2.9774590994325734,3.5400827531556645,1.1094967385146324,1.0437842489720375,17,2,2,,
217,2.9135465912860186,3.2066609427552484,2.85597292955796,3.2534974116153634,,,18,2,2,1.0255249388300376,1.0152645858492446
218,2.3152362368141124,2.977551420035954,2.309171389605842,2.9788332255211816,1.0317981659971003,1.0012324670370822,19,2,2,,
219,2.520019393672349,3.0653399336510985,2.4808806458818413,3.1127001968548287,,,20,2,2,1.0301131597713014,1.012007864576459
220,3.203141422751613,3.0590606800274394,3.2382486758924776,3.026931598039308,1.026164028373069,1.0310554789154878,21,2,2,,
221,3.2879038529282383,3.812342130545404,3.3011901397509664,3.8092681766695144,,,22,2,2,1.0325036731525261,1.0077675563566824
222,2.8611085340542926,3.6616397013392974,2.9210095858721354,3.5929664335633644,1.1261805758342738,1.0165168520901486,23,2,2,,
