,original,original_derivative,scramble,scramble_derivative,.5*original + .5*scramble,original - scramble,simulation,version,run,.5*scramble + .5*original,scramble - original
223,3.5709098590963864,3.786058466967812,3.626491090167145,3.720622369239604,1.0929628189381964,1.009129792187403,24,2,2,,
224,2.759915055107187,3.350676052452328,2.673709053627296,3.430877258177032,,,25,2,2,1.0558235681652226,1.0460336334822045
225,3.313559197946865,3.100353420828442,3.219125948459423,3.204703815452616,,,26,2,2,1.0730281508623771,1.0505487001790106
226,2.408161805619336,2.9371554105046527,2.3760794642623932,2.958945684857388,,,27,2,2,1.0275435282715955,1.0071975561525666
227,3.2630351608205577,3.094177418070257,3.219621089598606,3.1395791424086807,,,28,2,2,1.036441267688462,1.035526594676776
228,3.047870241949706,3.2234831639446955,3.105479064139629,3.163262949607676,,,29,2,2,1.0367886052954842,1.0181390086069597
229,2.9264879549774037,3.198437001350411,2.8924243687896194,3.2378325455154435,1.0338592584119546,1.0080817066342334,30,2,2,,
230,3.568387260128437,3.313543384256943,3.549160576898175,3.325242286761897,1.104525214040346,1.0222807612148608,31,2,2,,
231,3.479596175308837,3.66029002263161,3.413431516971134,3.7227804482803273,1.0365264823325666,1.0452866777325573,32,2,2,,
232,2.1988905291802174,2.8658531910737284,2.229129820007474,2.8356125304976243,1.0730352174458253,1.020236304205158,33,2,2,,
233,3.8976081926643915,3.8482966950442856,3.7409172339442494,4.021675455143652,,,34,2,2,1.1030868569663688,1.061448821103259
234,3.589818010336761,3.258450645729799,3.4315059674397066,3.433302992516212,,,35,2,2,1.1253297782932425,1.0824424590917336
235,3.1589319612861244,3.7968446934216997,3.036205621007471,3.9229412728085142,,,36,2,2,1.1308992749439615,1.0694312003678104
236,4.2747395897211,3.9112671389499623,4.182462568940529,3.9832570283928947,,,37,2,2,1.0631389987503783,1.0259578856545837
237,4.244416167698223,3.6313508069738742,4.417989794720397,3.453254241853572,,,38,2,2,1.1319339835213955,1.090428439931771
238,2.8006730063830028,3.3359314527205255,2.8353918894433385,3.2862997698902565,,,39,2,2,1.0497019072807252,1.0929158897818274
239,4.052283340155712,3.644850286212467,4.054614372920198,3.626951212976509,,,40,2,2,1.1254945118971043,1.0005004246059963
240,3.585078274568327,3.5675330853006297,3.683587156787294,3.4621179041867376,,,1,3,2,1.0697271524354397,1.0452996652172521
241,2.3745422413588195,3.040223140363359,2.333140413730107,3.083545573684046,,,2,3,2,1.0271986152308668,1.0242825475680946
242,2.8683267389036025,2.936327177817807,2.7971412012391634,3.0184436729697817,1.0510106467708218,1.0288952152040935,3,3,2,,
243,4.180580116571989,3.904831832012689,4.202328068190653,3.9108310083673965,1.112828679526603,1.0078830992478847,4,3,2,,
244,3.3488273439352594,3.002268881629561,3.3265224605878276,3.031763864377168,,,5,3,2,1.0238976141414067,1.0379731871965432
245,3.2349159501793507,3.3151625205754462,3.3102965716727746,3.250538989402675,,,6,3,2,1.0928560445452098,1.0230694453333882
246,2.281574997978899,2.768628654586631,2.2658759854748296,2.776526611505738,,,7,3,2,1.0560734191303498,1.017329573245284
247,2.3142747891684734,2.9264004898269804,2.329112917157518,2.916976329635245,,,8,3,2,1.018890427243239,1.0062505428246575
248,3.079010618693436,3.297354769463323,3.087779268481755,3.295772365273431,,,9,3,2,1.0255012731355155,1.002898007056393
249,3.100095333549294,3.0378257884890645,3.0771816528160336,3.0730490704805487,1.0334330734477357,1.0022631842611642,10,3,2,,
250,2.9563377208434,3.415925468403591,2.840177651528185,3.5261758438724007,,,11,3,2,1.0945072120569346,1.1082957046298232
251,3.6755277290816117,4.196716651442487,3.7100357325505016,4.142132920277835,1.0355861702243523,1.0034148110476442,12,3,2,,
252,3.044749411729462,3.2132916594686893,2.9560319935535038,3.290885060701775,,,13,3,2,1.0775335763969744,1.045211437932253
253,2.348293507927207,2.8252979854052382,2.4104782014824804,2.763090307411497,1.0486423063953527,1.0476476484044532,14,3,2,,
254,3.3241788184837797,3.375330852252687,3.320432419842231,3.3927645605259458,,,15,3,2,1.0395676528020814,1.0161815015757187
255,3.748141306930272,3.32333885180171,3.805175620970421,3.2550112888816543,,,16,3,2,1.054716859516252,1.045342950366621
256,2.5316084450305567,2.743346453810609,2.546748291075646,2.7270575399290164,1.0148500332399863,1.013890183920054,17,3,2,,
257,3.676942962086901,3.3463831056382607,3.5704048849985566,3.442233455419108,,,18,3,2,1.1189960347331893,1.0940470830530966
258,2.6462038613078667,3.289049411070271,2.643091907312527,3.280348318580609,1.0198349249739356,1.0030915214883098,19,3,2,,
259,3.67310554909911,3.29856093516418,3.619833554650526,3.3355927432424224,1.0456057958541696,1.0127166679866892,20,3,2,,
260,3.31039564103735,2.8262533144762334,3.307331644462631,2.839329216325668,1.017242540465973,1.0235619676410121,21,3,2,,
261,3.3693588878278695,3.386406186539393,3.2699278969122423,3.4713312791239592,1.059868925353741,1.0758407453064025,22,3,2,,
262,2.973741769696535,3.1845681946680364,2.966238622822897,3.1981054827779594,1.0301132090301388,1.0025976614290684,23,3,2,,
263,3.036126630551093,3.5637018933203537,3.09929777932885,3.497694285457602,,,24,3,2,1.0556593921998465,1.021643824668323
264,3.45849135885238,3.850757112896587,3.433714250533476,3.8839133894068993,1.032882425667218,1.0026108855145106,25,3,2,,
265,2.813573983633261,2.9731545639754757,2.8404070562850596,2.952367804159668,,,26,3,2,1.06088973981257,1.0090537876704713
266,3.357854304869934,3.3381278541435604,3.303154181711978,3.3945509207258397,,,27,3,2,1.0891255378371285,1.035910056443078
267,4.127903361000228,3.6107003225875918,4.031305675391851,3.7080601969128524,,,28,3,2,1.0633830724530893,1.0366775987248356
268,3.181824610262403,3.3732770272312647,3.213860923365036,3.3395789881491416,,,29,3,2,1.080575449183932,1.0095948539754456
269,2.590488548802079,2.680641600294183,2.62181923392902,2.648423368399357,1.0710953914331665,1.0816794231433884,30,3,2,,
270,3.3148785315996085,3.774809988143562,3.336832555157582,3.763292235744111,,,31,3,2,1.0702160121733915,1.0035792447925787
271,2.567950075418535,2.715209281811379,2.536332694365662,2.7448011542291244,,,32,3,2,1.0991605320240998,1.022688885060604
272,2.3413451483103898,3.4735607522829133,2.387812959787057,3.4378673088011698,,,33,3,2,1.0728938333818718,1.0097658416370932
273,3.4408370467710316,3.40899133969668,3.3560048919172925,3.5062371062405426,,,34,3,2,1.1203582772180354,1.0241667648882045
274,3.2732818637455265,3.2033846858052573,3.306115647457459,3.1779583092710397,,,35,3,2,1.0178706077592345,1.0059562753926314
275,2.9845679201893476,3.211012555707451,2.899319800612268,3.310311568336798,,,36,3,2,1.0548244909897138,1.0312358836219002
276,3.125751311808595,3.0814928829406085,3.069137976310312,3.1245705406912285,,,37,3,2,1.085173413527801,1.026169973223184
277,3.181003693688405,2.9712340653835656,3.158941374766843,3.0045395869826117,1.0375310441158807,1.0219933187723964,38,3,2,,
278,3.542237240807634,3.1305523102687474,3.508369443087321,3.162074758083026,,,39,3,2,1.0317374196802727,1.0125175676919265
279,3.6606306411203557,3.321737722034492,3.6716643333789922,3.3263005726248487,1.0466508285530083,1.00149491407941,40,3,2,,
280,4.45788373681874,3.7831450302541616,4.455968331350987,3.804614525691867,,,1,4,2,1.0716893789717614,1.0010415188265787
281,3.1538029161167223,3.669789786046555,3.2244528443970735,3.605491203352766,1.0373536067256326,1.020416259528403,2,4,2,,
282,2.8934565234068352,3.4914383553361152,3.0024096268359797,3.3924585193960097,1.080343506704446,1.1060068764420665,3,4,2,,
283,2.5542604143069974,2.976847336201301,2.4897153279828856,3.031409693870607,,,4,4,2,1.0555755898929045,1.0294203713651426
284,3.1398308520384464,3.3263382946704,3.1158605033640576,3.364095961923493,1.0408877411422874,1.0039967393424183,5,4,2,,
285,3.0885409874856933,3.2612091829189866,3.0512224594724695,3.3029355501077102,,,6,4,2,1.0314761997381812,1.0704588277967042
286,2.987903124349762,3.6777065235174247,3.0130517609715546,3.6472946826139854,,,7,4,2,1.0753991303124397,1.0141157179081328
287,3.374511279343449,3.3726336863218056,3.382587480850465,3.353470149444755,1.0346040259734512,1.0322325234372827,8,4,2,,
288,3.4575513523401606,3.527837328124561,3.514681950897006,3.463935518594016,,,9,4,2,1.0980533111212827,1.0107068909190284
289,2.5325748295037993,3.1517829778879833,2.4735341258272427,3.209236709315687,,,10,4,2,1.088582275000801,1.0385888353445105
290,3.437069767655528,3.035304824655857,3.420936158061097,3.0615571386726073,1.020565515515381,1.0011543743084914,11,4,2,,
291,3.06146102265437,3.3351908873669176,3.0363656517660504,3.348682808763444,1.0287100679212335,1.002890823299634,12,4,2,,
292,3.207780253295544,3.114572582465195,3.21530601262538,3.1197173807669345,,,13,4,2,1.0255617858209773,1.0011960092383083
293,2.8585847062257814,3.033083225668838,2.8821721324408087,3.013451636205172,1.0170040290349753,1.0285569561349994,14,4,2,,
294,3.6127512486764175,3.636010479375462,3.6666115070880205,3.5882332376916946,1.0382867784980965,1.013337169756853,15,4,2,,
295,3.1521415861961413,3.067580896535019,3.1635366382969075,3.0670229991727513,1.0678004980754185,1.0026000107304345,16,4,2,,
296,2.7607067970591075,3.0552999530182277,2.8268493924545655,3.0025865221919465,1.0696691855271625,1.025675044099365,17,4,2,,
297,3.2199474200691336,3.8785070458889783,3.415649462399425,3.663666866067712,1.1853650147339245,1.1080910082629452,18,4,2,,
298,2.977360663937831,3.426526369966749,3.057992947824258,3.355443649044104,1.0459496842253244,1.0713940704323965,19,4,2,,
299,3.1425814351784926,3.1526072738899065,3.1056859424413163,3.205817150209087,,,20,4,2,1.035919616669697,1.008836426550569
300,3.884805448024866,3.1431131189552186,3.937714511660964,3.078116693005513,1.0429513102071621,1.0115264336204737,21,4,2,,
301,3.3341822029215837,3.3307935175786176,3.278064540247688,3.3979639719016728,,,22,4,2,1.0418017497990206,1.0162227399568005
302,3.342484920223228,3.4948217242778505,3.3036649797820723,3.5446202028998224,1.0465288432617215,1.0273629996814366,23,4,2,,
303,4.161266955394246,3.7237919141216205,4.023187327276771,3.8536366327067895,1.0721921731237791,1.0386352035639963,24,4,2,,
304,3.356720768872834,3.225490408177516,3.3366596458339868,3.232912573629262,1.0312835853079314,1.005687369229163,25,4,2,,
305,3.225053967356521,3.223811690567563,3.277046678039188,3.183981985099387,,,26,4,2,1.0315334428587841,1.026253010542071
306,2.3660540167628077,3.1902945051707476,2.4138978326886744,3.143967437885424,1.0414798253082178,1.0178380188260687,27,4,2,,
307,3.9503216223344197,3.506336919587856,3.898342354861848,3.575894768891525,,,28,4,2,1.0437924040266098,1.011006305194456
308,2.947707251167754,2.978863436206743,2.880753265584631,3.05015436322997,,,29,4,2,1.1051284137203052,1.0441887959167822
309,2.5883432384249363,3.095407836381236,2.6491632447458167,3.0382741621912204,1.0916075683871602,1.0423177496300666,30,4,2,,
310,3.61572004989194,3.4107107168871593,3.4620113896830733,3.58099096889,,,31,4,2,1.161349782867293,1.074410667777799
311,2.4889404111202356,3.161379808083553,2.472804235782662,3.18375684302523,,,32,4,2,1.029644744829309,1.001937934412876
312,3.61843827210142,3.8533073120910655,3.5984140716378685,3.8670876699004086,,,33,4,2,1.0326147175975313,1.0012046800163228
313,3.0236188319387094,2.9776336514626363,2.9916931176376194,3.0044456694350847,1.027029327495733,1.0059812271314101,34,4,2,,
314,2.804251917172743,3.4258556753624387,2.7852651833283706,3.4344355737860823,,,35,4,2,1.0223949638388627,1.0061610706358552
315,2.9298845302857917,3.7919213917050176,3.050143266936866,3.667712530879667,,,36,4,2,1.083744835835445,1.046685120983147
316,2.18879124399122,3.198336135517727,2.2360621400296616,3.149795435655628,1.098662010885342,1.0247274890368834,37,4,2,,
317,3.550645072547509,3.298444226148631,3.5738211374719246,3.285910044523379,,,38,4,2,1.0255333478486242,1.0169723249884677
318,3.226814952430634,3.2661956966066663,3.2211754281994414,3.2642134890700483,,,39,4,2,1.0281781532476482,1.0037877079843853
319,2.967758182277434,3.714046264960445,2.9048516304466343,3.7645340612213083,,,40,4,2,1.0380439388507123,1.0444277050917283
