"event","trial","time","PID"
"fullscreenenter","0","10083",""
"fullscreenexit","2487","3588115","59186"
"blur","2487","3590584","59186"
"focus","2487","3597356","59186"
"blur","2790","4018303","59186"
"focus","2790","4019922","59186"
"blur","2802","4059498","59186"
"focus","2802","4062051","59186"
"blur","2811","4082896","59186"
"focus","2811","4084858","59186"
"blur","2857","4201436","59186"
"focus","2857","4202751","59186"
"blur","2878","4297412","59186"
"focus","2878","4302607","59186"
"blur","2878","4305896","59186"
"focus","2878","4307771","59186"
"blur","2878","4309292","59186"
"focus","2878","4352854","59186"
