"event","trial","time","PID"
"fullscreenenter","0","6126",""
"blur","56","491059","64185"
"focus","56","501191","64185"
"blur","2194","4107801","64185"
"focus","2197","4223786","64185"
"fullscreenexit","2644","4836861","64185"
"blur","2646","4846282","64185"
"focus","2649","4932969","64185"
"blur","2849","5354459","64185"
"focus","2849","5356867","64185"
"blur","2855","5424590","64185"
"focus","2855","5457219","64185"
"blur","2855","5471932","64185"
"focus","2855","5471946","64185"
