"event","trial","time","PID"
"blur","0","0",""
"focus","0","0",""
"fullscreenenter","0","29485",""
"fullscreenexit","36","139672","53725"
"blur","36","141107","53725"
"focus","36","144122","53725"
"blur","36","145537","53725"
"focus","36","159716","53725"
"blur","157","271380","53725"
"focus","167","278571","53725"
"blur","437","463212","53725"
"focus","437","465632","53725"
"blur","437","466956","53725"
"focus","437","469456","53725"
"blur","477","489358","53725"
"focus","477","492791","53725"
