"event","trial","time","PID"
"blur","0","0",""
"focus","0","0",""
"fullscreenenter","0","131740",""
"fullscreenexit","2116","2914645","22705"
"blur","2116","2917112","22705"
"focus","2116","2934342","22705"
"blur","2116","2936559","22705"
"focus","2116","2961406","22705"
"blur","2116","2962390","22705"
"focus","2116","2968646","22705"
"blur","2417","3356938","22705"
"focus","2421","3367959","22705"
"blur","2421","3368935","22705"
"focus","2421","3381973","22705"
"blur","2421","3388328","22705"
"focus","2421","3405120","22705"
"blur","2421","3406063","22705"
"focus","2421","3426863","22705"
"blur","2421","3427919","22705"
"focus","2421","3451601","22705"
"blur","2421","3452590","22705"
"focus","2421","3455346","22705"
"blur","2421","3456166","22705"
"focus","2421","3460726","22705"
"blur","2801","4047137","22705"
"focus","2801","4070224","22705"
"blur","2812","4164471","22705"
"focus","2812","4178108","22705"
