,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
79,,0,1,4,80,1500,L,chosen,,,,,,,0,21,2
80,,0,1,4,81,1300,C,chosen,,,,,,,0,21,2
81,,0,1,4,82,2700,J,unchosen,,,,,,,0,21,2
82,,0,1,4,83,1300,B,chosen,,,,,,,0,21,2
83,,0,1,4,84,2600,J,chosen,,,,,,,0,21,2
84,,0,1,4,85,2900,I,unchosen,,,,,,,1,21,2
85,,0,1,4,86,1800,E,chosen,,,,,,,0,21,2
86,,0,1,4,87,1700,G,unchosen,,,,,,,0,21,2
87,,0,1,4,88,1800,B,unchosen,,,,,,,0,21,2
88,,0,1,4,89,1900,D,chosen,,,,,,,0,21,2
89,,0,1,4,90,3600,I,chosen,,,,,,,1,21,2
90,,0,1,4,91,2300,E,unchosen,,,,,,,0,21,2
91,,0,1,4,92,1400,A,chosen,,,,,,,0,21,2
92,,0,1,4,93,2600,H,unchosen,,,,,,,0,21,2
93,,0,1,4,94,2600,D,unchosen,,,,,,,0,21,2
94,,0,1,4,95,1000,H,chosen,,,,,,,0,21,2
95,,0,1,4,96,1200,K,chosen,,,,,,,0,21,2
96,,0,1,4,97,1500,F,unchosen,,,,,,,0,21,2
97,,0,1,4,98,2200,K,unchosen,,,,,,,0,21,2
98,,0,1,4,99,1800,G,chosen,,,,,,,0,21,2
