,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,long_iti,simulation,version
0,,1,0,,1,1500,,,,,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,,,,,34,1
1,,1,0,,2,1000,,,,,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,,,,,34,1
2,,1,0,,3,3000,,,,,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,,,,,34,1
3,,0,1,1,4,3300,K,chosen,,,,,,,1,34,1
4,,0,1,1,5,2000,C,chosen,,,,,,,0,34,1
5,,0,1,1,6,2200,J,unchosen,,,,,,,0,34,1
6,,0,1,1,7,2600,D,unchosen,,,,,,,0,34,1
7,,0,1,1,8,2500,I,chosen,,,,,,,0,34,1
8,,0,1,1,9,1300,H,unchosen,,,,,,,0,34,1
9,,0,1,1,10,1700,G,unchosen,,,,,,,0,34,1
10,,0,1,1,11,1000,L,chosen,,,,,,,0,34,1
11,,0,1,1,12,2900,B,unchosen,,,,,,,0,34,1
12,,0,1,1,13,2100,E,unchosen,,,,,,,0,34,1
13,,0,1,1,14,3000,H,chosen,,,,,,,1,34,1
14,,0,1,1,15,1300,L,unchosen,,,,,,,0,34,1
15,,0,1,1,16,2800,G,chosen,,,,,,,0,34,1
16,,0,1,1,17,1300,K,unchosen,,,,,,,0,34,1
17,,0,1,1,18,1200,J,chosen,,,,,,,0,34,1
18,,0,1,1,19,3300,B,chosen,,,,,,,1,34,1
19,,0,1,1,20,2200,C,unchosen,,,,,,,0,34,1
20,,0,1,1,21,2700,I,unchosen,,,,,,,0,34,1
21,,0,1,1,22,1200,E,chosen,,,,,,,0,34,1
22,,0,1,1,23,1200,D,chosen,,,,,,,0,34,1
23,,0,1,1,24,4500,A,unchosen,,,,,,,1,34,1
24,,0,1,1,25,1100,A,chosen,,,,,,,0,34,1
25,,0,1,1,26,1100,F,unchosen,,,,,,,0,34,1
26,,0,1,1,27,2900,F,chosen,,,,,,,0,34,1
27,,0,1,2,28,2900,F,chosen,,,,,,,0,34,1
28,,0,1,2,29,1000,L,unchosen,,,,,,,0,34,1
29,,0,1,2,30,1800,A,chosen,,,,,,,0,34,1
30,,0,1,2,31,1400,J,unchosen,,,,,,,0,34,1
31,,0,1,2,32,1000,C,chosen,,,,,,,0,34,1
32,,0,1,2,33,2200,B,chosen,,,,,,,0,34,1
33,,0,1,2,34,1200,A,unchosen,,,,,,,0,34,1
34,,0,1,2,35,1200,D,unchosen,,,,,,,0,34,1
35,,0,1,2,36,4500,L,chosen,,,,,,,1,34,1
36,,0,1,2,37,1100,I,unchosen,,,,,,,0,34,1
37,,0,1,2,38,1600,B,unchosen,,,,,,,0,34,1
38,,0,1,2,39,1700,H,chosen,,,,,,,0,34,1
39,,0,1,2,40,1800,G,unchosen,,,,,,,0,34,1
40,,0,1,2,41,1000,F,unchosen,,,,,,,0,34,1
41,,0,1,2,42,2000,K,chosen,,,,,,,0,34,1
42,,0,1,2,43,1800,C,unchosen,,,,,,,0,34,1
43,,0,1,2,44,1300,J,chosen,,,,,,,0,34,1
