PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
64185,localizer,0,0,stimulus,0,400,0,420
64185,localizer,0,0,iti,400,300,420,315
64185,localizer,0,0,stimulus,700,400,735,417
64185,localizer,0,0,iti,1100,300,1152,416
64185,localizer,0,0,stimulus,1400,400,1568,418
64185,localizer,0,0,iti,1800,300,1986,318
64185,localizer,0,0,stimulus,2100,400,2304,426
64185,localizer,0,0,iti,2500,300,2730,320
64185,localizer,0,0,stimulus,2800,400,3050,470
64185,localizer,0,0,iti,3200,300,3520,317
64185,localizer,0,0,stimulus,3500,400,3837,412
64185,localizer,0,0,iti,3900,300,4249,321
64185,localizer,0,1,stimulus,4200,400,4570,429
64185,localizer,0,1,iti,4600,300,4999,314
64185,localizer,0,2,stimulus,4900,400,5313,418
64185,localizer,0,2,iti,5300,300,5731,331
64185,localizer,0,2,stimulus,5600,400,6062,421
64185,localizer,0,2,iti,6000,300,6483,318
64185,localizer,0,3,stimulus,6300,400,6801,414
64185,localizer,0,3,iti,6700,300,7215,393
64185,localizer,0,4,stimulus,7000,400,7608,446
64185,localizer,0,4,iti,7400,300,8054,320
64185,localizer,0,5,stimulus,7700,400,8374,428
64185,localizer,0,5,iti,8100,300,8802,321
64185,localizer,1,6,stimulus,0,400,0,417
64185,localizer,1,6,iti,400,300,417,320
64185,localizer,1,7,stimulus,700,400,737,427
64185,localizer,1,7,iti,1100,300,1164,319
64185,localizer,1,8,stimulus,1400,400,1483,411
64185,localizer,1,8,iti,1800,300,1894,381
64185,localizer,1,9,stimulus,2100,400,2275,428
64185,localizer,1,9,iti,2500,300,2703,320
64185,localizer,1,10,stimulus,2800,400,3023,427
64185,localizer,1,10,iti,3200,300,3450,341
64185,localizer,1,11,stimulus,3500,400,3791,429
64185,localizer,1,11,iti,3900,300,4220,323
64185,localizer,1,12,stimulus,4200,400,4543,419
64185,localizer,1,12,iti,4600,300,4962,320
64185,localizer,1,13,stimulus,4900,400,5282,455
64185,localizer,1,13,iti,5300,300,5737,324
64185,localizer,1,14,stimulus,5600,400,6061,423
64185,localizer,1,14,iti,6000,300,6484,314
64185,localizer,1,15,stimulus,6300,400,6798,424
64185,localizer,1,15,iti,6700,300,7222,411
64185,localizer,1,16,stimulus,7000,400,7633,425
64185,localizer,1,16,iti,7400,300,8058,321
64185,localizer,1,17,stimulus,7700,400,8379,419
64185,localizer,1,17,iti,8100,300,8798,319
64185,localizer,1,18,stimulus,8400,400,9117,691
64185,localizer,1,18,iti,8800,300,9808,323
64185,localizer,1,19,stimulus,9100,400,10131,414
64185,localizer,1,19,iti,9500,300,10545,314
64185,localizer,1,20,stimulus,9800,400,10859,419
64185,localizer,1,20,iti,10200,300,11278,322
64185,localizer,1,21,stimulus,10500,400,11600,451
64185,localizer,1,21,iti,10900,300,12051,318
