PID,phase,run,trial,event,onset,duration
90251,localizer,0,0,stimulus,0,0.3
90251,localizer,0,0,iti,0.3,0.4
90251,localizer,0,0,stimulus,0.7,0.3
90251,localizer,0,0,iti,1,0.4
90251,localizer,0,0,stimulus,1.4,0.3
90251,localizer,0,0,iti,1.7,0.4
90251,localizer,0,0,stimulus,2.1,0.3
90251,localizer,0,0,iti,2.4,0.4
90251,localizer,0,1,stimulus,2.8,0.3
90251,localizer,0,1,iti,3.0999999999999996,0.4
90251,localizer,0,1,stimulus,3.4999999999999996,0.3
90251,localizer,0,1,iti,3.7999999999999994,0.4
90251,localizer,0,1,stimulus,4.199999999999999,0.3
90251,localizer,0,1,iti,4.499999999999999,0.4
90251,localizer,0,1,stimulus,4.8999999999999995,0.3
90251,localizer,0,1,iti,5.199999999999999,0.4
90251,localizer,0,1,stimulus,5.6,0.3
90251,localizer,0,1,iti,5.8999999999999995,0.4
90251,localizer,0,2,stimulus,6.3,0.3
90251,localizer,0,2,iti,6.6,0.4
90251,localizer,0,2,stimulus,7,0.3
90251,localizer,0,2,iti,7.3,0.4
90251,localizer,0,3,stimulus,7.7,0.3
90251,localizer,0,3,iti,8,0.4
90251,localizer,0,4,stimulus,8.4,0.3
90251,localizer,0,4,iti,8.700000000000001,0.4
90251,localizer,0,4,stimulus,9.100000000000001,0.3
90251,localizer,0,4,iti,9.400000000000002,0.4
90251,localizer,0,4,stimulus,9.800000000000002,0.3
90251,localizer,0,4,iti,10.100000000000003,0.4
90251,localizer,0,4,stimulus,10.500000000000004,0.3
90251,localizer,0,4,iti,10.800000000000004,0.4
90251,localizer,0,4,stimulus,11.200000000000005,0.3
90251,localizer,0,4,iti,11.500000000000005,0.4
90251,localizer,0,4,stimulus,11.900000000000006,0.3
90251,localizer,0,4,iti,12.200000000000006,0.4
90251,localizer,0,5,stimulus,12.600000000000007,0.3
90251,localizer,0,5,iti,12.900000000000007,0.4
90251,localizer,0,5,stimulus,13.300000000000008,0.3
90251,localizer,0,5,iti,13.600000000000009,0.4
90251,localizer,0,5,stimulus,14.000000000000009,0.3
90251,localizer,0,5,iti,14.30000000000001,0.4
90251,localizer,1,6,stimulus,0,0.3
90251,localizer,1,6,iti,0.3,0.4
90251,localizer,1,7,stimulus,0.7,0.3
90251,localizer,1,7,iti,1,0.4
90251,localizer,1,8,stimulus,1.4,0.3
90251,localizer,1,8,iti,1.7,0.4
90251,localizer,1,9,stimulus,2.1,0.3
90251,localizer,1,9,iti,2.4,0.4
90251,localizer,1,10,stimulus,2.8,0.3
90251,localizer,1,10,iti,3.0999999999999996,0.4
90251,localizer,1,11,stimulus,3.4999999999999996,0.3
90251,localizer,1,11,iti,3.7999999999999994,0.4
90251,localizer,1,12,stimulus,4.199999999999999,0.3
90251,localizer,1,12,iti,4.499999999999999,0.4
90251,localizer,1,13,stimulus,4.8999999999999995,0.3
90251,localizer,1,13,iti,5.199999999999999,0.4
90251,localizer,1,14,stimulus,5.6,0.3
90251,localizer,1,14,iti,5.8999999999999995,0.4
90251,localizer,1,15,stimulus,6.3,0.3
90251,localizer,1,15,iti,6.6,0.4
90251,localizer,1,16,stimulus,7,0.3
90251,localizer,1,16,iti,7.3,0.4
90251,localizer,1,17,stimulus,7.7,0.3
90251,localizer,1,17,iti,8,0.4
90251,localizer,1,18,stimulus,8.4,0.3
90251,localizer,1,18,iti,8.700000000000001,0.4
90251,localizer,1,19,stimulus,9.100000000000001,0.3
90251,localizer,1,19,iti,9.400000000000002,0.4
90251,localizer,1,20,stimulus,9.800000000000002,0.3
90251,localizer,1,20,iti,10.100000000000003,0.4
90251,localizer,1,21,stimulus,10.500000000000004,0.3
90251,localizer,1,21,iti,10.800000000000004,0.4
90251,localizer,1,22,stimulus,11.200000000000005,0.3
90251,localizer,1,22,iti,11.500000000000005,0.4
90251,localizer,1,23,stimulus,11.900000000000006,0.3
90251,localizer,1,23,iti,12.200000000000006,0.4
90251,localizer,1,24,stimulus,12.600000000000007,0.3
90251,localizer,1,24,iti,12.900000000000007,0.4
90251,localizer,1,25,stimulus,13.300000000000008,0.3
90251,localizer,1,25,iti,13.600000000000009,14
90251,localizer,1,26,stimulus,27.60000000000001,0.3
90251,localizer,1,26,iti,27.90000000000001,0.4
90251,localizer,1,27,stimulus,28.300000000000008,0.3
90251,localizer,1,27,iti,28.60000000000001,0.4
90251,localizer,1,28,stimulus,29.000000000000007,0.3
90251,localizer,1,28,iti,29.300000000000008,0.4
90251,localizer,1,29,stimulus,29.700000000000006,0.3
90251,localizer,1,29,iti,30.000000000000007,0.4
90251,localizer,1,30,stimulus,30.400000000000006,0.3
90251,localizer,1,30,iti,30.700000000000006,0.4
90251,localizer,1,31,stimulus,31.100000000000005,0.3
90251,localizer,1,31,iti,31.400000000000006,0.4
90251,localizer,1,32,stimulus,31.800000000000004,0.3
90251,localizer,1,32,iti,32.1,0.4
90251,localizer,1,33,stimulus,32.5,0.3
90251,localizer,1,33,iti,32.8,0.4
90251,localizer,1,34,stimulus,33.199999999999996,0.3
90251,localizer,1,34,iti,33.49999999999999,0.4
90251,localizer,1,35,stimulus,33.89999999999999,0.3
90251,localizer,1,35,iti,34.19999999999999,0.4
90251,localizer,1,36,stimulus,34.59999999999999,0.3
90251,localizer,1,36,iti,34.899999999999984,0.4
90251,localizer,1,37,stimulus,35.29999999999998,0.3
90251,localizer,1,37,iti,35.59999999999998,0.4
90251,localizer,1,38,stimulus,35.99999999999998,0.3
90251,localizer,1,38,iti,36.299999999999976,0.4
90251,localizer,1,39,stimulus,36.699999999999974,0.3
90251,localizer,1,39,iti,36.99999999999997,0.4
90251,localizer,1,40,stimulus,37.39999999999997,0.3
90251,localizer,1,40,iti,37.69999999999997,0.4
90251,localizer,1,41,stimulus,38.099999999999966,0.3
90251,localizer,1,41,iti,38.39999999999996,0.4
90251,localizer,1,42,stimulus,38.79999999999996,0.3
90251,localizer,1,42,iti,39.09999999999996,0.4
90251,localizer,1,43,stimulus,39.49999999999996,0.3
90251,localizer,1,43,iti,39.799999999999955,0.4
90251,localizer,1,44,stimulus,40.19999999999995,0.3
90251,localizer,1,44,iti,40.49999999999995,0.4
90251,localizer,1,45,stimulus,40.89999999999995,0.3
90251,localizer,1,45,iti,41.199999999999946,14
90251,localizer,1,46,stimulus,55.199999999999946,0.3
90251,localizer,1,46,iti,55.49999999999994,0.4
90251,localizer,1,47,stimulus,55.89999999999994,0.3
90251,localizer,1,47,iti,56.19999999999994,0.4
90251,localizer,1,48,stimulus,56.59999999999994,0.3
90251,localizer,1,48,iti,56.899999999999935,0.4
90251,localizer,1,49,stimulus,57.29999999999993,0.3
90251,localizer,1,49,iti,57.59999999999993,0.4
90251,localizer,1,50,stimulus,57.99999999999993,0.3
90251,localizer,1,50,iti,58.299999999999926,0.4
90251,localizer,1,51,stimulus,58.699999999999925,0.3
90251,localizer,1,51,iti,58.99999999999992,0.4
90251,localizer,1,52,stimulus,59.39999999999992,0.3
90251,localizer,1,52,iti,59.69999999999992,0.4
90251,localizer,1,53,stimulus,60.099999999999916,0.3
90251,localizer,1,53,iti,60.39999999999991,0.4
90251,localizer,1,54,stimulus,60.79999999999991,0.3
90251,localizer,1,54,iti,61.09999999999991,0.4
90251,localizer,1,55,stimulus,61.49999999999991,0.3
90251,localizer,1,55,iti,61.799999999999905,0.4
90251,localizer,1,56,stimulus,62.1999999999999,0.3
90251,localizer,1,56,iti,62.4999999999999,0.4
90251,localizer,1,57,stimulus,62.8999999999999,0.3
90251,localizer,1,57,iti,63.199999999999896,0.4
90251,localizer,1,58,stimulus,63.599999999999895,0.3
90251,localizer,1,58,iti,63.89999999999989,0.4
90251,localizer,1,59,stimulus,64.2999999999999,0.3
90251,localizer,1,59,iti,64.5999999999999,0.4
90251,localizer,1,60,stimulus,64.9999999999999,0.3
90251,localizer,1,60,iti,65.2999999999999,0.4
90251,localizer,1,61,stimulus,65.6999999999999,0.3
90251,localizer,1,61,iti,65.9999999999999,0.4
90251,localizer,1,62,stimulus,66.3999999999999,0.3
90251,localizer,1,62,iti,66.6999999999999,0.4
90251,localizer,1,63,stimulus,67.09999999999991,0.3
90251,localizer,1,63,iti,67.3999999999999,0.4
90251,localizer,1,64,stimulus,67.79999999999991,0.3
90251,localizer,1,64,iti,68.09999999999991,0.4
90251,localizer,1,65,stimulus,68.49999999999991,0.3
90251,localizer,1,65,iti,68.79999999999991,14
90251,localizer,1,66,stimulus,82.79999999999991,0.3
90251,localizer,1,66,iti,83.09999999999991,0.4
90251,localizer,1,67,stimulus,83.49999999999991,0.3
90251,localizer,1,67,iti,83.79999999999991,0.4
90251,localizer,1,68,stimulus,84.19999999999992,0.3
90251,localizer,1,68,iti,84.49999999999991,0.4
90251,localizer,1,69,stimulus,84.89999999999992,0.3
90251,localizer,1,69,iti,85.19999999999992,0.4
90251,localizer,1,70,stimulus,85.59999999999992,0.3
90251,localizer,1,70,iti,85.89999999999992,0.4
90251,localizer,1,71,stimulus,86.29999999999993,0.3
90251,localizer,1,71,iti,86.59999999999992,0.4
90251,localizer,1,72,stimulus,86.99999999999993,0.3
90251,localizer,1,72,iti,87.29999999999993,0.4
90251,localizer,1,73,stimulus,87.69999999999993,0.3
90251,localizer,1,73,iti,87.99999999999993,0.4
90251,localizer,1,74,stimulus,88.39999999999993,0.3
90251,localizer,1,74,iti,88.69999999999993,0.4
90251,localizer,1,75,stimulus,89.09999999999994,0.3
90251,localizer,1,75,iti,89.39999999999993,0.4
90251,localizer,1,76,stimulus,89.79999999999994,0.3
90251,localizer,1,76,iti,90.09999999999994,0.4
90251,localizer,1,77,stimulus,90.49999999999994,0.3
90251,localizer,1,77,iti,90.79999999999994,0.4
90251,localizer,1,78,stimulus,91.19999999999995,0.3
90251,localizer,1,78,iti,91.49999999999994,0.4
90251,localizer,1,79,stimulus,91.89999999999995,0.3
90251,localizer,1,79,iti,92.19999999999995,0.4
90251,localizer,1,80,stimulus,92.59999999999995,0.3
90251,localizer,1,80,iti,92.89999999999995,0.4
90251,localizer,1,81,stimulus,93.29999999999995,0.3
