PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
75229,localizer,0,0,stimulus,0,400,0,414
75229,localizer,0,0,iti,400,300,414,315
75229,localizer,0,0,stimulus,700,400,729,413
75229,localizer,0,0,iti,1100,300,1142,321
75229,localizer,0,0,stimulus,1400,400,1463,415
75229,localizer,0,0,iti,1800,300,1878,310
75229,localizer,0,0,stimulus,2100,400,2188,408
75229,localizer,0,0,iti,2500,300,2596,312
75229,localizer,0,0,stimulus,2800,400,2908,417
75229,localizer,0,0,iti,3200,300,3325,308
75229,localizer,0,0,stimulus,3500,400,3633,413
75229,localizer,0,0,iti,3900,300,4046,315
75229,localizer,0,0,stimulus,4200,400,4361,416
75229,localizer,0,0,iti,4600,300,4777,324
75229,localizer,0,1,stimulus,4900,400,5101,411
75229,localizer,0,1,iti,5300,300,5512,312
75229,localizer,0,2,stimulus,5600,400,5824,415
75229,localizer,0,2,iti,6000,300,6239,320
75229,localizer,0,2,stimulus,6300,400,6559,425
75229,localizer,0,2,iti,6700,300,6984,373
75229,localizer,0,2,stimulus,7000,400,7357,418
75229,localizer,0,2,iti,7400,300,7775,309
75229,localizer,0,2,stimulus,7700,400,8084,424
75229,localizer,0,2,iti,8100,300,8508,317
75229,localizer,0,2,stimulus,8400,400,8825,411
75229,localizer,0,2,iti,8800,300,9236,309
75229,localizer,0,2,stimulus,9100,400,9545,408
75229,localizer,0,2,iti,9500,300,9953,310
75229,localizer,0,3,stimulus,9800,400,10263,420
75229,localizer,0,3,iti,10200,300,10683,307
75229,localizer,0,4,stimulus,10500,400,10990,412
75229,localizer,0,4,iti,10900,300,11402,313
75229,localizer,0,4,stimulus,11200,400,11715,412
75229,localizer,0,4,iti,11600,300,12127,310
75229,localizer,0,4,stimulus,11900,400,12437,411
75229,localizer,0,4,iti,12300,300,12848,356
75229,localizer,0,4,stimulus,12600,400,13204,420
75229,localizer,0,4,iti,13000,300,13624,311
75229,localizer,0,4,stimulus,13300,400,13935,408
75229,localizer,0,4,iti,13700,300,14343,305
