PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
22705,localizer,0,0,stimulus,0,400,0,405
22705,localizer,0,0,iti,400,300,405,306
22705,localizer,0,0,stimulus,700,400,711,406
22705,localizer,0,0,iti,1100,300,1117,305
22705,localizer,0,0,stimulus,1400,400,1422,405
22705,localizer,0,0,iti,1800,300,1827,305
22705,localizer,0,1,stimulus,2100,400,2132,404
22705,localizer,0,1,iti,2500,300,2536,306
22705,localizer,0,2,stimulus,2800,400,2842,405
22705,localizer,0,2,iti,3200,300,3247,306
22705,localizer,0,3,stimulus,3500,400,3553,404
22705,localizer,0,3,iti,3900,300,3957,306
22705,localizer,0,4,stimulus,4200,400,4263,405
22705,localizer,0,4,iti,4600,300,4668,305
22705,localizer,0,5,stimulus,4900,400,4973,404
22705,localizer,0,5,iti,5300,300,5377,306
22705,localizer,1,6,stimulus,0,400,0,405
22705,localizer,1,6,iti,400,300,405,305
22705,localizer,1,7,stimulus,700,400,710,405
22705,localizer,1,7,iti,1100,300,1115,305
22705,localizer,1,8,stimulus,1400,400,1420,405
22705,localizer,1,8,iti,1800,300,1825,305
22705,localizer,1,9,stimulus,2100,400,2130,405
22705,localizer,1,9,iti,2500,300,2535,305
22705,localizer,1,10,stimulus,2800,400,2840,404
22705,localizer,1,10,iti,3200,300,3244,305
22705,localizer,1,11,stimulus,3500,400,3549,406
22705,localizer,1,11,iti,3900,300,3955,304
22705,localizer,1,12,stimulus,4200,400,4259,405
22705,localizer,1,12,iti,4600,300,4664,305
22705,localizer,1,13,stimulus,4900,400,4969,405
22705,localizer,1,13,iti,5300,300,5374,304
22705,localizer,1,14,stimulus,5600,400,5678,405
22705,localizer,1,14,iti,6000,300,6083,305
22705,localizer,1,15,stimulus,6300,400,6388,406
22705,localizer,1,15,iti,6700,300,6794,305
22705,localizer,1,16,stimulus,7000,400,7099,405
22705,localizer,1,16,iti,7400,300,7504,305
22705,localizer,1,17,stimulus,7700,400,7809,405
22705,localizer,1,17,iti,8100,300,8214,314
22705,localizer,1,18,stimulus,8400,400,8528,406
22705,localizer,1,18,iti,8800,300,8934,304
22705,localizer,1,19,stimulus,9100,400,9238,405
22705,localizer,1,19,iti,9500,300,9643,305
22705,localizer,1,20,stimulus,9800,400,9948,405
22705,localizer,1,20,iti,10200,300,10353,304
22705,localizer,1,21,stimulus,10500,400,10657,405
22705,localizer,1,21,iti,10900,300,11062,305
22705,localizer,1,22,stimulus,11200,400,11367,405
22705,localizer,1,22,iti,11600,300,11772,306
22705,localizer,1,23,stimulus,11900,400,12078,406
22705,localizer,1,23,iti,12300,300,12484,305
22705,localizer,1,24,stimulus,12600,400,12789,405
22705,localizer,1,24,iti,13000,300,13194,305
22705,localizer,1,25,stimulus,13300,400,13499,405
22705,localizer,1,25,iti,13700,14000,13904,14005
22705,localizer,1,26,stimulus,27700,400,27909,406
22705,localizer,1,26,iti,28100,300,28315,305
22705,localizer,1,27,stimulus,28400,400,28620,414
22705,localizer,1,27,iti,28800,300,29034,305
22705,localizer,1,28,stimulus,29100,400,29339,405
22705,localizer,1,28,iti,29500,300,29744,304
