PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
85508,localizer,0,0,stimulus,0,400,0,428
85508,localizer,0,0,iti,400,300,428,318
85508,localizer,0,0,stimulus,700,400,746,441
85508,localizer,0,0,iti,1100,300,1187,317
85508,localizer,0,0,stimulus,1400,400,1504,424
85508,localizer,0,0,iti,1800,300,1928,316
85508,localizer,0,0,stimulus,2100,400,2244,490
85508,localizer,0,0,iti,2500,300,2734,319
85508,localizer,0,1,stimulus,2800,400,3053,498
85508,localizer,0,1,iti,3200,300,3551,415
85508,localizer,0,1,stimulus,3500,400,3966,461
85508,localizer,0,1,iti,3900,300,4427,332
85508,localizer,0,1,stimulus,4200,400,4759,417
85508,localizer,0,1,iti,4600,300,5176,320
85508,localizer,0,2,stimulus,4900,400,5496,423
85508,localizer,0,2,iti,5300,300,5919,340
85508,localizer,0,2,stimulus,5600,400,6259,460
85508,localizer,0,2,iti,6000,300,6719,329
85508,localizer,0,2,stimulus,6300,400,7048,416
85508,localizer,0,2,iti,6700,300,7464,318
85508,localizer,0,2,stimulus,7000,400,7782,417
85508,localizer,0,2,iti,7400,300,8199,311
85508,localizer,0,2,stimulus,7700,400,8510,416
85508,localizer,0,2,iti,8100,300,8926,316
85508,localizer,0,2,stimulus,8400,400,9242,417
85508,localizer,0,2,iti,8800,300,9659,324
85508,localizer,0,2,stimulus,9100,400,9983,421
85508,localizer,0,2,iti,9500,300,10404,341
85508,localizer,0,3,stimulus,9800,400,10745,423
85508,localizer,0,3,iti,10200,300,11168,327
85508,localizer,0,3,stimulus,10500,400,11495,417
85508,localizer,0,3,iti,10900,300,11912,318
85508,localizer,0,3,stimulus,11200,400,12230,414
85508,localizer,0,3,iti,11600,300,12644,322
85508,localizer,0,3,stimulus,11900,400,12966,517
85508,localizer,0,3,iti,12300,300,13483,322
85508,localizer,0,4,stimulus,12600,400,13805,417
85508,localizer,0,4,iti,13000,300,14222,371
85508,localizer,0,4,stimulus,13300,400,14593,426
85508,localizer,0,4,iti,13700,300,15019,317
85508,localizer,0,5,stimulus,14000,400,15336,425
85508,localizer,0,5,iti,14400,300,15761,316
85508,localizer,0,5,stimulus,14700,400,16077,426
85508,localizer,0,5,iti,15100,300,16503,338
85508,localizer,1,6,stimulus,0,400,0,419
85508,localizer,1,6,iti,400,300,419,320
85508,localizer,1,7,stimulus,700,400,739,474
85508,localizer,1,7,iti,1100,300,1213,318
85508,localizer,1,8,stimulus,1400,400,1531,425
85508,localizer,1,8,iti,1800,300,1956,317
85508,localizer,1,9,stimulus,2100,400,2273,437
85508,localizer,1,9,iti,2500,300,2710,319
85508,localizer,1,10,stimulus,2800,400,3029,422
85508,localizer,1,10,iti,3200,300,3451,325
85508,localizer,1,11,stimulus,3500,400,3776,418
85508,localizer,1,11,iti,3900,300,4194,323
85508,localizer,1,12,stimulus,4200,400,4517,417
85508,localizer,1,12,iti,4600,300,4934,320
85508,localizer,1,13,stimulus,4900,400,5254,451
85508,localizer,1,13,iti,5300,300,5705,313
85508,localizer,1,14,stimulus,5600,400,6018,422
85508,localizer,1,14,iti,6000,300,6440,320
85508,localizer,1,15,stimulus,6300,400,6760,421
85508,localizer,1,15,iti,6700,300,7181,325
