PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
50734,localizer,0,0,stimulus,0,400,0,417
50734,localizer,0,0,iti,400,300,417,308
50734,localizer,0,0,stimulus,700,400,725,409
50734,localizer,0,0,iti,1100,300,1134,307
50734,localizer,0,0,stimulus,1400,400,1441,412
50734,localizer,0,0,iti,1800,300,1853,312
50734,localizer,0,0,stimulus,2100,400,2165,417
50734,localizer,0,0,iti,2500,300,2582,310
50734,localizer,0,0,stimulus,2800,400,2892,409
50734,localizer,0,0,iti,3200,300,3301,310
50734,localizer,0,1,stimulus,3500,400,3611,407
50734,localizer,0,1,iti,3900,300,4018,308
50734,localizer,0,1,stimulus,4200,400,4326,412
50734,localizer,0,1,iti,4600,300,4738,310
50734,localizer,0,2,stimulus,4900,400,5048,410
50734,localizer,0,2,iti,5300,300,5458,306
50734,localizer,0,2,stimulus,5600,400,5764,415
50734,localizer,0,2,iti,6000,300,6179,308
50734,localizer,0,3,stimulus,6300,400,6487,410
50734,localizer,0,3,iti,6700,300,6897,309
50734,localizer,0,3,stimulus,7000,400,7206,410
50734,localizer,0,3,iti,7400,300,7616,317
50734,localizer,0,4,stimulus,7700,400,7933,415
50734,localizer,0,4,iti,8100,300,8348,308
50734,localizer,0,4,stimulus,8400,400,8656,408
50734,localizer,0,4,iti,8800,300,9064,310
50734,localizer,0,5,stimulus,9100,400,9374,415
50734,localizer,0,5,iti,9500,300,9789,307
50734,localizer,1,6,stimulus,0,400,0,430
50734,localizer,1,6,iti,400,300,430,306
50734,localizer,1,7,stimulus,700,400,736,409
50734,localizer,1,7,iti,1100,300,1145,310
50734,localizer,1,8,stimulus,1400,400,1455,412
50734,localizer,1,8,iti,1800,300,1867,326
50734,localizer,1,9,stimulus,2100,400,2193,445
50734,localizer,1,9,iti,2500,300,2638,311
50734,localizer,1,10,stimulus,2800,400,2949,410
50734,localizer,1,10,iti,3200,300,3359,310
50734,localizer,1,11,stimulus,3500,400,3669,411
50734,localizer,1,11,iti,3900,300,4080,379
50734,localizer,1,12,stimulus,4200,400,4459,412
50734,localizer,1,12,iti,4600,300,4871,312
50734,localizer,1,13,stimulus,4900,400,5183,408
50734,localizer,1,13,iti,5300,300,5591,318
50734,localizer,1,14,stimulus,5600,400,5909,408
50734,localizer,1,14,iti,6000,300,6317,310
50734,localizer,1,15,stimulus,6300,400,6627,409
50734,localizer,1,15,iti,6700,300,7036,311
50734,localizer,1,16,stimulus,7000,400,7347,411
50734,localizer,1,16,iti,7400,300,7758,320
50734,localizer,1,17,stimulus,7700,400,8078,411
50734,localizer,1,17,iti,8100,300,8489,308
50734,localizer,1,18,stimulus,8400,400,8797,412
50734,localizer,1,18,iti,8800,300,9209,309
50734,localizer,1,19,stimulus,9100,400,9518,411
50734,localizer,1,19,iti,9500,300,9929,352
50734,localizer,1,20,stimulus,9800,400,10281,407
50734,localizer,1,20,iti,10200,300,10688,307
50734,localizer,1,21,stimulus,10500,400,10995,407
50734,localizer,1,21,iti,10900,300,11402,306
50734,localizer,1,22,stimulus,11200,400,11708,407
50734,localizer,1,22,iti,11600,300,12115,353
50734,localizer,1,23,stimulus,11900,400,12468,410
50734,localizer,1,23,iti,12300,300,12878,312
50734,localizer,1,24,stimulus,12600,400,13190,409
50734,localizer,1,24,iti,13000,300,13599,309
50734,localizer,1,25,stimulus,13300,400,13908,429
50734,localizer,1,25,iti,13700,14000,14337,14027
50734,localizer,1,26,stimulus,27700,400,28364,414
50734,localizer,1,26,iti,28100,300,28778,309
50734,localizer,1,27,stimulus,28400,400,29087,408
50734,localizer,1,27,iti,28800,300,29495,307
50734,localizer,1,28,stimulus,29100,400,29802,416
50734,localizer,1,28,iti,29500,300,30218,308
50734,localizer,1,29,stimulus,29800,400,30526,413
50734,localizer,1,29,iti,30200,300,30939,312
50734,localizer,1,30,stimulus,30500,400,31251,411
50734,localizer,1,30,iti,30900,300,31662,310
50734,localizer,1,31,stimulus,31200,400,31972,409
50734,localizer,1,31,iti,31600,300,32381,308
50734,localizer,1,32,stimulus,31900,400,32689,411
50734,localizer,1,32,iti,32300,300,33100,316
50734,localizer,1,33,stimulus,32600,400,33416,410
50734,localizer,1,33,iti,33000,300,33826,319
50734,localizer,1,34,stimulus,33300,400,34145,411
50734,localizer,1,34,iti,33700,300,34556,308
50734,localizer,1,35,stimulus,34000,400,34864,408
50734,localizer,1,35,iti,34400,300,35272,307
50734,localizer,1,36,stimulus,34700,400,35579,413
50734,localizer,1,36,iti,35100,300,35992,345
50734,localizer,1,37,stimulus,35400,400,36337,416
50734,localizer,1,37,iti,35800,300,36753,338
50734,localizer,1,38,stimulus,36100,400,37091,407
50734,localizer,1,38,iti,36500,300,37498,334
50734,localizer,1,39,stimulus,36800,400,37832,445
50734,localizer,1,39,iti,37200,300,38277,308
50734,localizer,1,40,stimulus,37500,400,38585,408
50734,localizer,1,40,iti,37900,300,38993,307
50734,localizer,1,41,stimulus,38200,400,39300,409
50734,localizer,1,41,iti,38600,300,39709,310
50734,localizer,1,42,stimulus,38900,400,40019,566
50734,localizer,1,42,iti,39300,300,40585,316
50734,localizer,1,43,stimulus,39600,400,40901,409
50734,localizer,1,43,iti,40000,300,41310,312
50734,localizer,1,44,stimulus,40300,400,41622,409
50734,localizer,1,44,iti,40700,300,42031,313
50734,localizer,1,45,stimulus,41000,400,42344,413
50734,localizer,1,45,iti,41400,14000,42757,14043
50734,localizer,1,46,stimulus,55400,400,56800,415
50734,localizer,1,46,iti,55800,300,57215,306
50734,localizer,1,47,stimulus,56100,400,57521,410
50734,localizer,1,47,iti,56500,300,57931,322
50734,localizer,1,48,stimulus,56800,400,58253,410
50734,localizer,1,48,iti,57200,300,58663,310
50734,localizer,1,49,stimulus,57500,400,58973,408
50734,localizer,1,49,iti,57900,300,59381,314
50734,localizer,1,50,stimulus,58200,400,59695,412
50734,localizer,1,50,iti,58600,300,60107,346
50734,localizer,1,51,stimulus,58900,400,60453,411
50734,localizer,1,51,iti,59300,300,60864,306
50734,localizer,1,52,stimulus,59600,400,61170,407
50734,localizer,1,52,iti,60000,300,61577,310
50734,localizer,1,53,stimulus,60300,400,61887,417
50734,localizer,1,53,iti,60700,300,62304,312
50734,localizer,1,54,stimulus,61000,400,62616,410
50734,localizer,1,54,iti,61400,300,63026,311
50734,localizer,1,55,stimulus,61700,400,63337,409
50734,localizer,1,55,iti,62100,300,63746,308
50734,localizer,1,56,stimulus,62400,400,64054,464
50734,localizer,1,56,iti,62800,300,64518,308
50734,localizer,1,57,stimulus,63100,400,64826,409
50734,localizer,1,57,iti,63500,300,65235,309
50734,localizer,1,58,stimulus,63800,400,65544,410
50734,localizer,1,58,iti,64200,300,65954,311
50734,localizer,1,59,stimulus,64500,400,66265,409
50734,localizer,1,59,iti,64900,300,66674,309
50734,localizer,1,60,stimulus,65200,400,66983,409
50734,localizer,1,60,iti,65600,300,67392,309
50734,localizer,1,61,stimulus,65900,400,67701,413
50734,localizer,1,61,iti,66300,300,68114,375
50734,localizer,1,62,stimulus,66600,400,68489,421
50734,localizer,1,62,iti,67000,300,68910,311
50734,localizer,1,63,stimulus,67300,400,69221,410
50734,localizer,1,63,iti,67700,300,69631,306
50734,localizer,1,64,stimulus,68000,400,69937,430
50734,localizer,1,64,iti,68400,300,70367,319
50734,localizer,1,65,stimulus,68700,400,70686,479
50734,localizer,1,65,iti,69100,14000,71165,14019
50734,localizer,1,66,stimulus,83100,400,85184,410
50734,localizer,1,66,iti,83500,300,85594,313
50734,localizer,1,67,stimulus,83800,400,85907,439
50734,localizer,1,67,iti,84200,300,86346,315
50734,localizer,1,68,stimulus,84500,400,86661,411
50734,localizer,1,68,iti,84900,300,87072,310
50734,localizer,1,69,stimulus,85200,400,87382,407
50734,localizer,1,69,iti,85600,300,87789,380
50734,localizer,1,70,stimulus,85900,400,88169,428
50734,localizer,1,70,iti,86300,300,88597,310
50734,localizer,1,71,stimulus,86600,400,88907,411
50734,localizer,1,71,iti,87000,300,89318,316
50734,localizer,1,72,stimulus,87300,400,89634,420
50734,localizer,1,72,iti,87700,300,90054,380
50734,localizer,1,73,stimulus,88000,400,90434,420
50734,localizer,1,73,iti,88400,300,90854,310
50734,localizer,1,74,stimulus,88700,400,91164,409
50734,localizer,1,74,iti,89100,300,91573,309
50734,localizer,1,75,stimulus,89400,400,91882,423
50734,localizer,1,75,iti,89800,300,92305,311
50734,localizer,1,76,stimulus,90100,400,92616,407
50734,localizer,1,76,iti,90500,300,93023,315
50734,localizer,1,77,stimulus,90800,400,93338,410
50734,localizer,1,77,iti,91200,300,93748,307
50734,localizer,1,78,stimulus,91500,400,94055,410
50734,localizer,1,78,iti,91900,300,94465,310
50734,localizer,1,79,stimulus,92200,400,94775,411
50734,localizer,1,79,iti,92600,300,95186,308
50734,localizer,1,80,stimulus,92900,400,95494,410
50734,localizer,1,80,iti,93300,300,95904,334
50734,localizer,1,81,stimulus,93600,400,96238,407
50734,localizer,1,81,iti,94000,300,96645,309
50734,localizer,1,82,stimulus,94300,400,96954,413
50734,localizer,1,82,iti,94700,300,97367,309
50734,localizer,1,83,stimulus,95000,400,97676,415
50734,localizer,1,83,iti,95400,300,98091,323
50734,localizer,1,84,stimulus,95700,400,98414,416
50734,localizer,1,84,iti,96100,300,98830,309
50734,localizer,1,85,stimulus,96400,400,99139,410
50734,localizer,1,85,iti,96800,14000,99549,14026
50734,localizer,1,86,stimulus,110800,400,113575,416
50734,localizer,1,86,iti,111200,300,113991,321
50734,localizer,1,87,stimulus,111500,400,114312,413
50734,localizer,1,87,iti,111900,300,114725,307
50734,localizer,1,88,stimulus,112200,400,115032,408
