PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
23013,localizer,0,0,stimulus,0,400,0,411
23013,localizer,0,0,iti,400,300,411,319
23013,localizer,0,0,stimulus,700,400,730,416
23013,localizer,0,0,iti,1100,300,1146,313
23013,localizer,0,0,stimulus,1400,400,1459,438
23013,localizer,0,0,iti,1800,300,1897,315
23013,localizer,0,1,stimulus,2100,400,2212,411
23013,localizer,0,1,iti,2500,300,2623,313
23013,localizer,0,1,stimulus,2800,400,2936,418
23013,localizer,0,1,iti,3200,300,3354,341
23013,localizer,0,2,stimulus,3500,400,3695,416
23013,localizer,0,2,iti,3900,300,4111,311
23013,localizer,0,2,stimulus,4200,400,4422,420
23013,localizer,0,2,iti,4600,300,4842,311
23013,localizer,0,3,stimulus,4900,400,5153,429
23013,localizer,0,3,iti,5300,300,5582,421
23013,localizer,0,3,stimulus,5600,400,6003,411
23013,localizer,0,3,iti,6000,300,6414,308
23013,localizer,0,4,stimulus,6300,400,6722,421
23013,localizer,0,4,iti,6700,300,7143,310
23013,localizer,0,4,stimulus,7000,400,7453,432
23013,localizer,0,4,iti,7400,300,7885,314
23013,localizer,0,5,stimulus,7700,400,8199,416
23013,localizer,0,5,iti,8100,300,8615,319
23013,localizer,0,5,stimulus,8400,400,8934,416
23013,localizer,0,5,iti,8800,300,9350,312
23013,localizer,0,5,stimulus,9100,400,9662,411
23013,localizer,0,5,iti,9500,300,10073,316
23013,localizer,1,6,stimulus,0,400,0,462
23013,localizer,1,6,iti,400,300,462,317
23013,localizer,1,7,stimulus,700,400,779,410
23013,localizer,1,7,iti,1100,300,1189,314
23013,localizer,1,8,stimulus,1400,400,1503,407
23013,localizer,1,8,iti,1800,300,1910,312
23013,localizer,1,9,stimulus,2100,400,2222,409
23013,localizer,1,9,iti,2500,300,2631,311
23013,localizer,1,10,stimulus,2800,400,2942,409
23013,localizer,1,10,iti,3200,300,3351,317
23013,localizer,1,11,stimulus,3500,400,3668,416
23013,localizer,1,11,iti,3900,300,4084,316
23013,localizer,1,12,stimulus,4200,400,4400,426
23013,localizer,1,12,iti,4600,300,4826,312
23013,localizer,1,13,stimulus,4900,400,5138,410
23013,localizer,1,13,iti,5300,300,5548,319
23013,localizer,1,14,stimulus,5600,400,5867,420
23013,localizer,1,14,iti,6000,300,6287,310
23013,localizer,1,15,stimulus,6300,400,6597,433
23013,localizer,1,15,iti,6700,300,7030,317
23013,localizer,1,16,stimulus,7000,400,7347,416
23013,localizer,1,16,iti,7400,300,7763,311
23013,localizer,1,17,stimulus,7700,400,8074,424
23013,localizer,1,17,iti,8100,300,8498,312
23013,localizer,1,18,stimulus,8400,400,8810,418
23013,localizer,1,18,iti,8800,300,9228,311
23013,localizer,1,19,stimulus,9100,400,9539,410
23013,localizer,1,19,iti,9500,300,9949,337
23013,localizer,1,20,stimulus,9800,400,10286,423
23013,localizer,1,20,iti,10200,300,10709,317
23013,localizer,1,21,stimulus,10500,400,11026,413
23013,localizer,1,21,iti,10900,300,11439,316
23013,localizer,1,22,stimulus,11200,400,11755,416
23013,localizer,1,22,iti,11600,300,12171,334
23013,localizer,1,23,stimulus,11900,400,12505,413
23013,localizer,1,23,iti,12300,300,12918,309
23013,localizer,1,24,stimulus,12600,400,13227,414
23013,localizer,1,24,iti,13000,300,13641,320
23013,localizer,1,25,stimulus,13300,400,13961,418
23013,localizer,1,25,iti,13700,14000,14379,14021
23013,localizer,1,26,stimulus,27700,400,28400,422
