PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
88358,localizer,0,0,stimulus,0,400,0,404
88358,localizer,0,0,iti,400,300,404,304
88358,localizer,0,0,stimulus,700,400,708,404
88358,localizer,0,0,iti,1100,300,1112,304
88358,localizer,0,1,stimulus,1400,400,1416,404
88358,localizer,0,1,iti,1800,300,1820,303
88358,localizer,0,1,stimulus,2100,400,2123,404
88358,localizer,0,1,iti,2500,300,2527,302
88358,localizer,0,1,stimulus,2800,400,2829,405
88358,localizer,0,1,iti,3200,300,3234,303
88358,localizer,0,1,stimulus,3500,400,3537,404
88358,localizer,0,1,iti,3900,300,3941,303
88358,localizer,0,2,stimulus,4200,400,4244,403
88358,localizer,0,2,iti,4600,300,4647,303
88358,localizer,0,2,stimulus,4900,400,4950,403
88358,localizer,0,2,iti,5300,300,5353,303
88358,localizer,0,2,stimulus,5600,400,5656,403
88358,localizer,0,2,iti,6000,300,6059,303
88358,localizer,0,2,stimulus,6300,400,6362,403
88358,localizer,0,2,iti,6700,300,6765,303
88358,localizer,0,2,stimulus,7000,400,7068,404
88358,localizer,0,2,iti,7400,300,7472,304
88358,localizer,0,2,stimulus,7700,400,7776,403
88358,localizer,0,2,iti,8100,300,8179,303
88358,localizer,0,2,stimulus,8400,400,8482,403
88358,localizer,0,2,iti,8800,300,8885,303
88358,localizer,0,2,stimulus,9100,400,9188,403
88358,localizer,0,2,iti,9500,300,9591,303
88358,localizer,0,2,stimulus,9800,400,9894,404
88358,localizer,0,2,iti,10200,300,10298,303
88358,localizer,0,2,stimulus,10500,400,10601,404
88358,localizer,0,2,iti,10900,300,11005,304
88358,localizer,0,3,stimulus,11200,400,11309,403
88358,localizer,0,3,iti,11600,300,11712,304
88358,localizer,0,4,stimulus,11900,400,12016,404
88358,localizer,0,4,iti,12300,300,12420,303
88358,localizer,0,4,stimulus,12600,400,12723,404
88358,localizer,0,4,iti,13000,300,13127,303
88358,localizer,0,4,stimulus,13300,400,13430,403
88358,localizer,0,4,iti,13700,300,13833,303
88358,localizer,0,4,stimulus,14000,400,14136,404
88358,localizer,0,4,iti,14400,300,14540,303
88358,localizer,0,4,stimulus,14700,400,14843,404
88358,localizer,0,4,iti,15100,300,15247,303
88358,localizer,0,4,stimulus,15400,400,15550,403
88358,localizer,0,4,iti,15800,300,15953,303
88358,localizer,0,4,stimulus,16100,400,16256,403
88358,localizer,0,4,iti,16500,300,16659,303
88358,localizer,0,4,stimulus,16800,400,16962,403
88358,localizer,0,4,iti,17200,300,17365,303
88358,localizer,0,5,stimulus,17500,400,17668,403
88358,localizer,0,5,iti,17900,300,18071,303
88358,localizer,0,5,stimulus,18200,400,18374,404
88358,localizer,0,5,iti,18600,300,18778,303
88358,localizer,0,5,stimulus,18900,400,19081,404
88358,localizer,0,5,iti,19300,300,19485,304
88358,localizer,0,5,stimulus,19600,400,19789,403
88358,localizer,0,5,iti,20000,300,20192,303
88358,localizer,0,5,stimulus,20300,400,20495,403
88358,localizer,0,5,iti,20700,300,20898,305
88358,localizer,0,5,stimulus,21000,400,21203,403
88358,localizer,0,5,iti,21400,300,21606,305
88358,localizer,0,5,stimulus,21700,400,21911,403
88358,localizer,0,5,iti,22100,300,22314,304
88358,localizer,0,5,stimulus,22400,400,22618,403
88358,localizer,0,5,iti,22800,300,23021,304
88358,localizer,1,6,stimulus,0,400,0,402
88358,localizer,1,6,iti,400,300,402,303
88358,localizer,1,7,stimulus,700,400,705,403
88358,localizer,1,7,iti,1100,300,1108,304
88358,localizer,1,8,stimulus,1400,400,1412,403
88358,localizer,1,8,iti,1800,300,1815,304
88358,localizer,1,9,stimulus,2100,400,2119,403
88358,localizer,1,9,iti,2500,300,2522,304
88358,localizer,1,10,stimulus,2800,400,2826,403
88358,localizer,1,10,iti,3200,300,3229,304
88358,localizer,1,11,stimulus,3500,400,3533,404
88358,localizer,1,11,iti,3900,300,3937,303
88358,localizer,1,12,stimulus,4200,400,4240,405
88358,localizer,1,12,iti,4600,300,4645,302
88358,localizer,1,13,stimulus,4900,400,4947,404
88358,localizer,1,13,iti,5300,300,5351,303
88358,localizer,1,14,stimulus,5600,400,5654,403
88358,localizer,1,14,iti,6000,300,6057,304
88358,localizer,1,15,stimulus,6300,400,6361,404
88358,localizer,1,15,iti,6700,300,6765,304
88358,localizer,1,16,stimulus,7000,400,7069,403
88358,localizer,1,16,iti,7400,300,7472,305
88358,localizer,1,17,stimulus,7700,400,7777,403
88358,localizer,1,17,iti,8100,300,8180,304
88358,localizer,1,18,stimulus,8400,400,8484,404
88358,localizer,1,18,iti,8800,300,8888,303
88358,localizer,1,19,stimulus,9100,400,9191,404
88358,localizer,1,19,iti,9500,300,9595,304
88358,localizer,1,20,stimulus,9800,400,9899,403
88358,localizer,1,20,iti,10200,300,10302,303
88358,localizer,1,21,stimulus,10500,400,10605,403
88358,localizer,1,21,iti,10900,300,11008,303
88358,localizer,1,22,stimulus,11200,400,11311,403
88358,localizer,1,22,iti,11600,300,11714,317
88358,localizer,1,23,stimulus,11900,400,12031,404
88358,localizer,1,23,iti,12300,300,12435,303
88358,localizer,1,24,stimulus,12600,400,12738,403
88358,localizer,1,24,iti,13000,300,13141,303
