PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
38808,localizer,0,0,stimulus,0,400,0,415
38808,localizer,0,0,iti,400,300,415,311
38808,localizer,0,0,stimulus,700,400,726,412
38808,localizer,0,0,iti,1100,300,1138,310
38808,localizer,0,0,stimulus,1400,400,1448,411
38808,localizer,0,0,iti,1800,300,1859,310
38808,localizer,0,0,stimulus,2100,400,2169,411
38808,localizer,0,0,iti,2500,300,2580,310
38808,localizer,0,0,stimulus,2800,400,2890,413
38808,localizer,0,0,iti,3200,300,3303,313
38808,localizer,0,0,stimulus,3500,400,3616,413
38808,localizer,0,0,iti,3900,300,4029,312
38808,localizer,0,0,stimulus,4200,400,4341,413
38808,localizer,0,0,iti,4600,300,4754,312
38808,localizer,0,0,stimulus,4900,400,5066,414
38808,localizer,0,0,iti,5300,300,5480,330
38808,localizer,0,0,stimulus,5600,400,5810,414
38808,localizer,0,0,iti,6000,300,6224,311
38808,localizer,0,0,stimulus,6300,400,6535,411
38808,localizer,0,0,iti,6700,300,6946,311
38808,localizer,0,1,stimulus,7000,400,7257,410
38808,localizer,0,1,iti,7400,300,7667,308
38808,localizer,0,2,stimulus,7700,400,7975,409
38808,localizer,0,2,iti,8100,300,8384,308
38808,localizer,0,2,stimulus,8400,400,8692,413
38808,localizer,0,2,iti,8800,300,9105,313
38808,localizer,0,2,stimulus,9100,400,9418,409
38808,localizer,0,2,iti,9500,300,9827,312
38808,localizer,0,3,stimulus,9800,400,10139,408
38808,localizer,0,3,iti,10200,300,10547,311
38808,localizer,0,4,stimulus,10500,400,10858,426
38808,localizer,0,4,iti,10900,300,11284,313
38808,localizer,0,5,stimulus,11200,400,11597,410
38808,localizer,0,5,iti,11600,300,12007,309
38808,localizer,1,6,stimulus,0,400,0,415
38808,localizer,1,6,iti,400,300,415,311
38808,localizer,1,7,stimulus,700,400,726,411
38808,localizer,1,7,iti,1100,300,1137,311
38808,localizer,1,8,stimulus,1400,400,1448,415
38808,localizer,1,8,iti,1800,300,1863,315
38808,localizer,1,9,stimulus,2100,400,2178,413
38808,localizer,1,9,iti,2500,300,2591,315
38808,localizer,1,10,stimulus,2800,400,2906,411
38808,localizer,1,10,iti,3200,300,3317,310
38808,localizer,1,11,stimulus,3500,400,3627,410
38808,localizer,1,11,iti,3900,300,4037,341
38808,localizer,1,12,stimulus,4200,400,4378,411
38808,localizer,1,12,iti,4600,300,4789,309
38808,localizer,1,13,stimulus,4900,400,5098,410
38808,localizer,1,13,iti,5300,300,5508,317
38808,localizer,1,14,stimulus,5600,400,5825,432
38808,localizer,1,14,iti,6000,300,6257,308
38808,localizer,1,15,stimulus,6300,400,6565,414
38808,localizer,1,15,iti,6700,300,6979,317
38808,localizer,1,16,stimulus,7000,400,7296,418
38808,localizer,1,16,iti,7400,300,7714,314
38808,localizer,1,17,stimulus,7700,400,8028,408
38808,localizer,1,17,iti,8100,300,8436,311
38808,localizer,1,18,stimulus,8400,400,8747,409
38808,localizer,1,18,iti,8800,300,9156,316
38808,localizer,1,19,stimulus,9100,400,9472,411
38808,localizer,1,19,iti,9500,300,9883,313
38808,localizer,1,20,stimulus,9800,400,10196,411
38808,localizer,1,20,iti,10200,300,10607,311
38808,localizer,1,21,stimulus,10500,400,10918,412
38808,localizer,1,21,iti,10900,300,11330,310
38808,localizer,1,22,stimulus,11200,400,11640,417
38808,localizer,1,22,iti,11600,300,12057,311
38808,localizer,1,23,stimulus,11900,400,12368,412
38808,localizer,1,23,iti,12300,300,12780,315
38808,localizer,1,24,stimulus,12600,400,13095,412
38808,localizer,1,24,iti,13000,300,13507,311
38808,localizer,1,25,stimulus,13300,400,13818,442
38808,localizer,1,25,iti,13700,14000,14260,14023
38808,localizer,1,26,stimulus,27700,400,28283,414
38808,localizer,1,26,iti,28100,300,28697,310
38808,localizer,1,27,stimulus,28400,400,29007,414
38808,localizer,1,27,iti,28800,300,29421,310
38808,localizer,1,28,stimulus,29100,400,29731,411
38808,localizer,1,28,iti,29500,300,30142,308
38808,localizer,1,29,stimulus,29800,400,30450,411
38808,localizer,1,29,iti,30200,300,30861,308
38808,localizer,1,30,stimulus,30500,400,31169,412
38808,localizer,1,30,iti,30900,300,31581,313
38808,localizer,1,31,stimulus,31200,400,31894,419
38808,localizer,1,31,iti,31600,300,32313,319
38808,localizer,1,32,stimulus,31900,400,32632,413
38808,localizer,1,32,iti,32300,300,33045,307
38808,localizer,1,33,stimulus,32600,400,33352,417
38808,localizer,1,33,iti,33000,300,33769,311
38808,localizer,1,34,stimulus,33300,400,34080,409
38808,localizer,1,34,iti,33700,300,34489,308
38808,localizer,1,35,stimulus,34000,400,34797,412
38808,localizer,1,35,iti,34400,300,35209,312
38808,localizer,1,36,stimulus,34700,400,35521,410
38808,localizer,1,36,iti,35100,300,35931,317
