PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
21859,localizer,0,0,stimulus,0,400,0,429
21859,localizer,0,0,iti,400,300,429,333
21859,localizer,0,0,stimulus,700,400,762,432
21859,localizer,0,0,iti,1100,300,1194,327
21859,localizer,0,0,stimulus,1400,400,1521,429
21859,localizer,0,0,iti,1800,300,1950,401
21859,localizer,0,1,stimulus,2100,400,2351,434
21859,localizer,0,1,iti,2500,300,2785,314
21859,localizer,0,2,stimulus,2800,400,3099,445
21859,localizer,0,2,iti,3200,300,3544,391
21859,localizer,0,3,stimulus,3500,400,3935,419
21859,localizer,0,3,iti,3900,300,4354,324
21859,localizer,0,4,stimulus,4200,400,4678,418
21859,localizer,0,4,iti,4600,300,5096,347
21859,localizer,0,5,stimulus,4900,400,5443,487
21859,localizer,0,5,iti,5300,300,5930,382
21859,localizer,1,6,stimulus,0,400,0,812
21859,localizer,1,6,iti,400,300,812,323
21859,localizer,1,7,stimulus,700,400,1135,417
21859,localizer,1,7,iti,1100,300,1552,409
21859,localizer,1,8,stimulus,1400,400,1961,500
21859,localizer,1,8,iti,1800,300,2461,447
21859,localizer,1,9,stimulus,2100,400,2908,435
21859,localizer,1,9,iti,2500,300,3343,309
21859,localizer,1,10,stimulus,2800,400,3652,426
21859,localizer,1,10,iti,3200,300,4078,344
21859,localizer,1,11,stimulus,3500,400,4422,443
21859,localizer,1,11,iti,3900,300,4865,319
21859,localizer,1,12,stimulus,4200,400,5184,412
21859,localizer,1,12,iti,4600,300,5596,311
21859,localizer,1,13,stimulus,4900,400,5907,417
21859,localizer,1,13,iti,5300,300,6324,321
21859,localizer,1,14,stimulus,5600,400,6645,518
21859,localizer,1,14,iti,6000,300,7163,326
21859,localizer,1,15,stimulus,6300,400,7489,422
21859,localizer,1,15,iti,6700,300,7911,320
21859,localizer,1,16,stimulus,7000,400,8231,412
21859,localizer,1,16,iti,7400,300,8643,320
21859,localizer,1,17,stimulus,7700,400,8963,422
21859,localizer,1,17,iti,8100,300,9385,316
21859,localizer,1,18,stimulus,8400,400,9701,425
21859,localizer,1,18,iti,8800,300,10126,328
21859,localizer,1,19,stimulus,9100,400,10454,411
21859,localizer,1,19,iti,9500,300,10865,321
21859,localizer,1,20,stimulus,9800,400,11186,595
21859,localizer,1,20,iti,10200,300,11781,558
21859,localizer,1,21,stimulus,10500,400,12339,519
21859,localizer,1,21,iti,10900,300,12858,313
21859,localizer,1,22,stimulus,11200,400,13171,411
21859,localizer,1,22,iti,11600,300,13582,330
21859,localizer,1,23,stimulus,11900,400,13912,474
21859,localizer,1,23,iti,12300,300,14386,312
21859,localizer,1,24,stimulus,12600,400,14698,409
21859,localizer,1,24,iti,13000,300,15107,331
21859,localizer,1,25,stimulus,13300,400,15438,413
21859,localizer,1,25,iti,13700,14000,15851,14014
21859,localizer,1,26,stimulus,27700,400,29865,412
21859,localizer,1,26,iti,28100,300,30277,313
21859,localizer,1,27,stimulus,28400,400,30590,414
21859,localizer,1,27,iti,28800,300,31004,320
21859,localizer,1,28,stimulus,29100,400,31324,472
21859,localizer,1,28,iti,29500,300,31796,311
21859,localizer,1,29,stimulus,29800,400,32107,463
21859,localizer,1,29,iti,30200,300,32570,308
21859,localizer,1,30,stimulus,30500,400,32878,411
21859,localizer,1,30,iti,30900,300,33289,312
21859,localizer,1,31,stimulus,31200,400,33601,436
21859,localizer,1,31,iti,31600,300,34037,409
21859,localizer,1,32,stimulus,31900,400,34446,424
21859,localizer,1,32,iti,32300,300,34870,313
21859,localizer,1,33,stimulus,32600,400,35183,432
21859,localizer,1,33,iti,33000,300,35615,365
21859,localizer,1,34,stimulus,33300,400,35980,421
21859,localizer,1,34,iti,33700,300,36401,310
21859,localizer,1,35,stimulus,34000,400,36711,417
21859,localizer,1,35,iti,34400,300,37128,310
21859,localizer,1,36,stimulus,34700,400,37438,572
21859,localizer,1,36,iti,35100,300,38010,372
21859,localizer,1,37,stimulus,35400,400,38382,421
21859,localizer,1,37,iti,35800,300,38803,310
21859,localizer,1,38,stimulus,36100,400,39113,416
21859,localizer,1,38,iti,36500,300,39529,321
21859,localizer,1,39,stimulus,36800,400,39850,411
21859,localizer,1,39,iti,37200,300,40261,316
21859,localizer,1,40,stimulus,37500,400,40577,454
21859,localizer,1,40,iti,37900,300,41031,335
21859,localizer,1,41,stimulus,38200,400,41366,410
21859,localizer,1,41,iti,38600,300,41776,308
21859,localizer,1,42,stimulus,38900,400,42084,409
21859,localizer,1,42,iti,39300,300,42493,346
21859,localizer,1,43,stimulus,39600,400,42839,464
21859,localizer,1,43,iti,40000,300,43303,311
21859,localizer,1,44,stimulus,40300,400,43614,412
21859,localizer,1,44,iti,40700,300,44026,321
21859,localizer,1,45,stimulus,41000,400,44347,470
21859,localizer,1,45,iti,41400,14000,44817,14238
21859,localizer,1,46,stimulus,55400,400,59055,411
21859,localizer,1,46,iti,55800,300,59466,324
21859,localizer,1,47,stimulus,56100,400,59790,436
21859,localizer,1,47,iti,56500,300,60226,313
21859,localizer,1,48,stimulus,56800,400,60539,418
21859,localizer,1,48,iti,57200,300,60957,383
21859,localizer,1,49,stimulus,57500,400,61340,565
21859,localizer,1,49,iti,57900,300,61905,309
21859,localizer,1,50,stimulus,58200,400,62214,409
21859,localizer,1,50,iti,58600,300,62623,310
21859,localizer,1,51,stimulus,58900,400,62933,412
21859,localizer,1,51,iti,59300,300,63345,312
21859,localizer,1,52,stimulus,59600,400,63657,421
21859,localizer,1,52,iti,60000,300,64078,323
21859,localizer,1,53,stimulus,60300,400,64401,473
21859,localizer,1,53,iti,60700,300,64874,350
21859,localizer,1,54,stimulus,61000,400,65224,435
21859,localizer,1,54,iti,61400,300,65659,311
21859,localizer,1,55,stimulus,61700,400,65970,406
21859,localizer,1,55,iti,62100,300,66376,307
21859,localizer,1,56,stimulus,62400,400,66683,525
21859,localizer,1,56,iti,62800,300,67208,577
21859,localizer,1,57,stimulus,63100,400,67785,409
21859,localizer,1,57,iti,63500,300,68194,314
21859,localizer,1,58,stimulus,63800,400,68508,429
21859,localizer,1,58,iti,64200,300,68937,315
21859,localizer,1,59,stimulus,64500,400,69252,411
21859,localizer,1,59,iti,64900,300,69663,312
21859,localizer,1,60,stimulus,65200,400,69975,412
21859,localizer,1,60,iti,65600,300,70387,309
21859,localizer,1,61,stimulus,65900,400,70696,424
21859,localizer,1,61,iti,66300,300,71120,424
21859,localizer,1,62,stimulus,66600,400,71544,534
21859,localizer,1,62,iti,67000,300,72078,319
21859,localizer,1,63,stimulus,67300,400,72397,411
21859,localizer,1,63,iti,67700,300,72808,319
21859,localizer,1,64,stimulus,68000,400,73127,425
21859,localizer,1,64,iti,68400,300,73552,375
21859,localizer,1,65,stimulus,68700,400,73927,411
21859,localizer,1,65,iti,69100,14000,74338,14040
21859,localizer,1,66,stimulus,83100,400,88378,482
21859,localizer,1,66,iti,83500,300,88860,324
21859,localizer,1,67,stimulus,83800,400,89184,412
21859,localizer,1,67,iti,84200,300,89596,322
21859,localizer,1,68,stimulus,84500,400,89918,420
21859,localizer,1,68,iti,84900,300,90338,324
21859,localizer,1,69,stimulus,85200,400,90662,419
21859,localizer,1,69,iti,85600,300,91081,374
21859,localizer,1,70,stimulus,85900,400,91455,410
21859,localizer,1,70,iti,86300,300,91865,411
21859,localizer,1,71,stimulus,86600,400,92276,419
21859,localizer,1,71,iti,87000,300,92695,310
21859,localizer,1,72,stimulus,87300,400,93005,430
21859,localizer,1,72,iti,87700,300,93435,332
21859,localizer,1,73,stimulus,88000,400,93767,415
21859,localizer,1,73,iti,88400,300,94182,386
21859,localizer,1,74,stimulus,88700,400,94568,410
21859,localizer,1,74,iti,89100,300,94978,319
21859,localizer,1,75,stimulus,89400,400,95297,426
21859,localizer,1,75,iti,89800,300,95723,314
21859,localizer,1,76,stimulus,90100,400,96037,441
21859,localizer,1,76,iti,90500,300,96478,322
21859,localizer,1,77,stimulus,90800,400,96800,521
21859,localizer,1,77,iti,91200,300,97321,330
