PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
22695,localizer,0,0,stimulus,0,400,0,406
22695,localizer,0,0,iti,400,300,406,305
22695,localizer,0,0,stimulus,700,400,711,406
22695,localizer,0,0,iti,1100,300,1117,306
22695,localizer,0,0,stimulus,1400,400,1423,405
22695,localizer,0,0,iti,1800,300,1828,304
22695,localizer,0,0,stimulus,2100,400,2132,405
22695,localizer,0,0,iti,2500,300,2537,305
22695,localizer,0,0,stimulus,2800,400,2842,405
22695,localizer,0,0,iti,3200,300,3247,305
22695,localizer,0,1,stimulus,3500,400,3552,405
22695,localizer,0,1,iti,3900,300,3957,305
22695,localizer,0,1,stimulus,4200,400,4262,406
22695,localizer,0,1,iti,4600,300,4668,304
22695,localizer,0,2,stimulus,4900,400,4972,406
22695,localizer,0,2,iti,5300,300,5378,304
22695,localizer,0,3,stimulus,5600,400,5682,405
22695,localizer,0,3,iti,6000,300,6087,305
22695,localizer,0,3,stimulus,6300,400,6392,405
22695,localizer,0,3,iti,6700,300,6797,305
22695,localizer,0,3,stimulus,7000,400,7102,405
22695,localizer,0,3,iti,7400,300,7507,304
22695,localizer,0,3,stimulus,7700,400,7811,406
22695,localizer,0,3,iti,8100,300,8217,304
22695,localizer,0,3,stimulus,8400,400,8521,405
22695,localizer,0,3,iti,8800,300,8926,304
22695,localizer,0,3,stimulus,9100,400,9230,405
22695,localizer,0,3,iti,9500,300,9635,305
22695,localizer,0,3,stimulus,9800,400,9940,405
22695,localizer,0,3,iti,10200,300,10345,305
22695,localizer,0,4,stimulus,10500,400,10650,405
22695,localizer,0,4,iti,10900,300,11055,304
22695,localizer,0,5,stimulus,11200,400,11359,405
22695,localizer,0,5,iti,11600,300,11764,305
22695,localizer,1,6,stimulus,0,400,0,405
22695,localizer,1,6,iti,400,300,405,305
22695,localizer,1,7,stimulus,700,400,710,405
22695,localizer,1,7,iti,1100,300,1115,305
22695,localizer,1,8,stimulus,1400,400,1420,405
22695,localizer,1,8,iti,1800,300,1825,305
22695,localizer,1,9,stimulus,2100,400,2130,404
22695,localizer,1,9,iti,2500,300,2534,305
22695,localizer,1,10,stimulus,2800,400,2839,404
22695,localizer,1,10,iti,3200,300,3243,306
22695,localizer,1,11,stimulus,3500,400,3549,406
22695,localizer,1,11,iti,3900,300,3955,305
22695,localizer,1,12,stimulus,4200,400,4260,405
22695,localizer,1,12,iti,4600,300,4665,304
22695,localizer,1,13,stimulus,4900,400,4969,404
22695,localizer,1,13,iti,5300,300,5373,305
22695,localizer,1,14,stimulus,5600,400,5678,405
22695,localizer,1,14,iti,6000,300,6083,305
22695,localizer,1,15,stimulus,6300,400,6388,405
22695,localizer,1,15,iti,6700,300,6793,305
22695,localizer,1,16,stimulus,7000,400,7098,405
22695,localizer,1,16,iti,7400,300,7503,305
22695,localizer,1,17,stimulus,7700,400,7808,405
22695,localizer,1,17,iti,8100,300,8213,303
22695,localizer,1,18,stimulus,8400,400,8516,405
22695,localizer,1,18,iti,8800,300,8921,304
22695,localizer,1,19,stimulus,9100,400,9225,405
22695,localizer,1,19,iti,9500,300,9630,305
22695,localizer,1,20,stimulus,9800,400,9935,405
22695,localizer,1,20,iti,10200,300,10340,305
22695,localizer,1,21,stimulus,10500,400,10645,405
22695,localizer,1,21,iti,10900,300,11050,305
22695,localizer,1,22,stimulus,11200,400,11355,404
22695,localizer,1,22,iti,11600,300,11759,305
22695,localizer,1,23,stimulus,11900,400,12064,405
22695,localizer,1,23,iti,12300,300,12469,305
