PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
74300,localizer,0,0,stimulus,0,400,0,415
74300,localizer,0,0,iti,400,300,415,320
74300,localizer,0,0,stimulus,700,400,735,1210
74300,localizer,0,0,iti,1100,300,1945,462
74300,localizer,0,0,stimulus,1400,400,2407,417
74300,localizer,0,0,iti,1800,300,2824,313
74300,localizer,0,0,stimulus,2100,400,3137,416
74300,localizer,0,0,iti,2500,300,3553,310
74300,localizer,0,0,stimulus,2800,400,3863,410
74300,localizer,0,0,iti,3200,300,4273,312
74300,localizer,0,0,stimulus,3500,400,4585,417
74300,localizer,0,0,iti,3900,300,5002,311
74300,localizer,0,0,stimulus,4200,400,5313,416
74300,localizer,0,0,iti,4600,300,5729,311
74300,localizer,0,0,stimulus,4900,400,6040,406
74300,localizer,0,0,iti,5300,300,6446,315
74300,localizer,0,1,stimulus,5600,400,6761,416
74300,localizer,0,1,iti,6000,300,7177,312
74300,localizer,0,2,stimulus,6300,400,7489,414
74300,localizer,0,2,iti,6700,300,7903,313
74300,localizer,0,2,stimulus,7000,400,8216,417
74300,localizer,0,2,iti,7400,300,8633,310
74300,localizer,0,2,stimulus,7700,400,8943,410
74300,localizer,0,2,iti,8100,300,9353,312
74300,localizer,0,2,stimulus,8400,400,9665,414
74300,localizer,0,2,iti,8800,300,10079,313
74300,localizer,0,2,stimulus,9100,400,10392,408
74300,localizer,0,2,iti,9500,300,10800,313
74300,localizer,0,2,stimulus,9800,400,11113,416
74300,localizer,0,2,iti,10200,300,11529,310
74300,localizer,0,2,stimulus,10500,400,11839,410
74300,localizer,0,2,iti,10900,300,12249,312
74300,localizer,0,2,stimulus,11200,400,12561,417
74300,localizer,0,2,iti,11600,300,12978,403
74300,localizer,0,2,stimulus,11900,400,13381,491
74300,localizer,0,2,iti,12300,300,13872,311
74300,localizer,0,2,stimulus,12600,400,14183,516
74300,localizer,0,2,iti,13000,300,14699,309
74300,localizer,0,3,stimulus,13300,400,15008,417
74300,localizer,0,3,iti,13700,300,15425,312
74300,localizer,0,3,stimulus,14000,400,15737,415
74300,localizer,0,3,iti,14400,300,16152,313
74300,localizer,0,4,stimulus,14700,400,16465,416
74300,localizer,0,4,iti,15100,300,16881,311
74300,localizer,0,5,stimulus,15400,400,17192,417
74300,localizer,0,5,iti,15800,300,17609,312
74300,localizer,0,5,stimulus,16100,400,17921,416
74300,localizer,0,5,iti,16500,300,18337,310
74300,localizer,1,6,stimulus,0,400,0,485
74300,localizer,1,6,iti,400,300,485,310
74300,localizer,1,7,stimulus,700,400,795,417
74300,localizer,1,7,iti,1100,300,1212,311
74300,localizer,1,8,stimulus,1400,400,1523,417
74300,localizer,1,8,iti,1800,300,1940,311
74300,localizer,1,9,stimulus,2100,400,2251,416
74300,localizer,1,9,iti,2500,300,2667,313
74300,localizer,1,10,stimulus,2800,400,2980,416
74300,localizer,1,10,iti,3200,300,3396,311
74300,localizer,1,11,stimulus,3500,400,3707,409
74300,localizer,1,11,iti,3900,300,4116,311
74300,localizer,1,12,stimulus,4200,400,4427,407
74300,localizer,1,12,iti,4600,300,4834,518
74300,localizer,1,13,stimulus,4900,400,5352,1522
74300,localizer,1,13,iti,5300,300,6874,319
74300,localizer,1,14,stimulus,5600,400,7193,411
74300,localizer,1,14,iti,6000,300,7604,312
74300,localizer,1,15,stimulus,6300,400,7916,416
74300,localizer,1,15,iti,6700,300,8332,310
74300,localizer,1,16,stimulus,7000,400,8642,409
74300,localizer,1,16,iti,7400,300,9051,312
74300,localizer,1,17,stimulus,7700,400,9363,409
74300,localizer,1,17,iti,8100,300,9772,312
74300,localizer,1,18,stimulus,8400,400,10084,414
74300,localizer,1,18,iti,8800,300,10498,313
74300,localizer,1,19,stimulus,9100,400,10811,408
74300,localizer,1,19,iti,9500,300,11219,313
74300,localizer,1,20,stimulus,9800,400,11532,416
74300,localizer,1,20,iti,10200,300,11948,310
74300,localizer,1,21,stimulus,10500,400,12258,410
74300,localizer,1,21,iti,10900,300,12668,310
74300,localizer,1,22,stimulus,11200,400,12978,409
74300,localizer,1,22,iti,11600,300,13387,311
74300,localizer,1,23,stimulus,11900,400,13698,407
74300,localizer,1,23,iti,12300,300,14105,315
74300,localizer,1,24,stimulus,12600,400,14420,661
74300,localizer,1,24,iti,13000,300,15081,775
74300,localizer,1,25,stimulus,13300,400,15856,412
74300,localizer,1,25,iti,13700,14000,16268,14019
74300,localizer,1,26,stimulus,27700,400,30287,636
74300,localizer,1,26,iti,28100,300,30923,313
74300,localizer,1,27,stimulus,28400,400,31236,415
74300,localizer,1,27,iti,28800,300,31651,310
74300,localizer,1,28,stimulus,29100,400,31961,411
