PID,phase,run,trial,event,onset,duration,onset_time_elapsed,duration_time_elapsed
37104,localizer,0,0,stimulus,0,400,0,408
37104,localizer,0,0,iti,400,300,408,306
37104,localizer,0,0,stimulus,700,400,714,449
37104,localizer,0,0,iti,1100,300,1163,306
37104,localizer,0,1,stimulus,1400,400,1469,405
37104,localizer,0,1,iti,1800,300,1874,306
37104,localizer,0,2,stimulus,2100,400,2180,406
37104,localizer,0,2,iti,2500,300,2586,306
37104,localizer,0,2,stimulus,2800,400,2892,407
37104,localizer,0,2,iti,3200,300,3299,306
37104,localizer,0,2,stimulus,3500,400,3605,406
37104,localizer,0,2,iti,3900,300,4011,306
37104,localizer,0,3,stimulus,4200,400,4317,406
37104,localizer,0,3,iti,4600,300,4723,306
37104,localizer,0,3,stimulus,4900,400,5029,405
37104,localizer,0,3,iti,5300,300,5434,306
37104,localizer,0,4,stimulus,5600,400,5740,405
37104,localizer,0,4,iti,6000,300,6145,308
37104,localizer,0,4,stimulus,6300,400,6453,406
37104,localizer,0,4,iti,6700,300,6859,308
37104,localizer,0,5,stimulus,7000,400,7167,406
37104,localizer,0,5,iti,7400,300,7573,305
37104,localizer,1,6,stimulus,0,400,0,406
37104,localizer,1,6,iti,400,300,406,305
37104,localizer,1,7,stimulus,700,400,711,411
37104,localizer,1,7,iti,1100,300,1122,305
37104,localizer,1,8,stimulus,1400,400,1427,406
37104,localizer,1,8,iti,1800,300,1833,308
37104,localizer,1,9,stimulus,2100,400,2141,406
37104,localizer,1,9,iti,2500,300,2547,305
37104,localizer,1,10,stimulus,2800,400,2852,406
37104,localizer,1,10,iti,3200,300,3258,314
37104,localizer,1,11,stimulus,3500,400,3572,406
37104,localizer,1,11,iti,3900,300,3978,307
37104,localizer,1,12,stimulus,4200,400,4285,405
37104,localizer,1,12,iti,4600,300,4690,306
37104,localizer,1,13,stimulus,4900,400,4996,405
37104,localizer,1,13,iti,5300,300,5401,305
37104,localizer,1,14,stimulus,5600,400,5706,407
37104,localizer,1,14,iti,6000,300,6113,306
37104,localizer,1,15,stimulus,6300,400,6419,407
37104,localizer,1,15,iti,6700,300,6826,305
37104,localizer,1,16,stimulus,7000,400,7131,408
37104,localizer,1,16,iti,7400,300,7539,305
37104,localizer,1,17,stimulus,7700,400,7844,406
37104,localizer,1,17,iti,8100,300,8250,306
37104,localizer,1,18,stimulus,8400,400,8556,406
37104,localizer,1,18,iti,8800,300,8962,311
37104,localizer,1,19,stimulus,9100,400,9273,407
37104,localizer,1,19,iti,9500,300,9680,306
37104,localizer,1,20,stimulus,9800,400,9986,405
37104,localizer,1,20,iti,10200,300,10391,305
37104,localizer,1,21,stimulus,10500,400,10696,406
37104,localizer,1,21,iti,10900,300,11102,305
37104,localizer,1,22,stimulus,11200,400,11407,420
37104,localizer,1,22,iti,11600,300,11827,305
37104,localizer,1,23,stimulus,11900,400,12132,407
37104,localizer,1,23,iti,12300,300,12539,305
37104,localizer,1,24,stimulus,12600,400,12844,406
37104,localizer,1,24,iti,13000,300,13250,311
37104,localizer,1,25,stimulus,13300,400,13561,406
37104,localizer,1,25,iti,13700,14000,13967,14019
37104,localizer,1,26,stimulus,27700,400,27986,407
37104,localizer,1,26,iti,28100,300,28393,305
37104,localizer,1,27,stimulus,28400,400,28698,405
37104,localizer,1,27,iti,28800,300,29103,306
37104,localizer,1,28,stimulus,29100,400,29409,405
37104,localizer,1,28,iti,29500,300,29814,314
37104,localizer,1,29,stimulus,29800,400,30128,408
37104,localizer,1,29,iti,30200,300,30536,305
37104,localizer,1,30,stimulus,30500,400,30841,406
